,operation,one,two
0,DEL,هيه,
1,SUB,انت,اس
2,OK,يا,يا
3,OK,بني,بني
4,OK,صاحب,صاحب
5,OK,اللواء,اللواء
6,DEL,في,
7,SUB,هذه,فىهذه
8,OK,الدولة,الدولة
9,SUB,ما,لا
10,OK,تزال,تزال
11,OK,تقود,تقود
12,OK,الجند,الجند
13,OK,لحرب,لحرب
14,OK,الروم,الروم
15,OK,فتثخن,فتثخن
16,OK,فيهم,فيهم
17,OK,قتلا,قتلا
18,SUB,وتجريحا,وتجرجا
19,OK,واسرا,واسرا
20,SUB,حتى,حى
21,OK,ارهقت,ارهقت
22,OK,الروم,الروم
23,OK,من,من
24,SUB,امرهم,امره
25,OK,عسرا,عسرا
26,OK,فهل,فهل
27,OK,تجد,تجد
28,OK,يا,يا
29,SUB,بني,بنى
30,OK,راحة,راحة
31,OK,نفس,نفس
32,SUB,فيما,فيا
33,OK,تفعل,تفعل
34,OK,من,من
35,OK,ذلك,ذلك
36,SUB,نعم,نه
37,OK,يا,يا
38,OK,ام,ام
39,SUB,فكيف,فكف
40,SUB,تصنع,لصن
41,DEL,يا,
42,SUB,بني,بء
43,INS,,ر
44,OK,اذا,اذا
45,INS,,ء
46,SUB,عرفت,فت
47,OK,ان,ان
48,SUB,في,ف
49,OK,هؤلاء,هؤلاء
50,OK,الروم,الروم
51,SUB,خئولتك,مولتك
52,OK,قد,قد
53,OK,عرفت,عرفت
54,OK,ذلك,ذلك
55,OK,منذ,منذ
56,OK,بعيد,بعيد
57,SUB,افهذا,اخهذا
58,OK,هو,هو
59,OK,السر,السر
60,SUB,الذي,الذى
61,SUB,تطوينه,تطون
62,SUB,عني,عنى
63,SUB,نعم,لع
64,SUB,يا,با
65,OK,مسلمة,مسلمة
66,OK,ليس,ليس
67,OK,ذاك,ذاك
68,SUB,تريد,نر
69,INS,,بد
70,OK,ان,ان
71,OK,ازيدك,ازيدك
72,OK,يا,يا
73,SUB,مسلمة,مسلة
74,DEL,نعم,
75,DEL,امهات,
76,DEL,الملوك,
77,SUB,فاعلم,فاعل
78,OK,وعليك,وعليك
79,OK,وحدك,وحدك
80,OK,تبعة,تبعة
81,OK,هذا,هذا
82,SUB,العلم,العلـ
83,OK,انك,انك
84,OK,تركب,تركب
85,OK,من,من
86,SUB,الامر,الام
87,SUB,عظيما,عظيا
88,SUB,في,فى
89,OK,حرب,حرب
90,OK,الروم,الروم
91,INS,,ا
92,OK,ماذا,ماذا
93,SUB,تعنين,لعنين
94,OK,انت,انت
95,SUB,تطلب,تطاب
96,OK,راس,راس
97,OK,جدك,جدك
98,SUB,جدي,جدى
99,SUB,نعم,نمم
100,SUB,ابي,اف
101,SUB,وما,ولا
102,OK,تزالين,تزالين
103,OK,تذكرين,تذكرين
104,OK,اباك,اباك
105,OK,يا,يا
106,OK,ام,ام
107,DEL,نعم,
108,SUB,كانه,انه
109,SUB,بعيني,بعنى
110,OK,منذ,منذ
111,OK,ساعات,ساعات
112,INS,,نم
113,OK,واسمه,واسمه
114,OK,قسطنطين,قسطنطين
