,operation,one,two
0,OK,لصق,لصق
1,SUB,بفكي,بفكى
2,SUB,وكانما,واما
3,OK,كنت,كنت
4,OK,ارى,ارى
5,OK,بغير,بغير
6,OK,عينين,عينين
7,OK,فقد,فقد
8,SUB,كانت,انت
9,SUB,اجفاني,اجفانى
10,OK,مثقلة,مثقلة
11,DEL,قد,
12,SUB,اطبقت,قداطبقت
13,SUB,واشتبكت,واشتبـكت
14,OK,اهدابها,اهدابها
15,SUB,ولكن,ولـكن
16,OK,المنظر,المنظر
17,OK,مع,مع
18,OK,ذلك,ذلك
19,OK,لم,لم
20,SUB,يزايلني,يزايلى
21,OK,كانت,كانت
22,OK,عيناك,عيناك
23,SUB,مستقرتين,مستقر
24,INS,,تين
25,SUB,على,عل
26,OK,وجهها,وجهها
27,SUB,وعلى,وعل
28,OK,شفتيك,شفتيك
29,SUB,كلمات,كالات
30,OK,اراها,اراها
31,OK,ولا,ولا
32,OK,اسمعها,اسمعها
33,SUB,وبعض,وامض
34,SUB,الكلام,الدم
35,OK,يرى,يرى
36,OK,ولا,ولا
37,OK,يسمع,يسمع
38,SUB,ثم,مم
39,SUB,ملت,مات
40,SUB,علي,عل
41,OK,فقبلت,فقبلت
42,SUB,جبيني,جمينى
43,SUB,وانحدرت,واحدرت
44,SUB,على,عل
45,SUB,خديك,خد
46,INS,,يك
47,SUB,دمعتان,دمحتان
48,OK,وسمعتك,وسمعتك
49,OK,تقول,تقول
50,SUB,هون,هر
51,SUB,عليك,نعليك
52,DEL,يا,
53,SUB,ابا,ااباعتية
54,DEL,عتيبة,
55,OK,ان,ان
56,SUB,بيننا,بينتا
57,SUB,نسبا,نسا
58,OK,وصهرا,وصهرا
59,SUB,وكانت,وانت
60,OK,دمعتان,دمعتان
61,OK,تنحدران,تنحدران
62,SUB,في,فق
63,OK,تلك,تلك
64,OK,اللحظة,اللحظة
65,OK,على,على
66,DEL,خدي,
67,SUB,مسلمة,خدىمسلهة
68,OK,وقد,وقد
69,OK,مال,مال
70,SUB,على,كل
71,SUB,النعمان,النديان
72,SUB,كانما,اا
73,OK,يهم,يهم
74,SUB,ان,ارى
75,SUB,يقبله,يقا
76,OK,لولا,لولا
77,OK,بعد,بعد
78,OK,ما,ما
79,OK,بين,بين
80,SUB,الراحلتين,الراحاتين
81,SUB,ثم,م
82,OK,قال,قال
83,OK,وصوته,وصوته
84,INS,,بجناح
85,DEL,يختلج,
86,SUB,هيه,هه
87,DEL,يا,
88,SUB,ابا,باابا
89,SUB,عتيبة,عتية
90,INS,,ان
91,SUB,وخففت,وحممت
92,OK,من,من
93,SUB,ثقل,مل
94,OK,وحلقت,وحلقت
95,SUB,بعيدا,لعدا
96,SUB,وغاب,وغا
97,SUB,عني,عنى
98,INS,,م
99,INS,,ر
100,SUB,منظر,نظ
101,SUB,السماء,الساء
102,OK,والارض,والارض
103,SUB,ثم,م
104,SUB,فئت,فمت
105,SUB,اليك,اامك
106,SUB,ورايتك,وراتك
107,OK,هذه,هذه
108,OK,المرة,المرة
109,SUB,في,فى
110,OK,خيمة,خيمة
111,OK,من,من
112,SUB,ديباج,دناح
113,OK,قد,قد
114,SUB,اقيمت,اقت
115,INS,,و
116,DEL,في,
117,OK,واد,واد
118,SUB,افيح,الي
119,OK,قد,قد
120,OK,انبسط,انبسط
121,OK,الزرع,الزرع
122,OK,فيه,فيه
123,SUB,على,عل
124,OK,مد,مد
125,SUB,البصر,اليصر
126,SUB,وانتثرت,وانترت
127,DEL,فيه,
128,SUB,بيوت,اوت
129,OK,من,من
130,INS,,ند
131,INS,,امه
132,DEL,خشب,
133,DEL,تسرح,
134,SUB,حواليها,لا
135,OK,قطعان,قطعان
136,OK,من,من
137,OK,الجاموس,الجاموس
138,SUB,والغنم,والغه
139,SUB,وكانما,راما
140,OK,سمعت,سمعت
141,OK,الاذان,الاذان
142,OK,والتكبير,والتكبير
143,OK,في,في
144,OK,هذه,هذه
145,INS,,ب
146,SUB,البيوت,الروت
147,SUB,المنتثرة,المترة
148,OK,بين,بين
149,SUB,المراعي,المراى
150,SUB,الخصبة,الخصمة
151,OK,فعلمت,فعلمت
152,SUB,انني,اننى
153,SUB,في,فى
154,OK,ارض,ارض
155,SUB,عربية,مسلة
156,OK,وانك,وانك
157,SUB,صاحبها,صاحيها
158,OK,فان,فان
159,OK,صدقت,صدقت
160,SUB,رؤياي,رؤ
161,INS,,اى
162,SUB,يا,با
163,SUB,مولاي,مو
164,INS,,لاى
165,SUB,فتلك,فتاك
166,OK,بضعة,بضعة
167,OK,من,من
168,OK,ارض,ارض
169,OK,الروم,الروم
170,SUB,مما,ما
171,SUB,يلي,يل
172,OK,القسطنطينية,القسطنطينية
173,SUB,حيث,حث
174,SUB,ينتهي,ينتهى
175,OK,خليج,خليج
176,SUB,ابي,اى
177,OK,ايوب,ايوب
178,SUB,لقد,اقد
179,SUB,نزلت,نزات
180,OK,هذه,هذه
181,OK,الارض,الارض
182,OK,ذات,ذات
183,OK,مرة,مرة
184,SUB,في,فى
185,SUB,بعض,بمض
186,SUB,الصوائف,الصو
187,INS,,اتف
188,OK,ضيفا,ضيفا
189,SUB,على,عل
190,SUB,ابي,او
191,OK,ايوب,ايوب
192,SUB,فاطعمني,فاطممنن
193,OK,من,من
194,SUB,ثمراتها,مراتها
195,SUB,وسقاني,وسقان
196,OK,واظل,واظل
197,SUB,مقيلي,مقيل
198,OK,كان,كان
199,SUB,مسلمة,مسلة
200,OK,منصتا,منصتا
201,SUB,لحديث,لحدث
202,SUB,صاحبه,صاحيه
203,SUB,وهو,وصاحه
204,SUB,مسترسل,مسرسل
205,SUB,فيما,فيا
206,OK,يقص,يقص
