,operation,one,two
0,INS,,اهـ
1,SUB,المؤمنين,المؤ
2,INS,,منين
3,SUB,في,فى
4,OK,الحجاز,الحجاز
5,OK,وما,وما
6,OK,والاها,والاها
7,DEL,عبد,
8,SUB,لله,عدالله
9,SUB,بن,ين
10,OK,الزبير,الزبير
11,OK,وامير,وامير
12,OK,المؤمنين,المؤمنين
13,SUB,في,ف
14,INS,,ه
15,OK,الشام,الشام
16,SUB,عبد,عبداملك
17,DEL,الملك,
18,OK,بن,بن
19,OK,مروان,مروان
20,DEL,وما,
21,SUB,يزال,ولايزال
22,SUB,في,فى
23,OK,الجزيرة,الجزيرة
24,SUB,والكوفة,والـكوفة
25,DEL,وما,
26,SUB,وراءها,وماوراءها
27,INS,,لدد
28,OK,من,من
29,INS,,ارض
30,SUB,ارضالمشرق,المشرق
31,OK,داع,داع
32,DEL,او,
33,SUB,دعاة,اودصاة
34,OK,يهتفون,يهتفون
35,SUB,باسم,باسه
36,OK,امير,امير
37,OK,من,من
38,SUB,بني,وني
39,SUB,علي,عل
40,OK,بن,بن
41,SUB,ابي,اى
42,OK,طالب,طالب
43,SUB,وفي,وفى
44,OK,دمشق,دمشق
45,INS,,ذ
46,INS,,ير
47,INS,,و
48,DEL,نفسها,
49,SUB,لم,الا
50,SUB,يزل,ال
51,SUB,واحد,احد
52,OK,او,او
53,OK,اكثر,اكثر
54,OK,من,من
55,OK,السفيانية,السفيانية
56,OK,او,او
57,OK,غيرهم,غيرهم
58,OK,من,من
59,SUB,فروع,روع
60,SUB,بني,ونى
61,SUB,امية,اميمة
62,SUB,ينفس,ننفه
63,INS,,س
64,OK,على,على
65,SUB,بني,بى
66,OK,مروان,مروان
67,OK,ان,ان
68,SUB,تكون,تكوت
69,OK,الخلافة,الخلافة
70,SUB,فيهم,ف
71,INS,,ي
72,OK,وعبد,وعبد
73,OK,الملك,الملك
74,SUB,يحاول,حاول
75,OK,ان,ان
76,SUB,يوطيء,يوطع
77,OK,لنفسه,لنفسه
78,OK,بين,بين
79,OK,هذه,هذه
80,SUB,الزعازع,الزءازع
81,SUB,فما,فلا
82,OK,ينفك,ينفك
83,OK,متنقلا,متنقلا
84,SUB,على,عل
85,OK,راس,راس
86,OK,جيشه,جيشه
87,OK,من,من
88,OK,مصر,مصر
89,OK,الى,الى
90,SUB,مصر,صر
91,SUB,مكافحا,مكاخا
92,SUB,صابرا,صارا
93,OK,قد,قد
94,OK,استحل,استحل
95,OK,سفك,سفك
96,OK,الدم,الدم
97,SUB,في,ف
98,OK,سبيل,سبيل
99,INS,,تو
100,SUB,توطيد,طيد
101,OK,العرش,العرش
102,SUB,وتوطئة,وتو
103,INS,,طمة
104,INS,,الا
105,SUB,الاكناف,كناف
106,SUB,لبني,لبى
107,OK,مروان,مروان
108,SUB,وكان,وتكان
109,OK,قبل,قبل
110,OK,ان,ان
111,SUB,يليها,لبها
112,SUB,شيخا,شرخا
113,OK,من,من
114,OK,اهل,اهل
115,SUB,الراي,الراى
116,OK,لا,لا
117,OK,يكاد,يكاد
118,OK,يفارق,يفارق
119,OK,مسجد,مسجد
120,OK,رسول,رسول
121,SUB,لله,الله
122,SUB,في,فى
123,OK,المدينة,المدينة
124,OK,او,او
125,OK,يدع,يدع
126,OK,المصحف,المصحف
127,OK,وحلت,وحلت
128,SUB,سنة,سنه
129,DEL,٧٠,
130,OK,من,من
131,OK,الهجرة,الهجرة
132,DEL,وما,
133,SUB,تزال,ولاتزال
134,OK,الفتنة,الفتنة
135,SUB,ناشبة,ناشسة
136,OK,وكان,وكان
137,OK,الروم,الروم
138,OK,قد,قد
139,SUB,انحسروا,امروا
140,OK,عن,عن
141,INS,,ارض
142,SUB,ارضالمشرق,امشرق
143,SUB,فليسلهم,فليس
144,INS,,ل
145,SUB,في,ف
146,SUB,الشام,ااشام
147,OK,باع,باع
148,DEL,ولا,
149,SUB,ذراع,ولاذراع
150,SUB,ولكنهم,ولـكنهم
151,OK,منذ,منذ
152,SUB,جلوا,جالوا
153,OK,عن,عن
154,DEL,ارضالمشرق,
155,DEL,لم,
156,DEL,تزل,
157,DEL,وحدة,
158,SUB,الراي,ارض
159,DEL,وتاييد,
160,DEL,الخليفة,
161,DEL,القائم,
162,DEL,وانظر,
163,DEL,التمهيد,
164,DEL,كان,
165,DEL,فريق,
166,DEL,من,
167,DEL,المسلين,
168,DEL,ولعله,
169,DEL,الكثرة,
170,DEL,يرى,
171,DEL,عليا,
172,DEL,وبنيه,
173,SUB,احق,امشرق
174,DEL,بالخلافة,
175,DEL,من,
176,DEL,معاوية,
177,DEL,وبني,
178,DEL,امية,
179,DEL,السفيانية,
180,DEL,اولاد,
181,DEL,ابي,
182,DEL,سفيان,
183,DEL,وكانت,
184,DEL,الخلافة,
185,DEL,فيهم,
186,DEL,منذ,
187,DEL,معاوية,
188,DEL,حتى,
189,DEL,وليها,
190,DEL,مروان,
191,DEL,بن,
192,DEL,الحكم,
193,DEL,فتسلسلت,
194,DEL,في,
195,DEL,بنيه,
196,DEL,الى,
197,DEL,اخر,
198,DEL,الدولة,
199,DEL,يرى,
200,DEL,ان,
201,DEL,ينافس,
202,DEL,بني,
203,DEL,مروان,
204,DEL,في,
205,DEL,الخلافة,
206,DEL,الزعازع,
207,DEL,الاعاصير,
208,DEL,من,
209,DEL,بلد,
210,DEL,الى,
211,DEL,بلد,
212,DEL,والمصرهو,
213,DEL,البلد,
214,SUB,المتحضر,لمتزل
215,DEL,اهل,
216,DEL,الراي,
217,DEL,هم,
218,DEL,الفقهاء,
219,DEL,واصحاب,
220,DEL,الفتوى,
221,DEL,وكان,
222,DEL,عبد,
223,DEL,الملك,
224,DEL,منهم,
225,DEL,قبل,
226,DEL,ان,
227,DEL,يرث,
228,DEL,عرش,
229,DEL,ابيه,
230,DEL,بنت,
231,DEL,قسطنطين,
232,OK,انفسهم,انفسهم
233,OK,تنازعهم,تنازعهم
234,OK,الى,الى
235,OK,استرداد,استرداد
236,DEL,ما,
237,SUB,فقدوا,مافقدوا
238,DEL,من,
239,OK,تلك,تلك
240,INS,,الارض
241,SUB,الارضالواسعة,الواسعة
242,OK,الخصبة,الخصبة
243,SUB,فكانما,فكا
244,INS,,بما
245,INS,,ا
246,SUB,انتهزوا,ازوا
247,OK,هذه,هذه
248,OK,الفتنة,الفتنة
249,SUB,الناشبة,الناشرة
250,OK,فسيروا,فسيروا
251,SUB,جيوشهم,جيو
252,INS,,شهم
253,OK,الى,الى
254,INS,,الاطا
255,SUB,انطاكية,كية
256,SUB,فحاصروها,خاصروها
257,DEL,ثم,
258,SUB,وضعوا,بمرضعوا
259,SUB,اقدامهم,اهدامهم
260,INS,,واو
261,SUB,واوغلوا,غلوا
262,SUB,في,فى
263,OK,البلاد,البلاد
264,INS,,٠٠
