,operation,one,two
0,OK,من,من
1,OK,القران,القران
2,SUB,الكريم,السكريم
3,SUB,عما,عدا
4,OK,يتوارثه,يتوارثه
5,OK,بعض,بعض
6,OK,اهل,اهل
7,SUB,الكتاب,التكتا
8,DEL,من,
9,SUB,علم,لم
10,DEL,عن,
11,DEL,الغد,
12,SUB,يجدونه,جدونه
13,SUB,مكتوبا,مكتو
14,INS,,با
15,SUB,عندهم,عنده
16,SUB,في,ف
17,OK,الانجيل,الانجيل
18,OK,والتوراة,والتوراة
19,OK,فهم,فهم
20,SUB,يلتمسونه,يلتمسو
21,SUB,عند,نه
22,SUB,الرهبان,عندالرهبان
23,SUB,المنقطعين,القطمين
24,OK,للعبادة,للعبادة
25,SUB,في,فى
26,OK,الاديار,الاديار
27,OK,والبيع,والبيع
28,OK,المنتثرة,المنتثرة
29,SUB,في,ف
30,OK,ارض,ارض
31,OK,البلقاء,البلقاء
32,SUB,ووادي,ووادى
33,OK,الاردن,الاردن
34,OK,وارباض,وارباض
35,OK,الشام,الشام
36,OK,واطراف,واطراف
37,OK,الجزيرة,الجزيرة
38,INS,,و
39,SUB,والا,الا
40,OK,ما,ما
41,OK,احدثه,احدثه
42,OK,بعض,بعض
43,SUB,الفرق,الفرو
44,SUB,الاسلامية,الاسلامة
45,SUB,الناشئة,الناهة
46,SUB,مما,عا
47,SUB,يسمونه,يسهونه
48,SUB,علم,عل
49,SUB,الملاحم,االاح
50,OK,ويسندونه,ويسندونه
51,OK,الى,الى
52,OK,فلان,فلان
53,OK,الى,الى
54,DEL,على,
55,DEL,جفر,
56,OK,فلان,فلان
57,OK,الى,الى
58,SUB,علي,عل
59,OK,بن,بن
60,SUB,ابي,اى
61,OK,طالب,طالب
62,INS,,كرم
63,INS,,الله
64,INS,,وجهه
65,SUB,ويزعمون,ويزعون
66,OK,ان,ان
67,OK,فيه,فيه
68,SUB,علم,عل
69,OK,الغد,الغد
70,OK,كله,كله
71,OK,مكتوبا,مكتوبا
72,SUB,في,فى
73,INS,,جفر
74,INS,,عل
75,OK,سبيل,سبيل
76,SUB,الرمز,الرءز
77,SUB,والايماء,والاماء
78,OK,فلا,فلا
79,SUB,يحل,جل
80,SUB,طلسمه,طلاسمه
81,OK,الا,الا
82,OK,من,من
83,SUB,اوتي,اوى
84,OK,حظا,حظا
85,OK,من,من
86,INS,,ء
87,DEL,علم,
88,OK,وكان,وكان
89,SUB,ايمان,امان
90,OK,الناس,الناس
91,SUB,في,فى
92,OK,ذلك,ذلك
93,OK,العهد,العهد
94,OK,بهذه,بهذه
95,OK,المستحدثات,المستحدثات
96,SUB,يختلف,بختاف
97,OK,باختلاف,باختلاف
98,SUB,بيئاتهم,يياتم
99,INS,,و
100,INS,,مير
101,SUB,وميراثهم,اثهم
102,SUB,العقلي,العقل
103,OK,وحظهم,وحظهم
104,OK,من,من
105,OK,فهم,فهم
106,SUB,الاسلام,الالام
107,SUB,ولكن,واسكن
108,OK,كل,كل
109,SUB,نفس,نمس
110,SUB,تستشرف,اسذشرف
111,OK,الى,الى
112,OK,معرفة,معرفة
113,OK,ما,ما
114,SUB,استسر,استسرى
115,DEL,في,
116,OK,غدها,غدها
117,OK,من,من
118,SUB,غيب,غم
119,SUB,لله,الله
120,SUB,فلا,قلا
121,SUB,عجب,تجب
122,SUB,ان,ات
123,OK,نرى,نرى
124,SUB,في,ف
125,OK,مثل,مثل
126,OK,ذلك,ذلك
