,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,INS,,١٤
3,OK,لتبلغ,لتبلغ
4,OK,البطن,البطن
5,OK,السابع,السابع
6,OK,واذا,واذا
7,OK,سخطت,سخطت
8,OK,لعنت,لعنت
9,OK,وان,وان
10,OK,لعنتي,لعنتي
11,OK,لتبلغ,لتبلغ
12,OK,البطن,البطن
13,OK,السابع,السابع
14,OK,تنبيها,تنبيها
15,OK,على,على
16,OK,ان,ان
17,OK,الخير,الخير
18,OK,والشر,والشر
19,OK,الذي,الذي
20,OK,يكتسبه,يكتسبه
21,OK,الانسان,الانسان
22,OK,ويتخلق,ويتخلق
23,OK,به,به
24,OK,يبقى,يبقى
25,OK,اثره,اثره
26,OK,موروثا,موروثا
27,OK,الى,الى
28,OK,البطن,البطن
29,OK,السابع,السابع
30,SUB,والثالث,الثالث
31,OK,اختلاف,اختلاف
32,OK,ما,ما
33,OK,يتكون,يتكون
34,OK,منه,منه
35,OK,النطفة,النطفة
36,OK,التي,التي
37,OK,تكون,تكون
38,OK,منها,منها
39,OK,الولد,الولد
40,OK,ودم,ودم
41,OK,الطمث,الطمث
42,OK,الذي,الذي
43,OK,يتربى,يتربى
44,OK,به,به
45,OK,فلذلك,فلذلك
46,INS,,ت
47,SUB,تاثر,اثر
48,SUB,بحسب,تحسس
49,OK,طيب,طيب
50,DEL,ما,
51,SUB,يكونان,مايكونانمته
52,DEL,منه,
53,OK,وخبثه,وخبثه
54,INS,,و
55,SUB,ولهذا,لهذا
56,OK,قال,قال
57,INS,,صلى
58,SUB,صلىاللهعليهواله,الله
59,INS,,عليه
60,INS,,واله
61,OK,تخيروا,تخيروا
62,OK,لنطفكم,لنطفكم
63,OK,وقال,وقال
64,OK,الناكح,الناكح
65,OK,غارس,غارس
66,OK,فلينظر,فلينظر
67,OK,اين,اين
68,OK,يضع,يضع
69,OK,غرسه,غرسه
70,INS,,و
71,SUB,وقال,قال
72,OK,اياكم,اياكم
73,OK,وخضراء,وخضراء
74,OK,الدمن,الدمن
75,OK,قيل,قيل
76,OK,وما,وما
77,OK,خضراء,خضراء
78,OK,الدمن,الدمن
79,OK,قال,قال
80,SUB,المراة,المرءة
81,OK,الحسناء,الحسناء
82,OK,في,في
83,DEL,منبت,
84,OK,السوء,السوء
85,OK,ورابعها,ورابعها
86,OK,اختلاف,اختلاف
87,OK,ما,ما
88,OK,يتغذى,يتغذى
89,OK,به,به
90,OK,من,من
91,OK,طيب,طيب
92,SUB,الرضاع,الرضا
93,INS,,ع
94,OK,وطيب,وطيب
95,OK,المطعم,المطعم
96,SUB,الذي,التي
97,OK,يتربى,يتربى
98,OK,به,به
99,INS,,ولت
100,SUB,ولتاثير,اثير
101,OK,الرضاع,الرضاع
102,OK,الطيب,الطيب
103,OK,ورد,ورد
104,OK,في,في
105,OK,الحديث,الحديث
106,OK,الرضاع,الرضاع
107,OK,يغير,يغير
108,OK,الطباع,الطباع
109,OK,ويقول,ويقول
110,OK,العرب,العرب
111,OK,لمن,لمن
112,OK,تصفه,تصفه
113,OK,بالفضل,بالفضل
114,OK,لله,لله
115,OK,درك,درك
116,OK,وخامسها,وخامسها
117,OK,اختلاف,اختلاف
118,OK,احوالهم,احوالهم
119,OK,في,في
120,OK,تاديبهم,تاديبهم
121,OK,وتلقينهم,وتلقينهم
122,INS,,و
123,SUB,وتعويدهم,تعويذهم
124,OK,العادات,العادات
125,OK,الحسنة,الحسنة
126,OK,والقبيحة,والقبيحة
127,OK,فحق,فحق
128,OK,الوالد,الوالد
129,OK,ان,ان
130,OK,ياخذ,ياخذ
131,OK,الولد,الولد
132,OK,بالاداب,بالاداب
133,OK,الشرعية,الشرعية
134,OK,واخطار,واخطار
135,OK,الحق,الحق
136,OK,بباله,بباله
137,OK,وتعويده,وتعويده
138,OK,فعل,فعل
139,OK,الخيرات,الخيرات
140,OK,كما,كما
141,OK,قال,قال
142,INS,,صلى
143,SUB,صلىاللهعليهواله,الله
144,INS,,عليه
145,INS,,واله
146,OK,مروهم,مروهم
147,OK,بالصلاة,بالصلاة
148,OK,لسبع,لسبع
149,OK,واضربوهم,واضربوهم
150,OK,لعشر,لعشر
151,OK,ويجب,ويجب
152,OK,ان,ان
153,SUB,يصان,يصانع
154,SUB,عن,ـن
155,OK,مجالسة,مجالسة
156,OK,الاردياء,الاردياء
157,OK,في,في
