,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,INS,,١٦١
3,OK,الحس,الحس
4,OK,والحركة,والحركة
5,OK,ولهذا,ولهذا
6,OK,يحتاج,يحتاج
7,OK,في,في
8,OK,بقائه,بقائه
9,OK,الدنيوي,الدنيوي
10,OK,الى,الى
11,OK,معاونات,معاونات
12,OK,ومعونات,ومعونات
13,OK,خارجية,خارجية
14,OK,تعاونه,تعاونه
15,OK,وتعينه,وتعينه
16,OK,وتحفظه,وتحفظه
17,OK,وتصونه,وتصونه
18,OK,عن,عن
19,OK,الافات,الافات
20,OK,والاضداد,والاضداد
21,OK,كما,كما
22,OK,قال,قال
23,SUB,وهو,هو
24,OK,القاهر,القاهر
25,OK,فوق,فوق
26,OK,عباده,عباده
27,OK,ويرسل,ويرسل
28,OK,عليكم,عليكم
29,OK,حفظة,حفظة
30,OK,وقوله,وقوله
31,OK,له,له
32,OK,معقبات,معقبات
33,OK,من,من
34,OK,بين,بين
35,OK,يديه,يديه
36,OK,ومن,ومن
37,OK,خلفه,خلفه
38,OK,يحفظونه,يحفظونه
39,OK,من,من
40,OK,امر,امر
41,OK,الله,الله
42,OK,واليه,واليه
43,OK,الاشارة,الاشارة
44,OK,بقوله,بقوله
45,OK,خلق,خلق
46,OK,الانسان,الانسان
47,OK,ضعيفا,ضعيفا
48,SUB,وبقوله,ويقاله
49,OK,ان,ان
50,OK,يسلبهم,يسلبهم
51,OK,الذباب,الذباب
52,OK,شيئا,شيئا
53,OK,لا,لا
54,OK,يستنقذوه,يستنقذوه
55,OK,منه,منه
56,OK,ضعف,ضعف
57,OK,الطالب,الطالب
58,OK,والمطلوب,والمطلوب
59,OK,وبالجملة,وبالجملة
60,OK,ليس,ليس
61,OK,له,له
62,OK,ما,ما
63,OK,دام,دام
64,OK,الحياة,الحياة
65,OK,الدنيوية,الدنيوية
66,OK,مقام,مقام
67,OK,خاص,خاص
68,OK,في,في
69,OK,الوجود,الوجود
70,OK,لا,لا
71,OK,يتعداه,يتعداه
72,OK,يا,يا
73,OK,اهل,اهل
74,OK,يثرب,يثرب
75,OK,لا,لا
76,OK,مقام,مقام
77,OK,لكم,لكم
78,OK,ولاجل,ولاجل
79,OK,هذه,هذه
80,OK,الخاصية,الخاصية
81,OK,يمكنه,يمكنه
82,OK,التطور,التطور
83,OK,في,في
84,OK,الاطوار,الاطوار
85,OK,والخروج,والخروج
86,OK,من,من
87,OK,كل,كل
88,OK,ما,ما
89,OK,له,له
90,OK,من,من
91,OK,الكون,الكون
92,OK,المستعار,المستعار
93,OK,والانتقال,والانتقال
94,OK,من,من
95,OK,هذه,هذه
96,OK,الدار,الدار
97,OK,الى,الى
98,OK,عالم,عالم
99,OK,الاخرة,الاخرة
100,OK,ودار,ودار
101,OK,الابرار,الابرار
102,OK,والمهاجرة,والمهاجرة
103,OK,من,من
104,OK,بيته,بيته
105,OK,الذي,الذي
106,OK,فيه,فيه
107,OK,مهاجرا,مهاجرا
108,SUB,الى,الي
109,OK,الله,الله
110,OK,الواحد,الواحد
111,OK,القهار,القهار
112,OK,كما,كما
113,OK,في,في
114,OK,قوله,قوله
115,OK,ومن,ومن
116,OK,يخرج,يخرج
117,OK,من,من
118,OK,بيته,بيته
119,OK,مهاجرا,مهاجرا
120,OK,الى,الى
121,OK,الله,الله
122,OK,ورسوله,ورسوله
123,OK,ثم,ثم
124,OK,يدركه,يدركه
125,OK,الموت,الموت
126,OK,فقد,فقد
127,SUB,وقع,وقيع
128,OK,اجره,اجره
129,OK,على,على
130,OK,الله,الله
131,OK,واذ,واذ
132,OK,ليس,ليس
133,OK,له,له
134,OK,مقام,مقام
135,OK,معين,معين
136,SUB,فله,فلة
137,OK,السير,السير
138,OK,الى,الى
139,OK,جميع,جميع
140,OK,المقامات,المقامات
141,OK,واذ,واذ
142,OK,ليس,ليس
143,OK,له,له
144,OK,صورة,صورة
145,OK,معينة,معينة
146,OK,فله,فله
147,OK,التصور,التصور
148,OK,بكل,بكل
149,OK,صورة,صورة
150,OK,والتحلي,والتحلي
151,OK,بكل,بكل
152,SUB,حلية,حليه
153,OK,قال,قال
154,OK,الشاعر,الشاعر
155,OK,لقد,لقد
156,OK,صار,صار
157,OK,قلبي,قلبي
158,OK,قابلا,قابلا
159,OK,كل,كل
160,OK,صورة,صورة
161,OK,فمرعى,فمرعى
