,operation,one,two
0,INS,,٤٨
1,INS,,اسرار
2,INS,,الايات
3,OK,قاعدة,قاعدة
4,OK,في,في
5,OK,بطلان,بطلان
6,OK,التناسخ,التناسخ
7,OK,التناسخ,التناسخ
8,SUB,اعني,اعنى
9,OK,انتقال,انتقال
10,OK,النفس,النفس
11,OK,الشخصية,الشخصية
12,OK,من,من
13,OK,بدن,بدن
14,OK,الى,الى
15,OK,بدن,بدن
16,OK,محال,محال
17,SUB,سواء,واء
18,OK,كان,كان
19,OK,البدن,البدن
20,OK,عنصريا,عنصريا
21,OK,او,او
22,OK,فلكيا,فلكيا
23,OK,او,او
24,OK,طبيعيا,طبيعيا
25,OK,او,او
26,OK,برزخيا,برزخيا
27,OK,ببرهان,ببرهان
28,OK,افادنا,افادنا
29,OK,الله,الله
30,OK,تعالى,تعالى
31,OK,اياه,اياه
32,SUB,وهو,وهه
33,OK,ان,ان
34,OK,النفس,النفس
35,OK,في,في
36,OK,اول,اول
37,OK,تكونها,تكونها
38,OK,الطبيعي,الطبيعي
39,OK,متحدة,متحدة
40,OK,مع,مع
41,OK,البدن,البدن
42,OK,وهي,وهي
43,OK,بالقوة,بالقوة
44,OK,في,في
45,OK,كل,كل
46,OK,ما,ما
47,OK,لها,لها
48,OK,من,من
49,OK,الاحوال,الاحوال
50,OK,والادراكات,والادراكات
51,OK,حتى,حتى
52,OK,في,في
53,OK,كونها,كونها
54,OK,حساسة,حساسة
55,INS,,ن
56,DEL,ثم,
57,OK,يتدرج,يتدرج
58,OK,في,في
59,OK,الاشتداد,الاشتداد
60,OK,والترقي,والترقي
61,SUB,فيصير,فيصيرا
62,SUB,اولا,ولا
63,OK,طبيعية,طبيعية
64,OK,حافظة,حافظة
65,INS,,ت
66,DEL,ثم,
67,SUB,جوهرا,مجاهرا
68,OK,غاذيا,غاذيا
69,OK,منميا,منميا
70,OK,مولدا,مولدا
71,OK,ثم,ثم
72,OK,حساسا,حساسا
73,OK,على,على
74,OK,التدريج,التدريج
75,OK,من,من
76,OK,اكثف,اكثف
77,OK,الحواس,الحواس
78,DEL,الى,
79,SUB,الطفها,الىالطفها
80,OK,فكانت,فكانت
81,SUB,اولا,او
82,INS,,لا
83,OK,قوة,قوة
84,OK,اللمس,اللمس
85,OK,ثم,ثم
86,OK,الذوق,الذوق
87,OK,ثم,ثم
88,OK,الشم,الشم
89,OK,ثم,ثم
90,OK,السمع,السمع
91,OK,والبصر,والبصر
92,OK,ثم,ثم
93,OK,يصير,يصير
94,INS,,مت
95,SUB,متخيلا,خيلا
96,OK,وهاهنا,وهاهنا
97,OK,اوان,اوان
98,OK,تجرده,تجرده
99,OK,عن,عن
100,OK,البدن,البدن
101,OK,الطبيعي,الطبيعي
102,OK,كما,كما
103,OK,اشرنا,اشرنا
104,OK,اليه,اليه
105,OK,ثم,ثم
106,OK,يصير,يصير
107,OK,متفكرا,متفكرا
108,OK,ذاكرا,ذاكرا
109,OK,ثم,ثم
110,OK,عاقلا,عاقلا
111,OK,ومعقولا,ومعقولا
112,OK,وعند,وعند
113,SUB,ذلك,ذالكا
114,SUB,اوان,وان
115,OK,تجردها,تجردها
116,OK,عن,عن
117,OK,العالمين,العالمين
118,OK,ومفارقته,ومفارقته
119,OK,للنشاتين,للنشاتين
120,OK,فقد,فقد
121,OK,بان,بان
122,OK,ان,ان
123,OK,للنفس,للنفس
124,OK,قبل,قبل
125,OK,تجردها,تجردها
126,OK,مطلقا,مطلقا
127,OK,مقامات,مقامات
128,OK,طبيعية,طبيعية
129,OK,يناسب,يناسب
130,OK,كل,كل
131,OK,منها,منها
132,OK,لمزاج,لمزاج
133,OK,خاص,خاص
134,OK,وتكون,وتكون
135,OK,معين,معين
136,OK,وسن,وسن
137,OK,مخصوص,مخصوص
138,OK,من,من
139,OK,اسنان,اسنان
140,OK,البدن,البدن
141,OK,من,من
142,OK,الجنينية,الجنينية
143,SUB,والطفولية,الطفولية
144,OK,والصبوية,والصبوية
145,SUB,المراهقية,المراهق
146,INS,,ية
147,OK,والشباب,والشباب
148,OK,والكهولة,والكهولة
