,operation,one,two
0,INS,,١٣٤
1,INS,,اسرار
2,INS,,الايات
3,SUB,وقوله,وقولهتعالىى
4,DEL,تعالى,
5,OK,ولا,ولا
6,OK,تكونوا,تكونوا
7,OK,كالذين,كالذين
8,OK,نسوا,نسوا
9,OK,الله,الله
10,OK,فانساهم,فانساهم
11,OK,انفسهم,انفسهم
12,OK,تنبيه,تنبيه
13,OK,على,على
14,OK,انهم,انهم
15,OK,لو,لو
16,SUB,عرفوا,عرفها
17,OK,انفسهم,انفسهم
18,OK,لعرفوا,لعرفوا
19,OK,الله,الله
20,OK,فلما,فلما
21,SUB,جهلوا,جهل
22,INS,,واد
23,DEL,دل,
24,SUB,جهلهم,لجهلهم
25,OK,اياه,اياه
26,OK,على,على
27,OK,جهلهم,جهلهم
28,OK,انفسهم,انفسهم
29,INS,,م
30,OK,قاعدة,قاعدة
31,OK,في,في
32,OK,الاشارة,الاشارة
33,OK,الى,الى
34,SUB,قوى,قوي
35,OK,الاشياء,الاشياء
36,OK,التي,التي
37,OK,جمعت,جمعت
38,OK,في,في
39,OK,الانسان,الانسان
40,INS,,واى
41,DEL,قد,
42,OK,جمع,جمع
43,OK,الله,الله
44,OK,فيه,فيه
45,OK,قوى,قوى
46,OK,العالم,العالم
47,OK,واوجده,واوجده
48,OK,بعد,بعد
49,OK,وجود,وجود
50,OK,الاشياء,الاشياء
51,OK,التي,التي
52,SUB,جمعت,جمعوه
53,DEL,فيه,
54,OK,قال,قال
55,OK,تعالى,تعالى
56,OK,تنبيها,تنبيها
57,OK,على,على
58,DEL,ذلك,
59,SUB,الذي,ذلكالذي
60,OK,احسن,احسن
61,OK,كل,كل
62,OK,شيء,شيء
63,OK,خلقه,خلقه
64,SUB,وبدا,وبدء
65,OK,خلق,خلق
66,OK,الانسان,الانسان
67,OK,من,من
68,OK,طين,طين
69,OK,فانه,فانه
70,OK,تعالى,تعالى
71,SUB,اوجد,او
72,INS,,جد
73,OK,فيه,فيه
74,OK,بسائط,بسائط
75,OK,العالم,العالم
76,OK,ومركباته,ومركباته
77,SUB,وروحانياته,وروحانيات
78,INS,,هو
79,SUB,وجسمانياته,جسمانيان
80,INS,,هو
81,SUB,ومبدعاته,مبدعاته
82,OK,ومكوناته,ومكوناته
83,OK,فالانسان,فالانسان
84,OK,من,من
85,OK,حيث,حيث
86,OK,انه,انه
87,OK,جمع,جمع
88,OK,فيه,فيه
89,OK,جميع,جميع
90,OK,ما,ما
91,OK,وجد,وجد
92,OK,في,في
93,OK,العالم,العالم
94,OK,من,من
95,OK,اقسام,اقسام
96,OK,الجواهر,الجواهر
97,OK,والاعراض,والاعراض
98,OK,والبسائط,والبسائط
99,OK,والمركبات,والمركبات
100,OK,والارواح,والارواح
101,OK,والاجسام,والاجسام
102,OK,هو,هو
103,OK,العالم,العالم
104,OK,ومن,ومن
105,OK,حيث,حيث
106,OK,انه,انه
107,OK,صغر,صغر
108,SUB,شكله,شكلة
109,OK,وجمع,وجمع
110,OK,فيه,فيه
111,OK,قوى,قوى
112,OK,العالم,العالم
113,OK,فهو,فهو
114,OK,كالمختصر,كالمختصر
115,DEL,من,
116,OK,الكتاب,الكتاب
117,OK,والنسخة,والنسخة
118,OK,الموجزة,الموجزة
119,OK,المنتخبة,المنتخبة
120,OK,منه,منه
121,OK,لان,لان
122,OK,المختصر,المختصر
123,OK,الموجز,الموجز
124,OK,من,من
125,OK,الكتاب,الكتاب
126,OK,هو,هو
127,SUB,الذي,الذى
128,OK,قلل,قلل
129,OK,لفظه,لفظه
130,OK,واستوفى,واستوفى
131,OK,معناه,معناه
132,SUB,والانسان,والانسانه
133,DEL,هو,
134,SUB,هكذا,وهكذا
135,OK,اذا,اذا
136,OK,قابلناه,قابلناه
137,OK,مع,مع
138,OK,العالم,العالم
139,OK,ومن,ومن
140,DEL,حيث,
141,SUB,انه,حيتانه
142,OK,صفوة,صفوة
143,OK,العالم,العالم
144,OK,ولبابه,ولبابه
145,OK,وخلاصته,وخلاصته
146,OK,وثمرته,وثمرته
147,OK,فهو,فهو
148,OK,كالزبد,كالزبد
149,OK,من,من
150,OK,المخيض,المخيض
151,OK,والدهن,والدهن
152,OK,من,من
153,OK,السمسم,السمسم
154,OK,والزيت,والزيت
155,OK,من,من
156,OK,الزيتونة,الزيتونة
157,OK,ومعرفة,ومعرفة
158,OK,الله,الله
159,OK,فيه,فيه
160,OK,اذا,اذا
161,OK,حصلت,حصلت
162,INS,,ف
163,SUB,فكنور,كنور
164,OK,المصباح,المصباح
165,OK,اذا,اذا
166,OK,اشتعل,اشتعل
167,OK,الزيت,الزيت
168,OK,قال,قال
169,OK,تعالى,تعالى
170,INS,,ى
171,OK,مثل,مثل
172,OK,نوره,نوره
173,OK,اي,اي
174,OK,في,في
175,OK,قلب,قلب
176,OK,المؤمن,المؤمن
177,OK,كما,كما
178,OK,في,في
179,OK,قراءة,قراءة
180,OK,ابن,ابن
181,OK,مسعود,مسعود
182,OK,كمشكاة,كمشكاة
183,OK,فيها,فيها
184,OK,مصباح,مصباح
185,OK,المصباح,المصباح
186,OK,في,في
187,OK,زجاجة,زجاجة
188,OK,الاية,الاية
189,OK,فالمشكاة,فالمشكاة
190,OK,البدن,البدن
191,OK,والزجاجة,والزجاجة
192,OK,الروح,الروح
193,OK,الحيواني,الحيواني
194,OK,التي,التي
195,OK,هي,هي
196,OK,بمنزلة,بمنزلة
197,OK,المراة,المراة
198,OK,لصفائها,لصفائها
199,OK,وقبولها,وقبولها
200,OK,لصور,لصور
201,OK,المحسوسات,المحسوسات
202,OK,التي,التي
203,OK,هي,هي
204,OK,عكوس,عكوس
205,OK,الصور,الصور
206,OK,الحقيقية,الحقيقية
207,OK,واشباحها,واشباحها
208,OK,المثالية,المثالية
209,OK,والزيت,والزيت
210,OK,القوة,القوة
211,OK,القدسية,القدسية
212,OK,التي,التي
213,OK,هي,هي
214,OK,افضل,افضل
215,OK,ضروب,ضروب
216,OK,العقل,العقل
217,OK,الهيولاني,الهيولاني
218,OK,وهو,وهو
219,OK,اول,اول
220,OK,درجة,درجة
221,OK,النفس,النفس
222,OK,الناطقة,الناطقة
223,INS,,و
224,SUB,واخر,اخر
225,OK,درجة,درجة
226,OK,النفس,النفس
227,OK,الحساسة,الحساسة
228,OK,وهو,وهو
229,OK,بعينه,بعينه
230,OK,القوة,القوة
231,OK,الخيالية,الخيالية
232,OK,عندنا,عندنا
233,SUB,لانها,لاها
234,OK,ايضا,ايضا
235,OK,مجرد,مجرد
236,OK,عن,عن
237,OK,البدن,البدن
238,OK,موجودة,موجودة
239,OK,لا,لا
240,OK,في,في
241,OK,عالم,عالم
242,OK,الطبيعة,الطبيعة
243,OK,بل,بل
244,OK,فيما,فيما
245,OK,فوق,فوق
246,OK,هذا,هذا
247,OK,العالم,العالم
248,OK,والشجرة,والشجرة
249,OK,المباركة,المباركة
250,OK,هي,هي
251,OK,القوة,القوة
252,OK,الفكرية,الفكرية
253,OK,التي,التي
254,OK,هي,هي
255,OK,افضل,افضل
256,OK,ضرب,ضرب
257,OK,من,من
258,OK,القوة,القوة
259,OK,الخيالية,الخيالية
260,OK,لانها,لانها
261,OK,اذا,اذا
262,OK,قويت,قويت
263,OK,تصير,تصير
264,DEL,متفكرة,
