,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,OK,ايان,ايان
3,SUB,مرساها,مرسيها
4,SUB,فيم,فيما
5,SUB,انت,نت
6,OK,من,من
7,SUB,ذكراها,ذكريها
8,OK,الى,الى
9,OK,ربك,ربك
10,SUB,منتهاها,منتهيها
11,OK,انما,انما
12,OK,انت,انت
13,OK,منذر,منذر
14,OK,من,من
15,SUB,يخشاها,يخشيها
16,OK,وقوله,وقوله
17,OK,انما,انما
18,OK,انت,انت
19,OK,منذر,منذر
20,OK,ولكل,ولكل
21,OK,قوم,قوم
22,OK,هاد,هاد
23,OK,قال,قال
24,OK,لعلي,لعلي
25,INS,,عليه
26,SUB,عليهالسلام,السلم
27,OK,انا,انا
28,OK,المنذر,المنذر
29,INS,,و
30,SUB,وانت,انت
31,SUB,الهادى,الهادي
32,OK,وبالجملة,وبالجملة
33,OK,الشريعة,الشريعة
34,OK,هي,هي
35,OK,المشرع,المشرع
36,OK,العام,العام
37,OK,والقيامة,والقيامة
38,OK,هي,هي
39,OK,المقصد,المقصد
40,INS,,و
41,SUB,والغاية,الغاية
42,OK,فصاحب,فصاحب
43,OK,الشريعة,الشريعة
44,OK,من,من
45,OK,حيث,حيث
46,OK,هو,هو
47,OK,كذلك,كذلك
48,OK,يقول,يقول
49,OK,لا,لا
50,OK,اعلم,اعلم
51,OK,الغيب,الغيب
52,OK,ولا,ولا
53,OK,اقول,اقول
54,OK,لكم,لكم
55,SUB,اني,انى
56,OK,ملك,ملك
57,OK,ولو,ولو
58,OK,كنت,كنت
59,OK,اعلم,اعلم
60,OK,الغيب,الغيب
61,OK,لاستكثرت,لاستكثرت
62,OK,من,من
63,OK,الخير,الخير
64,OK,وما,وما
65,OK,مسني,مسني
66,OK,السوء,السوء
67,OK,تبصرة,تبصرة
68,OK,عقلية,عقلية
69,OK,لا,لا
70,OK,يخفى,يخفى
71,OK,عليك,عليك
72,OK,ان,ان
73,OK,الدنيا,الدنيا
74,SUB,كون,كان
75,OK,ناقص,ناقص
76,DEL,وما,
77,SUB,فيها,ومافيهاا
78,SUB,اكوان,كاان
79,OK,ناقصة,ناقصة
80,INS,,و
81,SUB,وجواهرها,جواهرها
82,OK,جواهر,جواهر
83,OK,ضعيفة,ضعيفة
84,OK,الوجود,الوجود
85,OK,متعلقة,متعلقة
86,OK,الذوات,الذوات
87,OK,بغيرها,بغيرها
88,OK,ولنقص,ولنقص
89,OK,جواهرها,جواهرها
90,OK,وضعف,وضعف
91,OK,وجودها,وجودها
92,OK,التدريجي,التدريجي
93,OK,يحتاج,يحتاج
94,OK,النفوس,النفوس
95,OK,الادمية,الادمية
96,OK,ما,ما
97,OK,دامت,دامت
98,OK,فيها,فيها
99,INS,,ك
100,SUB,كالاطفال,الاطفال
101,SUB,الى,الي
102,SUB,مهد,مهدودا
103,SUB,وداية,ية
104,INS,,ف
105,SUB,فالمهد,المهدك
106,SUB,كالمكان,المكان
107,SUB,والداية,والدائةك
108,SUB,كالزمان,الزمان
109,OK,فكل,فكل
110,OK,من,من
111,OK,الزمان,الزمان
112,INS,,و
113,SUB,والمكان,المكان
114,OK,لغاية,لغاية
115,OK,ضعف,ضعف
116,OK,وجودها,وجودها
117,OK,غير,غير
118,OK,مجتمع,مجتمع
119,OK,الوجود,الوجود
120,OK,ولا,ولا
121,OK,قار,قار
122,OK,الذات,الذات
123,OK,فوجود,فوجود
124,OK,كل,كل
125,OK,جزء,جزء
126,OK,من,من
127,OK,الزمان,الزمان
128,OK,يقتضي,يقتضي
129,SUB,غيبة,عيبة
130,OK,صاحبه,صاحبه
131,OK,وحضور,وحضور
132,OK,كل,كل
133,OK,حصة,حصة
134,OK,من,من
135,OK,المكان,المكان
136,OK,يستدعي,يستدعي
137,OK,فقد,فقد
138,OK,صاحبه,صاحبه
139,OK,واما,واما
140,OK,وجود,وجود
141,OK,الاخرة,الاخرة
142,SUB,فهي,فهى
143,SUB,كون,كان
144,OK,تام,تام
145,OK,مستقل,مستقل
146,OK,بنفسه,بنفسه
147,OK,مستكف,مستكف
148,OK,بذاته,بذاته
149,OK,وكذا,وكذا
150,OK,الموجودات,الموجودات
151,OK,الاخروية,الاخروية
152,OK,فهي,فهي
153,OK,اكوان,اكوان
154,OK,ثابتة,ثابتة
155,OK,قائمة,قائمة
156,OK,بذاتها,بذاتها
157,OK,وبذات,وبذات
