,operation,one,two
0,SUB,العشرون,لم
1,INS,,يكن
2,SUB,العقلة,عسده
3,SUB,يشكو,لشكو
4,OK,قبل,قبل
5,OK,هذا,هذا
6,OK,ان,ان
7,OK,فى,فى
8,OK,لسانه,لسانه
9,OK,عقلة,عقلة
10,INS,,مسه
11,INS,,لكزه
12,OK,وان,وان
13,OK,الكلام,الكلام
14,OK,يتردد,يتردد
15,OK,فى,فى
16,OK,فمه,فمه
17,OK,ولا,ولا
18,SUB,يكاد,كاد
19,DEL,عبده,
20,DEL,لم,
21,DEL,يكن,
22,SUB,يخرج,بخرج
23,DEL,منه,
24,DEL,ولكنه,
25,OK,احب,احب
26,SUB,بنت,رنت
27,OK,خاله,خاله
28,OK,فماذا,فماذا
29,SUB,يقول,قول
30,OK,لها,لها
31,OK,او,او
32,OK,لامها,لامها
33,OK,او,او
34,SUB,لخاله,لحاله
35,OK,وكيف,وكيف
36,SUB,تحتمل,ل
37,OK,علته,علته
38,SUB,هذه,هـذه
39,OK,فتاة,فتاة
40,SUB,عصرية,عصرنه
41,OK,تحب,تحب
42,OK,ان,ان
43,SUB,تباهى,تداهى
44,OK,النساء,النساء
45,OK,بزوجها,بزوجها
46,OK,والمصيبة,والمصيبة
47,OK,ان,ان
48,OK,شعوره,شعوره
49,OK,بهذه,بهذه
50,SUB,الحبسة,الحسة
51,SUB,يزيد,يزد
52,OK,لسانه,لسانه
53,SUB,امتساكا,امتسساكا
54,OK,كلما,كلما
55,SUB,جالسها,حالسها
56,OK,فكان,فكان
57,OK,اذا,اذا
58,OK,هم,هم
59,OK,بكلامها,بكلامها
60,OK,لا,لا
61,OK,يزيد,يزيد
62,OK,على,على
63,OK,ان,ان
64,SUB,يخرج,يحرج
65,DEL,واين,
66,SUB,الفتاة,صوتا
67,INS,,كهذا
68,DEL,التى,
69,DEL,ف,
70,DEL,ف,
71,DEL,ف,
72,DEL,ف,
73,SUB,او,ا
74,OK,م,م
75,OK,م,م
76,OK,م,م
77,INS,,ف
78,INS,,ف
79,INS,,ف
80,DEL,م,
81,SUB,او,واين
82,SUB,ا,الفتاة
83,SUB,ا,التى
84,DEL,ا,
85,DEL,ا,
86,DEL,ا,
87,DEL,ا,
88,DEL,صوتا,
89,DEL,كهذا,
90,OK,لا,لا
91,SUB,يحيله,سحيله
92,OK,هذا,هذا
93,OK,مضحكا,مضحكا
94,INS,,و
95,DEL,فى,
96,OK,نظرها,نظرها
97,OK,واخيرا,واخيرا
98,OK,اشاروا,اشاروا
99,OK,عليه,عليه
100,OK,بان,بان
101,SUB,يستشير,يسستشي
102,SUB,طبيبا,طيبا
103,OK,قالوا,قالوا
104,OK,له,له
105,OK,انه,انه
106,OK,بارع,بارع
107,OK,فى,فى
108,OK,علاج,علاج
109,OK,هذه,هذه
110,OK,الحالات,الحالات
111,OK,فقصد,فقصد
112,OK,اليه,اليه
113,OK,فلما,فلما
114,SUB,جاء,حاء
115,OK,دوره,دوره
116,OK,وقف,وقف
117,OK,امامه,امامه
118,SUB,يقول,قول
119,OK,او,او
120,SUB,يحاول,احاول
121,DEL,ظاهر,
122,DEL,ظاهر,
123,OK,ان,ان
124,INS,,ول
125,INS,,ا
126,INS,,لللللا
127,OK,فقال,فقال
128,SUB,الطبيب,الطبب
129,SUB,ا,ظاهر
130,SUB,ا,اه
131,DEL,ا,
