,operation,one,two
0,OK,عجلتها,عجلتها
1,OK,فى,فى
2,OK,الرمل,الرمل
3,OK,ووقفت,ووقفت
4,OK,حائرة,حائرة
5,OK,واذا,واذا
6,OK,به,به
7,OK,يظهر,يظهر
8,OK,كانما,كانما
9,OK,شق,شق
10,SUB,الارض,ادس
11,OK,وخرج,وخرج
12,OK,منها,منها
13,INS,,ـ
14,OK,كما,كما
15,OK,كان,كان
16,OK,يفعل,يفعل
17,OK,وهو,وهو
18,OK,صبى,صبى
19,OK,وينطرح,وينطرح
20,OK,على,على
21,OK,الارض,الارض
22,OK,بلا,بلا
23,OK,كلام,كلام
24,OK,او,او
25,SUB,سؤال,سوال
26,OK,ولا,ولا
27,OK,يبالى,يبالى
28,OK,ما,ما
29,OK,يصيب,يصيب
30,OK,ثيابه,ثيابه
31,OK,ويجرف,ويجرف
32,OK,الرمل,الرمل
33,OK,بيديه,بيديه
34,SUB,الكبيرتين,الكبيتين
35,OK,ويحمل,ويحمل
36,OK,الحجارة,الحجارة
37,OK,يفعل,يفعل
38,OK,كل,كل
39,OK,ذلك,ذلك
40,OK,ولا,ولا
41,OK,يرفع,يرفع
42,OK,عينه,عينه
43,SUB,الى,الىثم
44,DEL,ثم,
45,OK,يعرفنى,يعرفنى
46,OK,فيتلطف,فيتلطف
47,OK,فى,فى
48,OK,تذكيرى,تذكيرى
49,OK,بنفسه,بنفسه
50,OK,ويتظاهر,ويتظاهر
51,SUB,بنسيان,بنسيا
52,INS,,ا
53,INS,,ن
54,SUB,اسمى,سمى
55,OK,وهو,وهو
56,SUB,منقوش,منهوش
57,SUB,ومحفور,محمور
58,SUB,فى,ى
59,DEL,قلبه,
60,OK,وتنازعه,وتنازعه
61,OK,نفسه,نفسه
62,OK,ان,ان
63,OK,يفضى,يفضى
64,OK,الى,الى
65,OK,بحبه,بحبه
66,SUB,فيشير,فيشي
67,OK,اليه,اليه
68,OK,من,من
69,OK,بعيد,بعيد
70,OK,فى,فى
71,OK,معرض,معرض
72,OK,الكلام,الكلام
73,OK,على,على
74,OK,ذكريات,ذكريات
75,OK,الحداثة,الحداثة
76,OK,ويعرف,ويعرف
77,OK,انى,انى
78,OK,مخطوبة,مخطوبة
79,OK,فيفقد,فيفقد
80,OK,كل,كل
81,OK,امل,امل
82,OK,ولكنه,ولكنه
83,OK,يتجلد,يتجلد
84,SUB,ويتكلف,وتكلف
85,OK,الابتسام,الابتسام
86,OK,ويمضى,ويمضى
87,OK,فى,فى
88,SUB,مؤانستى,موانستى
89,OK,بحديثه,بحديثه
90,OK,كانما,كانما
91,OK,لم,لم
92,OK,ينهد,ينهد
93,OK,ولم,ولم
94,OK,يتقوض,يتقوض
95,OK,بنيانه,بنيانه
96,OK,وهل,وهل
97,OK,انسى,انسى
98,OK,كيف,كيف
99,OK,ثار,ثار
100,OK,وانتفض,وانتفض
101,OK,حين,حين
102,OK,رويت,رويت
103,OK,له,له
104,OK,ما,ما
105,OK,اهاننى,اهاننى
106,OK,به,به
107,OK,زكى,زكى
108,INS,,ا
109,OK,فقد,فقد
110,OK,كانت,كانت
111,OK,وثبته,وثبته
112,OK,تلك,تلك
113,OK,دليلا,دليلا
114,OK,كافيا,كافيا
115,OK,على,على
116,OK,عمق,عمق
117,OK,ما,ما
118,OK,يجن,يجن
119,OK,لى,لى
120,OK,من,من
121,OK,الحب,الحب
122,OK,ومع,ومع
123,OK,ذلك,ذلك
124,SUB,ابت,ات
125,OK,له,له
126,OK,الكياسة,الكياسة
127,OK,والادب,والادب
128,OK,الا,الا
129,OK,ان,ان
130,OK,يكبح,يكبح
131,OK,نفسه,نفسه
132,OK,ويردها,ويردها
133,OK,عن,عن
134,OK,النيل,النيل
135,OK,من,من
136,OK,زكى,زكى
137,OK,مخافة,مخافة
138,OK,ان,ان
139,OK,اكره,اكره
140,OK,ذلك,ذلك
141,OK,منه,منه
142,OK,وظلت,وظلت
143,OK,تناجى,تناجى
144,OK,نفسها,نفسها
145,OK,على,على
146,OK,هذا,هذا
147,OK,النحو,النحو
148,OK,ولا,ولا
149,OK,تكتحل,تكتحل
150,OK,عينها,عينها
151,OK,بغمض,بغمض
152,OK,حتى,حتى
153,OK,كان,كان
154,OK,العصر,العصر
155,OK,فقامت,فقامت
156,OK,ولبست,ولبست
157,OK,ثياب,ثياب
158,OK,الخروج,الخروج
159,SUB,واستقلتها,واستقلت
160,OK,سيارتها,سيارتها
161,SUB,الصغيرة,الصفية
162,OK,الى,الى
163,OK,دكان,دكان
164,OK,مراد,مراد
165,OK,فاقبل,فاقبل
166,OK,عليها,عليها
167,INS,,يرحب
168,INS,,بها
169,INS,,فقالت
170,OK,انت,انت
171,OK,اولى,اولى
172,OK,من,من
173,OK,الغريب,الغريب
174,INS,,ج
175,DEL,يرحب,
176,SUB,بها,فابتسم
177,SUB,فقالت,وقال
178,INS,,لا
179,OK,اه,اه
180,OK,اهو,اهو
181,OK,ذاك,ذاك
182,INS,,٤
183,DEL,فابتسم,
184,SUB,وقال,قالت
185,OK,نعم,نعم
186,OK,اريد,اريد
187,OK,شيئا,شيئا
188,OK,من,من
189,OK,الحرير,الحرير
190,OK,قطعا,قطعا
191,OK,كثيرة,كثيرة
192,OK,الوانها,الوانها
193,OK,شتى,شتى
194,OK,الوقت,الوقت
195,OK,ضيق,ضيق
196,SUB,قالت,فقال
197,OK,الوقت,الوقت
198,OK,لست,لست
199,OK,فاهما,فاهما
200,OK,شيئا,شيئا
201,SUB,فقال,قالت
202,OK,الا,الا
203,SUB,تعرف,تعر
204,INS,,ف
205,DEL,ان,
206,SUB,العروس,انالعروس
207,OK,تحتاج,تحتاج
208,OK,الى,الى
209,OK,ثياب,ثياب
210,OK,كثيرة,كثيرة
211,INS,,فامتقع
212,INS,,لونه
213,INS,,ولكنه
214,INS,,تجلد
215,SUB,قالت,وقال
216,OK,متى,متى
217,OK,ان,ان
218,OK,شاء,شاء
219,SUB,لله,الله
220,INS,,ا
221,OK,لست,لست
222,OK,اطمع,اطمع
223,OK,ان,ان
224,OK,ادعى,ادعى
225,OK,ولكنى,ولكنى
226,DEL,فامتقع,
227,DEL,لونه,
228,DEL,ولكنه,
229,DEL,تجلد,
230,DEL,وقال,
231,OK,اريد,اريد
232,OK,ان,ان
233,OK,احتفل,احتفل
234,OK,بليلة,بليلة
235,OK,الجلوة,الجلوة
236,OK,وبسرورك,وبسرورك
237,OK,فيها,فيها
238,OK,وحدى,وحدى
239,DEL,وحدك,
240,OK,فسالته,فسالته
241,SUB,بخبث,نخث
242,INS,,وحدك
243,INS,,٤
244,INS,,٣٨
