,operation,one,two
0,INS,,دق
1,INS,,فقال
2,INS,,وهو
3,INS,,يضحك
4,OK,اما,اما
5,OK,انا,انا
6,OK,فان,فان
7,OK,ذكراك,ذكراك
8,OK,يقشعر,يقشعر
9,SUB,لها,اها
10,OK,بدنى,بدنى
11,OK,فما,فما
12,OK,استطيع,استطيع
13,OK,ان,ان
14,OK,انسى,انسى
15,DEL,فقال,
16,DEL,وهو,
17,DEL,يضحك,
18,OK,انك,انك
19,OK,صببت,صببت
20,OK,على,على
21,OK,ماء,ماء
22,OK,قربتين,قربتين
23,OK,من,من
24,OK,الماء,الماء
25,OK,فى,فى
26,OK,الشتاء,الشتاء
27,OK,سلطت,سلطت
28,OK,على,على
29,OK,خرطوم,خرطوم
30,OK,الحديقة,الحديقة
31,OK,واطلقت,واطلقت
32,OK,على,على
33,OK,ماءه,ماءه
34,OK,اهذه,اهذه
35,OK,ذكرى,ذكرى
36,OK,تنسى,تنسى
37,INS,,ا
38,OK,الست,الست
39,OK,معذورا,معذورا
40,OK,اذا,اذا
41,OK,ظللت,ظللت
42,OK,متذكرا,متذكرا
43,DEL,مراد,
44,DEL,صحيح,
45,OK,فدنت,فدنت
46,OK,منه,منه
47,OK,وقالت,وقالت
48,OK,بصوت,بصوت
49,OK,خافت,خافت
50,OK,كالهمس,كالهمس
51,INS,,مراد
52,INS,,فقال
53,OK,وكنت,وكنت
54,OK,ظالمة,ظالمة
55,OK,لى,لى
56,SUB,فقال,فقالت
57,OK,كلا,كلا
58,OK,لقد,لقد
59,OK,تذكرت,تذكرت
60,OK,الان,الان
61,OK,فقد,فقد
62,SUB,وضعت,وضع
63,SUB,لى,اى
64,OK,دودة,دودة
65,OK,ميتة,ميتة
66,OK,فى,فى
67,OK,قفاى,قفاى
68,OK,الحق,الحق
69,OK,انك,انك
70,DEL,فقالت,
71,OK,كنت,كنت
72,OK,فظيعا,فظيعا
73,SUB,لا,ل
74,INS,,فاشار
75,INS,,بيده
76,INS,,اشارة
77,INS,,المستنكر
78,OK,لا,لا
79,INS,,ن
80,OK,هذا,هذا
81,OK,كان,كان
82,OK,سوء,سوء
83,OK,تفاهم,تفاهم
84,OK,اعنى,اعنى
85,OK,انى,انى
86,OK,كنت,كنت
87,OK,فرغت,فرغت
88,DEL,فاشار,
89,DEL,بيده,
90,DEL,اشارة,
91,DEL,المستنكر,
92,OK,من,من
93,OK,اللعب,اللعب
94,SUB,بالدودة,نالدودة
95,SUB,وظننت,ظننت
96,OK,انك,انك
97,OK,قد,قد
98,OK,يسرك,يسرك
99,OK,ان,ان
100,OK,تاخذيها,تاخذيها
101,OK,لتلعبى,لتلعبى
102,OK,بها,بها
103,OK,ولكنى,ولكنى
104,OK,اخطات,اخطات
105,OK,فوضعتها,فوضعتها
106,OK,لك,لك
107,OK,فى,فى
108,OK,قفاك,قفاك
109,OK,بدلا,بدلا
110,OK,من,من
