,operation,one,two
0,OK,بى,بى
1,OK,فى,فى
2,OK,غرفتى,غرفتى
3,OK,ولكنى,ولكنى
4,OK,اخرجتهم,اخرجتهم
5,OK,منها,منها
6,OK,بجهد,بجهد
7,OK,فانى,فانى
8,DEL,العقد,
9,DEL,الضائع,
10,OK,مستعد,مستعد
11,OK,ان,ان
12,OK,احتمل,احتمل
13,OK,كل,كل
14,OK,شىء,شىء
15,OK,الا,الا
16,OK,ان,ان
17,OK,يحيط,يحيط
18,OK,بى,بى
19,SUB,هؤلاء,هولاء
20,OK,الصائحون,الصائحون
21,OK,الصاخبون,الصاخبون
22,OK,وانا,وانا
23,SUB,البس,الهس
24,OK,على,على
25,OK,انى,انى
26,OK,اسرعت,اسرعت
27,OK,وعجلت,وعجلت
28,OK,لاتقى,لاتقى
29,OK,شر,شر
30,OK,هجومهم,هجومهم
31,OK,على,على
32,OK,كرة,كرة
33,OK,اخرى,اخرى
34,OK,وكانت,وكانت
35,OK,ساقى,ساقى
36,OK,لا,لا
37,OK,تزال,تزال
38,OK,احسها,احسها
39,SUB,ثقيلة,تقيلة
40,OK,مما,مما
41,OK,اصابها,اصابها
42,OK,فى,فى
43,OK,السويس,السويس
44,OK,وهاضها,وهاضها
45,OK,وان,وان
46,OK,كانت,كانت
47,OK,لا,لا
48,SUB,تؤلمنى,تولمنى
49,OK,فلما,فلما
50,OK,صرت,صرت
51,OK,اليهم,اليهم
52,DEL,الا,
53,DEL,تزال,
54,DEL,تؤلمك,
55,OK,فى,فى
56,OK,الردهة,الردهة
57,OK,وقفت,وقفت
58,OK,هنيهة,هنيهة
59,OK,ادعكها,ادعكها
60,OK,بكفى,بكفى
61,OK,لالينها,لالينها
62,OK,فسالتنى,فسالتنى
63,OK,اختى,اختى
64,INS,,الا
65,INS,,تزال
66,INS,,تولمك
67,INS,,قلت
68,OK,كلا,كلا
69,OK,لا,لا
70,OK,الم,الم
71,OK,ولكنى,ولكنى
72,OK,احسها,احسها
73,OK,ثقيلة,ثقيلة
74,SUB,قلت,فقال
75,INS,,ابن
76,INS,,عمى
77,OK,كلك,كلك
78,OK,ثقيل,ثقيل
79,OK,يا,يا
80,OK,اخى,اخى
81,OK,تعال,تعال
82,SUB,فقال,فقلت
83,DEL,ابن,
84,DEL,عمى,
85,OK,ولكنى,ولكنى
86,OK,حقيقة,حقيقة
87,OK,اشعر,اشعر
88,OK,انها,انها
89,OK,اثقل,اثقل
90,OK,مما,مما
91,OK,كانت,كانت
92,SUB,امس,امسى
93,SUB,فقلت,فقالت
94,INS,,اختى
95,OK,طبيعى,طبيعى
96,OK,هذا,هذا
97,OK,من,من
98,OK,الجهد,الجهد
99,OK,الذى,الذى
100,OK,تكلفته,تكلفته
101,OK,اليوم,اليوم
102,OK,فى,فى
103,OK,البحث,البحث
104,DEL,فقالت,
105,DEL,اختى,
106,OK,فاقتنعت,فاقتنعت
107,OK,ونزلنا,ونزلنا
108,OK,الى,الى
109,SUB,الباب,الساب
110,OK,وكان,وكان
111,OK,ابن,ابن
112,OK,عمى,عمى
113,OK,قد,قد
114,SUB,جاء,حاء
115,OK,بالسيارة,بالسيارة
116,OK,قبل,قبل
117,OK,ذلك,ذلك
118,OK,وتركها,وتركها
119,OK,امام,امام
120,OK,الباب,الباب
121,SUB,فجلست,فحلست
122,OK,اختى,اختى
123,OK,ومعها,ومعها
124,OK,حسن,حسن
125,OK,على,على
126,OK,المقعد,المقعد
127,OK,الخلفى,الخلفى
128,OK,واتخذ,واتخذ
129,OK,احمد,احمد
130,OK,مكان,مكان
131,OK,القيادة,القيادة
132,DEL,لعل,
133,DEL,درس,
134,DEL,الامس,
135,DEL,نفعك,
136,DEL,فلا,
137,DEL,تكرر,
138,SUB,وقلت,قلت
139,OK,له,له
140,OK,وانا,وانا
141,OK,افتح,افتح
142,OK,الباب,الباب
143,OK,الاخر,الاخر
144,OK,لاجلس,لاجلس
