,operation,one,two
0,DEL,عنه,
1,OK,وتناول,وتناول
2,OK,سعيد,سعيد
3,SUB,الكاس,الكا
4,INS,,س
5,OK,وشرب,وشرب
6,OK,وهو,وهو
7,OK,يحدث,يحدث
8,OK,نفسه,نفسه
9,OK,ان,ان
10,OK,هذا,هذا
11,OK,جنون,جنون
12,OK,وماذا,وماذا
13,OK,يصنع,يصنع
14,OK,بالشقة,بالشقة
15,OK,اما,اما
16,OK,ان,ان
17,OK,امره,امره
18,OK,لغريب,لغريب
19,INS,,٠
20,OK,وهم,وهم
21,OK,بان,بان
22,OK,يدعو,يدعو
23,OK,الرجل,الرجل
24,OK,ويصرفه,ويصرفه
25,OK,عن,عن
26,OK,البحث,البحث
27,OK,ولكنه,ولكنه
28,OK,عدل,عدل
29,OK,وقال,وقال
30,OK,ان,ان
31,OK,الامر,الامر
32,OK,بيدى,بيدى
33,OK,انا,انا
34,OK,لا,لا
35,OK,بيده,بيده
36,OK,فلا,فلا
37,OK,داعى,داعى
38,OK,للعجلة,للعجلة
39,OK,غير,غير
40,OK,انه,انه
41,OK,مع,مع
42,OK,ذلك,ذلك
43,SUB,استثقل,ستثقل
44,OK,ان,ان
45,OK,يدع,يدع
46,OK,الرجل,الرجل
47,OK,يظن,يظن
48,OK,به,به
49,OK,الظنون,الظنون
50,OK,وعاد,وعاد
51,OK,يقول,يقول
52,OK,لنفسه,لنفسه
53,SUB,انه,نه
54,OK,رجل,رجل
55,OK,لا,لا
56,OK,قيمة,قيمة
57,OK,له,له
58,OK,ولا,ولا
59,OK,لظنونه,لظنونه
60,OK,فليظن,فليظن
61,OK,ما,ما
62,OK,شاء,شاء
63,OK,ولكن,ولكن
64,OK,حملته,حملته
65,OK,على,على
66,OK,نفسه,نفسه
67,OK,لم,لم
68,OK,تفتر,تفتر
69,OK,وكان,وكان
70,OK,الليل,الليل
71,OK,قد,قد
72,OK,اظلم,اظلم
73,OK,ولم,ولم
74,OK,تبدد,تبدد
75,OK,سواده,سواده
76,OK,المصابيح,المصابيح
77,OK,وكان,وكان
78,OK,هو,هو
79,OK,فى,فى
80,OK,النور,النور
81,OK,فقدرته,فقدرته
82,OK,على,على
83,OK,رؤية,رؤية
84,OK,الشارع,الشارع
85,OK,محدودة,محدودة
86,OK,فصارت,فصارت
87,OK,الفتيات,الفتيات
88,OK,كالاشباح,كالاشباح
89,OK,واتسع,واتسع
90,OK,المجال,المجال
91,OK,بذلك,بذلك
92,OK,للخيال,للخيال
93,OK,فالدميمة,فالدميمة
94,OK,منهن,منهن
95,OK,يحيلها,يحيلها
96,SUB,الخيال,الحيال
97,OK,فاتنة,فاتنة
98,OK,ساحرة,ساحرة
99,OK,وساعدته,وساعدته
100,SUB,الخمر,الحمر
101,OK,على,على
102,OK,اتمام,اتمام
103,OK,الصور,الصور
104,OK,وجلاء,وجلاء
105,OK,غامضها,غامضها
106,OK,وعلاج,وعلاج
107,OK,عيوبها,عيوبها
108,OK,المرئية,المرئية
109,OK,او,او
110,OK,الموهومة,الموهومة
111,OK,وكانت,وكانت
112,OK,الخمر,الخمر
113,OK,قد,قد
114,OK,انعشته,انعشته
115,OK,قليلا,قليلا
116,OK,فكان,فكان
117,OK,ينظر,ينظر
118,OK,ويفكر,ويفكر
119,OK,ويتخيل,ويتخيل
120,OK,بشىء,بشىء
121,OK,من,من
122,OK,الارتياح,الارتياح
123,OK,ولكنه,ولكنه
124,OK,مع,مع
125,OK,ذلك,ذلك
126,OK,احس,احس
127,OK,انه,انه
128,OK,عاجز,عاجز
129,OK,عن,عن
130,OK,احتمال,احتمال
131,OK,كل,كل
132,OK,هذا,هذا
133,OK,الجمال,الجمال
134,OK,وان,وان
135,OK,كان,كان
136,OK,اكثره,اكثره
137,OK,مما,مما
138,OK,رسم,رسم
139,OK,خياله,خياله
140,OK,فنادى,فنادى
141,OK,الجرسون,الجرسون
142,SUB,ونهض,وهض
143,DEL,الكابة,
144,DEL,تجى,
145,DEL,بكره,
146,DEL,يا,
147,DEL,بك,
148,SUB,ولقيه,لقيه
149,OK,ماسح,ماسح
150,OK,الاحذية,الاحذية
151,OK,وهو,وهو
152,OK,على,على
153,OK,الرصيف,الرصيف
154,OK,فساله,فساله
155,INS,,تجى
156,INS,,بكره
157,INS,,يا
158,INS,,يك
159,OK,ولكن,ولكن
160,OK,البك,البك
161,OK,لم,لم
162,OK,تعد,تعد
163,OK,له,له
164,OK,اذن,اذن
165,OK,تستطيع,تستطيع
166,OK,ان,ان
