,operation,one,two
0,OK,السن,السن
1,OK,وادهشها,وادهشها
2,OK,ان,ان
3,OK,يدخل,يدخل
4,OK,عليها,عليها
5,OK,شاب,شاب
6,OK,يناهز,يناهز
7,OK,الثلاثين,الثلاثين
8,INS,,ء
9,OK,وان,وان
10,OK,تعلم,تعلم
11,OK,ان,ان
12,OK,هذا,هذا
13,OK,هو,هو
14,OK,الذى,الذى
15,OK,جاءت,جاءت
16,OK,لتعمل,لتعمل
17,SUB,له,اه
18,OK,ولتنسخ,ولتنسخ
19,OK,ما,ما
20,OK,يشاء,يشاء
21,DEL,قهوة,
22,OK,وقال,وقال
23,OK,برقة,برقة
24,OK,لا,لا
25,OK,تكلف,تكلف
26,SUB,بها,فيها
27,INS,,قهوة
28,INS,,قالت
29,OK,اشكرك,اشكرك
30,OK,فيما,فيما
31,OK,بعد,بعد
32,OK,بماذا,بماذا
33,OK,تامر,تامر
34,INS,,ا
35,SUB,قالت,فقال
36,INS,,وهو
37,INS,,يناولها
38,INS,,ملفا
39,INS,,ضخما
40,OK,فى,فى
41,OK,كم,كم
42,OK,يوم,يوم
43,OK,يمكن,يمكن
44,SUB,الفراغ,المراغ
45,SUB,من,ن
46,SUB,نسخ,نسح
47,OK,هذا,هذا
48,OK,كله,كله
49,DEL,فقال,
50,DEL,وهو,
51,DEL,يناولها,
52,DEL,ملفا,
53,DEL,ضخما,
54,DEL,صعب,
55,SUB,فقلبت,فقلت
56,OK,الاوراق,الاوراق
57,OK,ونظرت,ونظرت
58,OK,فى,فى
59,SUB,الخط,الحط
60,OK,والسطور,والسطور
61,OK,ثم,ثم
62,OK,رفعت,رفعت
63,OK,راسها,راسها
64,OK,اليه,اليه
65,OK,وقالت,وقالت
66,INS,,صعب
67,OK,ان,ان
68,OK,اقول,اقول
69,OK,كم,كم
70,OK,يستغرق,يستغرق
71,OK,ولكن,ولكن
72,OK,بعد,بعد
73,OK,ورقة,ورقة
74,OK,او,او
75,OK,اثنتين,اثنتين
76,OK,استطيع,استطيع
77,INS,,ان
78,OK,احكم,احكم
79,OK,حكما,حكما
80,OK,قريبا,قريبا
81,OK,من,من
82,OK,الصحة,الصحة
83,OK,فهز,فهز
84,OK,راسه,راسه
85,OK,وهو,وهو
86,OK,يبتسم,يبتسم
87,OK,وتحول,وتحول
88,OK,عنها,عنها
89,OK,ثم,ثم
90,OK,خطر,خطر
91,OK,له,له
92,OK,خاطر,خاطر
93,OK,فدار,فدار
94,OK,على,على
95,OK,عقبيه,عقبيه
96,SUB,بسرعة,بسرعه
97,INS,,وسالها
98,OK,يهودية,يهودية
99,DEL,وسالها,
100,DEL,لانى,
101,DEL,شقراء,
102,OK,فابتسمت,فابتسمت
103,OK,وقالت,وقالت
104,OK,وهى,وهى
105,OK,تهز,تهز
106,OK,كتفيها,كتفيها
107,INS,,لانى
108,INS,,شقراء
109,INS,,فقال
110,OK,اذن,اذن
111,OK,انت,انت
112,DEL,فقال,
113,DEL,مسلمة,
114,OK,فاراحته,فاراحته
115,OK,من,من
116,OK,عناء,عناء
117,OK,التخمين,التخمين
118,OK,وقالت,وقالت
119,DEL,انا,
120,DEL,ايضا,
121,SUB,مسلم,مسلمة
122,OK,فقال,فقال
123,OK,وهو,وهو
124,OK,يهز,يهز
125,OK,راسه,راسه
126,OK,بعنف,بعنف
127,INS,,انا
128,INS,,ايضا
129,INS,,مسلم
130,OK,فلم,فلم
131,OK,تقل,تقل
132,OK,شيئا,شيئا
133,OK,واجتزات,واجتزات
134,OK,بالابتسام,بالابتسام
135,OK,وشرعت,وشرعت
136,OK,ترفع,ترفع
137,OK,غطاء,غطاء
138,OK,الرمنجتون,الرمنجتون
139,OK,وتركها,وتركها
140,OK,هو,هو
141,OK,وذهب,وذهب
142,OK,فجلس,فجلس
143,OK,على,على
144,SUB,الكرسىالاخر,الكرسى
145,INS,,الاخر
146,DEL,ثم,
147,OK,راها,راها
148,OK,تتلفت,تتلفت
149,OK,فى,فى
150,OK,الغرفة,الغرفة
151,SUB,فنهضوهز,فتهض
152,INS,,وهز
153,OK,راسه,راسه
154,OK,مستفسرا,مستفسرا
155,INS,,ء
156,INS,,فنهضت
157,INS,,هى
158,INS,,ايضا
159,INS,,وقالت
160,OK,لا,لا
161,OK,تتعب,تتعب
162,OK,نفسك,نفسك
163,OK,اظن,اظن
164,OK,ان,ان
165,OK,فى,فى
166,OK,وسعى,وسعى
167,OK,ان,ان
168,OK,اجد,اجد
169,OK,كرسيا,كرسيا
170,OK,من,من
171,DEL,فنهضت,
172,DEL,هى,
173,DEL,ايضا,
174,DEL,وقالت,
175,SUB,الخيزران,الحيزران
176,OK,فى,فى
177,INS,,فقال
178,INS,,وهو
179,INS,,يعـدو
180,INS,,الى
181,INS,,الباب
182,OK,بالطبع,بالطبع
183,OK,اما,اما
184,OK,انى,انى
185,SUB,لمغفل,لمففل
186,INS,,٠
187,SUB,فقال,وعاد
188,INS,,بالكرسى
189,OK,وهو,وهو
190,SUB,يعدو,يقول
191,SUB,الى,ضاحكا
192,DEL,الباب,
193,OK,لكانما,لكانما
194,OK,كنت,كنت
195,OK,اظن,اظن
196,OK,انك,انك
197,OK,ستجلسين,ستجلسين
198,OK,القرفصاء,القرفصاء
199,DEL,وعاد,
200,DEL,بالكرسى,
201,DEL,وهو,
202,DEL,يقول,
203,DEL,ضاحكا,
204,OK,وتكتبين,وتكتبين
205,OK,على,على
206,OK,حجرك,حجرك
207,DEL,لم,
208,OK,تشهدى,تشهدى
209,OK,ذلك,ذلك
210,OK,العهد,العهد
211,OK,بالطبع,بالطبع
212,OK,لا,لا
213,OK,يمكن,يمكن
214,OK,فانك,فانك
215,OK,ما,ما
216,OK,زلت,زلت
217,DEL,صغيرة,
218,OK,اوه,اوه
219,OK,جدا,جدا
220,OK,ولكن,ولكن
221,OK,اين,اين
222,OK,تعلمت,تعلمت
223,OK,الكتابة,الكتابة
224,OK,على,على
225,OK,هذه,هذه
226,INS,,٢٠٢
