,operation,one,two
0,OK,كثيرا,كثيرا
1,OK,ما,ما
2,OK,اطلب,اطلب
3,OK,العزلة,العزلة
4,OK,والهرب,والهرب
5,OK,من,من
6,OK,الناس,الناس
7,OK,لا,لا
8,OK,لانى,لانى
9,OK,اكرههم,اكرههم
10,OK,او,او
11,OK,انفر,انفر
12,SUB,منهم,مزهم
13,OK,بل,بل
14,OK,ليتسنى,ليتسنى
15,OK,لى,لى
16,OK,ان,ان
17,OK,اخلو,اخلو
18,OK,بنفسى,بنفسى
19,OK,وخواطرى,وخواطرى
20,OK,ولست,ولست
21,OK,اعنى,اعنى
22,OK,انى,انى
23,OK,اشتهى,اشتهى
24,OK,ان,ان
25,OK,اكون,اكون
26,OK,فى,فى
27,OK,مكان,مكان
28,OK,خلاء,خلاء
29,OK,وانما,وانما
30,OK,اعنى,اعنى
31,OK,انه,انه
32,OK,يحلو,يحلو
33,OK,لى,لى
34,OK,احيانا,احيانا
35,OK,ان,ان
36,OK,ارى,ارى
37,OK,ان,ان
38,OK,كل,كل
39,OK,من,من
40,OK,حولى,حولى
41,OK,ممن,ممن
42,OK,لا,لا
43,OK,اعرف,اعرف
44,OK,ولا,ولا
45,OK,ادرى,ادرى
46,OK,كيف,كيف
47,OK,هذا,هذا
48,OK,ولكنه,ولكنه
49,OK,يخيل,يخيل
50,OK,الى,الى
51,SUB,حين,حبن
52,OK,يتفق,يتفق
53,OK,لى,لى
54,OK,ذلك,ذلك
55,OK,انى,انى
56,OK,خلعت,خلعت
57,OK,ثيابى,ثيابى
58,OK,على,على
59,OK,ساحل,ساحل
60,OK,بحر,بحر
61,SUB,ورميت,ورميتنفسى
62,DEL,نفسى,
63,OK,على,على
64,OK,مائه,مائه
65,OK,ورحت,ورحت
66,OK,اسبح,اسبح
67,OK,فيه,فيه
68,OK,واضرب,واضرب
69,OK,بذراعى,بذراعى
70,OK,ورجلى,ورجلى
71,OK,وافعل,وافعل
72,SUB,غير,غي
73,OK,ذلك,ذلك
74,OK,مما,مما
75,OK,يفعل,يفعل
76,OK,السابح,السابح
77,OK,وما,وما
78,OK,اعرف,اعرف
79,OK,من,من
80,OK,السباحة,السباحة
81,OK,شيئا,شيئا
82,SUB,وانى,و
83,INS,,ى
84,OK,لشبيه,لشبيه
85,OK,بابن,بابن
86,OK,الرومى,الرومى
87,OK,الشاعر,الشاعر
88,OK,الذى,الذى
89,OK,يقول,يقول
90,OK,فى,فى
91,OK,بعض,بعض
92,OK,شعره,شعره
93,SUB,وانه,انه
94,SUB,لو,لم
95,INS,,يتعلم
96,INS,,منالسباحة
97,INS,,سوى
98,INS,,الغوص
99,INS,,وانه
100,SUB,القى,لوالقى
101,OK,به,به
102,OK,فى,فى
103,OK,الماء,الماء
104,OK,لسبق,لسبق
105,OK,الحجر,الحجر
106,OK,ولكن,ولكن
107,DEL,الغوص,
108,DEL,انه,
109,DEL,لم,
110,DEL,يتعلم,
111,DEL,من,
112,DEL,السباحة,
113,DEL,سوى,
114,OK,هذه,هذه
115,OK,هى,هى
116,OK,الصورة,الصورة
117,OK,التى,التى
118,OK,ترتسم,ترتسم
119,OK,بذهنى,بذهنى
120,OK,حين,حين
121,OK,ارانى,ارانى
122,OK,فى,فى
123,OK,حشد,حشد
124,SUB,كبير,كبي
125,OK,ممن,ممن
126,OK,لا,لا
127,OK,اعرف,اعرف
128,OK,من,من
129,SUB,الخلق,الحلق
130,INS,,وكثيرا
131,INS,,ما
