,operation,one,two
0,OK,الدكان,الدكان
1,OK,وارتدت,وارتدت
2,OK,اليه,اليه
3,OK,نفاسته,نفاسته
4,OK,ولكنه,ولكنه
5,OK,اراد,اراد
6,OK,ان,ان
7,OK,يلقنها,يلقنها
8,OK,درسا,درسا
9,OK,فاعرض,فاعرض
10,OK,اياما,اياما
11,SUB,وجفاها,وحفاها
12,OK,وانقطع,وانقطع
13,OK,عن,عن
14,OK,زيارتها,زيارتها
15,OK,ولم,ولم
16,OK,يكفه,يكفه
17,OK,ذلك,ذلك
18,OK,بل,بل
19,OK,ارسل,ارسل
20,OK,اليها,اليها
21,OK,خادمة,خادمة
22,OK,من,من
23,OK,عنده,عنده
24,OK,تبلغها,تبلغها
25,OK,تحياته,تحياته
26,OK,وتسالها,وتسالها
27,OK,باسمه,باسمه
28,OK,عن,عن
29,OK,صحتها,صحتها
30,OK,واوصاها,واوصاها
31,OK,ان,ان
32,OK,تخلق,تخلق
33,OK,مناسبة,مناسبة
34,OK,لتقول,لتقول
35,OK,لها,لها
36,SUB,ان,ن
37,OK,سيدها,سيدها
38,OK,يكثر,يكثر
39,OK,فى,فى
40,OK,هذه,هذه
41,OK,الايام,الايام
42,OK,من,من
43,OK,زيارة,زيارة
44,OK,بيت,بيت
45,OK,خالته,خالته
46,OK,وكانت,وكانت
47,SUB,لها,اها
48,OK,بنت,بنت
49,OK,فى,فى
50,OK,مثل,مثل
51,OK,سن,سن
52,OK,جليلة,جليلة
53,INS,,ـ
54,SUB,ليثير,ليثي
55,OK,غيرتها,غيرتها
56,OK,واشفاقها,واشفاقها
57,OK,من,من
58,OK,ان,ان
59,OK,يطير,يطير
60,OK,العصفور,العصفور
61,OK,من,من
62,OK,يدها,يدها
63,OK,فافلح,فافلح
64,OK,ولكن,ولكن
65,OK,فى,فى
66,OK,استثارة,استثارة
67,OK,نقمتها,نقمتها
68,OK,عليه,عليه
69,OK,فقالت,فقالت
70,OK,لنفسها,لنفسها
71,OK,ان,ان
72,OK,رجلا,رجلا
73,OK,يهينها,يهينها
74,OK,ويعرض,ويعرض
75,OK,بها,بها
76,OK,ويرميها,ويرميها
77,OK,بان,بان
78,OK,سلوكها,سلوكها
79,OK,من,من
80,OK,شانه,شانه
81,OK,ان,ان
82,OK,يسىء,يسىء
83,OK,الى,الى
84,OK,سمعته,سمعته
85,OK,وان,وان
86,OK,يضر,يضر
87,OK,بمركزه,بمركزه
88,OK,ثم,ثم
89,OK,لا,لا
90,OK,يجعل,يجعل
91,OK,هذا,هذا
92,OK,بينه,بينه
93,OK,وبينها,وبينها
94,OK,بل,بل
95,OK,يفضىبه,يفضىبه
96,OK,الى,الى
97,OK,امها,امها
98,DEL,في,
99,DEL,الطريق,
100,OK,ثم,ثم
101,OK,لا,لا
102,OK,يكفيه,يكفيه
103,OK,هذا,هذا
104,OK,بل,بل
105,OK,يجفوها,يجفوها
106,OK,ثم,ثم
107,SUB,يغلو,يفلو
108,OK,فى,فى
109,OK,تعمد,تعمد
110,OK,الاساءة,الاساءة
111,OK,اليها,اليها
112,SUB,فيرسل,فيسل
113,OK,اليها,اليها
114,OK,خادمة,خادمة
115,OK,تبلغها,تبلغها
116,OK,انه,انه
117,OK,انصرف,انصرف
118,OK,عنها,عنها
119,OK,الى,الى
120,OK,سواها,سواها
121,OK,مثل,مثل
122,OK,هذا,هذا
123,OK,الرجل,الرجل
124,OK,خير,خير
125,OK,له,له
126,OK,ولها,ولها
127,OK,ان,ان
128,OK,ينقطع,ينقطع
129,OK,ما,ما
130,OK,بينهما,بينهما
131,OK,على,على
132,OK,انها,انها
133,OK,لم,لم
134,OK,تتعجل,تتعجل
135,OK,وان,وان
136,DEL,كان,
137,SUB,عزمها,كانعزمها
138,OK,قد,قد
139,OK,صح,صح
140,OK,على,على
141,OK,الفراق,الفراق
142,INS,,ـ
143,OK,فقد,فقد
144,OK,كانت,كانت
145,OK,شديدة,شديدة
146,DEL,الثقة,
147,SUB,بنفسها,الثقةبنفسها
148,OK,والاعتداد,والاعتداد
149,SUB,باستقلالها,استقلالها
150,OK,وارادتها,وارادتها
151,OK,الحرة,الحرة
152,OK,فلم,فلم
153,OK,تر,تر
154,OK,ما,ما
155,OK,يدعو,يدعو
156,OK,الى,الى
157,SUB,العجلة,العجلةبعد
158,DEL,بعد,
159,OK,ان,ان
160,OK,انتوت,انتوت
161,OK,ان,ان
162,OK,تفصم,تفصم
163,SUB,العروة,العروه
164,OK,واستوى,واستوى
165,OK,عندها,عندها
166,OK,ان,ان
167,OK,يكون,يكون
168,OK,ذلك,ذلك
169,OK,يوم,يوم
170,OK,انتهت,انتهت
171,OK,الى,الى
172,OK,هذا,هذا
173,OK,العزم,العزم
174,OK,وان,وان
175,OK,يكون,يكون
176,OK,بعده,بعده
177,SUB,بايام,انام
178,OK,او,او
179,SUB,اسابيع,اساسع
180,OK,فقد,فقد
181,OK,كانت,كانت
182,OK,واثقة,واثقة
183,OK,انه,انه
184,OK,ما,ما
185,DEL,من,
186,SUB,شىء,ثىء
187,OK,يستطيع,يستطيع
188,OK,ان,ان
189,OK,يحولها,يحولها
190,OK,عنه,عنه
191,OK,وصار,وصار
192,OK,عجبها,عجبها
193,OK,ان,ان
194,OK,الدكان,الدكان
195,OK,خلا,خلا
196,OK,بسرعة,بسرعة
197,OK,مما,مما
198,OK,كان,كان
199,SUB,يغص,يفص
200,OK,به,به
201,OK,ولم,ولم
202,OK,تكن,تكن
203,OK,تلقى,تلقى
204,OK,فى,فى
205,OK,تلك,تلك
206,OK,الايام,الايام
207,SUB,مرادا,مراداء
208,OK,لانها,لانها
209,OK,ارادت,ارادت
210,OK,ان,ان
211,OK,تختبر,تختبر
212,OK,نفسها,نفسها
213,OK,لتعرف,لتعرف
214,OK,ما,ما
215,OK,تنطوى,تنطوى
216,OK,عليه,عليه
217,OK,له,له
218,OK,فادهشها,فادهشها
219,OK,انها,انها
220,OK,تحس,تحس
221,OK,وحشة,وحشة
222,OK,وانها,وانها
223,OK,تشتهى,تشتهى
224,OK,ان,ان
225,OK,تكون,تكون
226,OK,معه,معه
227,OK,وان,وان
228,OK,تستعيد,تستعيد
229,OK,ما,ما
230,OK,تشعر,تشعر
231,OK,به,به
232,OK,فى,فى
233,OK,مجلسه,مجلسه
234,OK,من,من
235,OK,سكينة,سكينة
236,OK,النفس,النفس
237,OK,واطمئنان,واطمئنان
238,OK,القلب,القلب
239,OK,والرضى,والرضى
240,SUB,الهادئ,الهادىء
241,OK,وزاد,وزاد
242,OK,شوقها,شوقها
243,OK,اليه,اليه
244,OK,انها,انها
245,OK,كتمت,كتمت
246,OK,الامر,الامر
247,OK,كله,كله
248,OK,عن,عن
249,OK,امها,امها
250,INS,,فلم
251,INS,,يكن
252,INS,,هناك
253,INS,,من
254,INS,,تبثه
255,INS,,ما
256,INS,,فى
257,INS,,نفسها
258,OK,ولو,ولو
259,OK,كان,كان
260,OK,مراد,مراد
261,OK,الى,الى
262,OK,جانبها,جانبها
263,OK,لكان,لكان
264,OK,خليقا,خليقا
265,OK,ان,ان
266,OK,يفهم,يفهم
267,INS,,٢٦
