,operation,one,two
0,OK,مرة,مرة
1,OK,ان,ان
2,OK,هذه,هذه
3,OK,الزوجة,الزوجة
4,OK,تعرف,تعرف
5,OK,اين,اين
6,OK,يوجد,يوجد
7,OK,العقد,العقد
8,OK,نعم,نعم
9,OK,هى,هى
10,SUB,خباته,خاته
11,INS,,فصاحت
12,INS,,ده
13,INS,,١
14,OK,الا,الا
15,OK,يمكن,يمكن
16,OK,ان,ان
17,OK,تسكت,تسكت
18,INS,,فقال
19,DEL,ولم,
20,OK,اسكت,اسكت
21,OK,كيف,كيف
22,OK,وانت,وانت
23,OK,تحمليننا,تحمليننا
24,OK,كل,كل
25,OK,هذه,هذه
26,SUB,المشاق,المتساق
27,OK,من,من
28,OK,اجل,اجل
29,OK,خرزات,خرزات
30,INS,,ولم
31,DEL,فقال,
32,OK,يتمها,يتمها
33,OK,فقد,فقد
34,OK,هجنا,هجنا
35,OK,به,به
36,SUB,احتجاجا,احتجاحا
37,OK,على,على
38,OK,وصف,وصف
39,OK,حبات,حبات
40,SUB,اللؤلؤ,اللولو
41,OK,بانها,بانها
42,OK,خرزات,خرزات
43,INS,,ولما
44,INS,,هدات
45,INS,,الضحة
46,INS,,قالت
47,INS,,ا
48,INS,,ختى
49,OK,اسمعوا,اسمعوا
50,OK,انى,انى
51,OK,لم,لم
52,OK,اعد,اعد
53,OK,اطيق,اطيق
54,OK,البقاء,البقاء
55,OK,هذا,هذا
56,OK,النهار,النهار
57,OK,فى,فى
58,DEL,ولما,
59,DEL,هدات,
60,DEL,الضجة,
61,DEL,قالت,
62,DEL,اختى,
63,OK,البيت,البيت
64,OK,فلنذهب,فلنذهب
65,OK,الى,الى
66,OK,اى,اى
67,OK,مكان,مكان
68,OK,اخر,اخر
69,SUB,ولنتغد,ولنتفد
70,OK,هناك,هناك
71,OK,وكان,وكان
72,OK,هذا,هذا
73,OK,اقتراحا,اقتراحا
74,OK,حسنا,حسنا
75,OK,فان,فان
76,OK,بقاءنا,بقاءنا
77,OK,فى,فى
78,SUB,البيت,الهيت
79,OK,كان,كان
80,OK,خليقا,خليقا
81,OK,بان,بان
82,SUB,يغرينا,يغربنا
83,OK,باستئناف,باستئناف
84,OK,البحث,البحث
85,OK,مرة,مرة
86,OK,واخرى,واخرى
87,OK,فنشقى,فنشقى
88,OK,على,على
89,OK,غير,غير
90,OK,جدوى,جدوى
91,OK,فمن,فمن
92,SUB,الخير,الحي
93,OK,ان,ان
94,OK,نخرج,نخرج
95,OK,وان,وان
96,INS,,نقضى
97,SUB,نقضىالنهار,النهار
98,OK,فى,فى
99,OK,مكان,مكان
100,OK,اخر,اخر
101,SUB,ثم,تم
102,OK,نعود,نعود
103,OK,ومن,ومن
104,OK,يدرى,يدرى
105,OK,فقد,فقد
106,SUB,نجد,نحد
107,OK,العقد,العقد
108,OK,تحت,تحت
109,OK,عيوننا,عيوننا
110,OK,حين,حين
111,OK,نعود,نعود
112,OK,كما,كما
113,OK,يحدث,يحدث
114,OK,كثيرا,كثيرا
115,OK,وما,وما
116,OK,زلت,زلت
117,OK,اذكر,اذكر
118,OK,كيف,كيف
119,OK,كنت,كنت
120,SUB,ابحث,ايحث
121,SUB,مرة,مره
122,OK,عن,عن
123,OK,قلمى,قلمى
124,OK,وكانت,وكانت
125,OK,اختى,اختى
126,OK,معى,معى
127,OK,فلما,فلما
128,SUB,تعبنا,تعسنا
129,SUB,جلسنا,حلسنا
130,OK,على,على
131,OK,الكراسى,الكراسى
132,OK,وهممت,وهممت
133,OK,بان,بان
134,OK,اخرج,اخرج
135,OK,سيجارة,سيجارة
136,OK,واذا,واذا
137,OK,بالقلم,بالقلم
138,OK,بين,بين
139,SUB,اصابعى,اصارمى
140,INS,,٠٠
141,OK,ومن,ومن
142,OK,الغريب,الغريب
143,OK,ان,ان
144,OK,اختى,اختى
145,SUB,لم,له
146,OK,تره,تره
147,OK,فى,فى
148,OK,يدى,يدى
149,OK,كما,كما
150,OK,لم,لم
151,SUB,اره,ادره
152,OK,وقد,وقد
153,OK,ذكرت,ذكرت
154,OK,اختى,اختى
155,OK,بهذه,بهذه
156,OK,الحكاية,الحكاية
157,OK,او,او
158,OK,الحادثة,الحادثة
159,SUB,وفى,وف
160,OK,مرجوى,مرجوى
161,OK,ان,ان
162,OK,ابعث,ابعث
163,OK,فى,فى
164,OK,نفسها,نفسها
165,OK,الامل,الامل
166,OK,فلا,فلا
167,INS,,تقضى
168,SUB,تقضىالنهار,النهار
169,SUB,يائسة,سائسة
170,OK,وان,وان
171,OK,كانت,كانت
172,OK,تتشجع,تتشجع
173,OK,وتتجلد,وتتجلد
174,OK,ولا,ولا
175,OK,تبدى,تبدى
176,OK,جزعا,جزعا
177,OK,وقمت,وقمت
178,OK,الى,الى
179,OK,حمامى,حمامى
180,OK,على,على
181,OK,حين,حين
182,OK,راح,راح
183,SUB,غيرى,غيى
184,OK,يلبس,يلبس
185,OK,الثياب,الثياب
186,OK,استعدادا,استعدادا
187,OK,للخروج,للخروج
188,OK,وكان,وكان
189,SUB,طبيعيا,طيعيا
190,OK,ان,ان
191,OK,يفرغوا,يفرغوا
192,OK,من,من
193,SUB,شانهم,نسانهم
194,OK,قبلى,قبلى
195,OK,وان,وان
196,OK,يستبطئونى,يستبطئونى
197,OK,فانى,فانى
198,OK,انا,انا
199,OK,فى,فى
200,OK,حركة,حركة
201,OK,دائمة,دائمة
202,OK,فى,فى
203,OK,الحمام,الحمام
204,INS,,ء
205,OK,وهم,وهم
206,OK,لا,لا
207,OK,يصنعون,يصنعون
208,SUB,شيئا,شينا
209,OK,بعد,بعد
210,OK,ان,ان
211,OK,لبسوا,لبسوا
212,OK,الثياب,الثياب
213,OK,ووقفوا,ووقفوا
214,OK,ينتظرون,ينتظرون
215,OK,وليس,وليس
216,OK,اشد,اشد
217,OK,على,على
218,OK,المضطرب,المضطرب
219,OK,القلق,القلق
220,OK,من,من
221,OK,الانتظار,الانتظار
222,OK,فاقبلوا,فاقبلوا
223,OK,على,على
224,OK,باب,باب
225,OK,الحمام,الحمام
226,OK,يدقون,يدقون
227,OK,عليه,عليه
228,OK,بايديهم,بايديهم
229,SUB,وينقرون,وينهرون
230,SUB,باصابعهم,اصابعهم
231,OK,ويدعوننى,ويدعوننى
232,OK,ان,ان
233,OK,اسرع,اسرع
234,SUB,واخيرا,واخيا
235,OK,خرجت,خرجت
236,OK,فما,فما
237,OK,يمكن,يمكن
238,OK,ان,ان
239,OK,تكون,تكون
240,OK,لمستحم,لمستحم
241,OK,راحة,راحة
242,OK,او,او
243,OK,لذة,لذة
244,OK,وعلى,وعلى
245,OK,بابه,بابه
246,OK,من,من
247,OK,يصيحون,يصيحون
248,OK,به,به
249,OK,ويسمعونه,ويسمعونه
250,OK,ما,ما
251,OK,يكره,يكره
252,OK,فلحقوا,فلحقوا
253,INS,,د
254,INS,,ر
