,operation,one,two
0,INS,,١٤٧
1,OK,وعاد,وعاد
2,SUB,على,عل
3,OK,امراته,امراته
4,OK,بذلك,بذلك
5,OK,يمنحها,يمنحها
6,OK,اخلص,اخلص
7,OK,الحب,الحب
8,SUB,ويثني,ويثي
9,OK,عليها,عليها
10,OK,اجمل,اجمل
11,OK,الثناء,الثناء
12,OK,واما,واما
13,SUB,سليم,سلم
14,OK,فاقام,فاقام
15,SUB,في,فى
16,OK,مدينته,مدينته
17,OK,الاولى,الاولى
18,OK,لم,لم
19,OK,يبرحها,يبرحها
20,SUB,وعلى,وعل
21,OK,عمله,عمله
22,OK,الاول,الاول
23,OK,لم,لم
24,OK,يغيره,يغيره
25,SUB,وعلى,وعل
26,OK,عادته,عادته
27,OK,القديمة,القديمة
28,OK,لم,لم
29,OK,يبدل,يبدل
30,OK,منها,منها
31,OK,شيئا,شيئا
32,OK,فكان,فكان
33,OK,كل,كل
34,OK,شيء,شيء
35,OK,يتجدد,يتجدد
36,OK,من,من
37,OK,حوله,حوله
38,OK,وهو,وهو
39,SUB,مقيم,مقيه
40,SUB,على,عل
41,OK,قدمه,قدمه
42,OK,يكره,يكره
43,OK,التطور,التطور
44,OK,وينفر,وينفر
45,OK,من,من
46,OK,التجديد,التجديد
47,OK,ولم,ولم
48,OK,يكن,يكن
49,OK,له,له
50,OK,حظ,حظ
51,OK,من,من
52,OK,طموح,طموح
53,OK,ولا,ولا
54,OK,امل,امل
55,SUB,في,فى
56,SUB,رقي,رفى
57,INS,,رضى
58,SUB,رضيبما,بما
59,SUB,قسم,ق
60,SUB,لله,الله
61,OK,له,له
62,OK,وراى,وراى
63,OK,انه,انه
64,OK,ابعد,ابعد
65,OK,اماده,اماده
66,OK,واخر,واخر
67,OK,غاياته,غاياته
68,OK,فاطمان,فاطمان
69,OK,الى,الى
70,SUB,نهاره,هاره
71,OK,وليله,وليله
72,OK,والى,والى
73,OK,ما,ما
74,SUB,يلقى,يلى
75,SUB,في,فى
76,OK,نهاره,نهاره
77,OK,وليله,وليله
78,OK,من,من
79,OK,حوادث,حوادث
80,OK,الحياة,الحياة
81,OK,وشغل,وشغل
82,OK,بما,بما
83,OK,كان,كان
84,SUB,يلقى,يلق
85,SUB,من,ن
86,SUB,زوجتيه,زوتي
87,OK,من,من
88,OK,شر,شر
89,SUB,وضر,ور
90,OK,وكان,وكان
91,OK,اذا,اذا
92,OK,ضاق,ضاق
93,OK,بالحياة,بالحياة
94,OK,او,او
95,OK,ضاقت,ضاقت
96,OK,الحياة,الحياة
97,OK,به,به
98,SUB,في,فى
99,OK,مدينته,مدينته
100,OK,عمد,عمد
101,OK,الى,الى
102,OK,صديقه,صديقه
103,OK,واخيه,واخيه
104,OK,يزوره,يزوره
105,SUB,يقضي,يقضى
106,OK,عنده,عنده
107,OK,الايام,الايام
108,OK,وقد,وقد
109,SUB,يقضي,يقضى
110,OK,عنده,عنده
111,SUB,الاسابيع,الاسادرع
112,OK,يجد,يجد
113,SUB,في,فى
114,OK,ذلك,ذلك
115,OK,السعادة,السعادة
116,OK,والراحة,والراحة
117,OK,والرضا,والرضا
118,SUB,وتجد,وبجد
119,OK,الاسرة,الاسرة
120,SUB,في,فى
121,OK,مقامه,مقامه
122,OK,عندها,عندها
123,OK,سعادة,سعادة
124,OK,وراحة,وراحة
125,OK,ورضا,ورضا
126,OK,ايضا,ايضا
127,OK,فقد,فقد
128,OK,كان,كان
129,OK,كثير,كثير
130,OK,العبث,العبث
131,OK,باخيه,باخيه
132,OK,وابناء,وابناء
133,OK,اخيه,اخيه
134,OK,يتندر,يتندر
135,SUB,على,عل
136,OK,هذا,هذا
137,OK,الترف,الترف
138,SUB,الذي,الذى
139,OK,يتكلفونه,يتكلفونه
140,OK,فقد,فقد
141,OK,كان,كان
142,OK,يرى,يرى
143,OK,كل,كل
144,SUB,شيء,شء
145,SUB,عندهم,عنده
146,DEL,تكلفا,
147,OK,ويسخر,ويسخر
148,OK,من,من
149,OK,هذه,هذه
150,OK,المكانة,المكانة
151,SUB,التي,التى
152,OK,يرفعون,يرفعون
153,SUB,اليها,الها
154,OK,انفسهم,انفسهم
155,SUB,وهم,وه
156,OK,ابناء,ابناء
157,OK,ذلك,ذلك
158,OK,الشيخ,الشيخ
159,SUB,الذي,الذى
160,OK,انفق,انفق
161,OK,حياته,حياته
162,SUB,في,فى
163,SUB,تجارة,نجارة
164,OK,انتهت,انتهت
165,OK,الى,الى
166,OK,كساد,كساد
167,SUB,وفي,وفى
168,OK,صلاح,صلاح
169,OK,كاد,كاد
170,SUB,ينتهي,ينى
171,OK,الى,الى
172,OK,فساد,فساد
173,OK,يجلس,يجلس
174,OK,الى,الى
175,SUB,مائدتهم,مائدهم
176,SUB,تلك,تلاث
177,OK,المرتفعة,المرتفعة
178,OK,قد,قد
179,OK,صفت,صفت
180,SUB,حولها,حوها
181,SUB,الكراسي,الكراسى
182,OK,فلا,فلا
183,OK,يملك,يملك
184,OK,نفسه,نفسه
185,DEL,الا,
186,OK,ان,ان
187,OK,يغرق,يغرق
188,SUB,في,فى
189,OK,الضحك,الضحك
190,OK,وان,وان
191,OK,يذكر,يذكر
192,OK,خالدا,خالدا
193,OK,بايامه,بايامه
194,OK,تلك,تلك
195,OK,القريبة,القريبة
196,OK,وايام,وايام
197,OK,ابيه,ابيه
198,OK,حين,حين
199,OK,كانوا,كانوا
200,OK,يجلسون,يجلسون
201,OK,الى,الى
202,OK,طعامهم,طعامهم
203,INS,,مبر
204,SUB,متربعين,بعين
