,operation,one,two
0,INS,,١٢٦
1,OK,احست,احست
2,INS,,م
3,SUB,منها,مها
4,OK,استسلاما,استسلاما
5,SUB,للراحة,اراحة
6,OK,او,او
7,OK,اذعانا,اذعانا
8,SUB,لشيء,لشى
9,INS,,ء
10,OK,يشبه,يشبه
11,OK,النوم,النوم
12,OK,استلقت,استلقت
13,SUB,هي,هى
14,OK,على,على
15,SUB,وسادتها,وسادها
16,OK,فنامت,فنامت
17,OK,احدى,احدى
18,OK,عينيها,عينيها
19,OK,وظلت,وظلت
20,OK,الاخرى,الاخرى
21,OK,مستيقظة,مستيقظة
22,OK,لحراسة,لحراسة
23,SUB,سيدتها,سيدها
24,OK,من,من
25,OK,هذا,هذا
26,OK,الطائف,الطائف
27,OK,المزعج,المزعج
28,SUB,الذي,الذى
29,OK,كان,كان
30,SUB,يلم,يل
31,SUB,بها,جها
32,OK,كلما,كلما
33,OK,اطمانت,اطمانت
34,OK,او,او
35,OK,كادت,كادت
36,OK,تطمئن,تطمئن
37,OK,الى,الى
38,SUB,النعاس,النماس
39,SUB,وقد,وهد
40,OK,عاشت,عاشت
41,SUB,نفيسة,ممسة
42,OK,ما,ما
43,OK,شاء,شاء
44,SUB,لله,الله
45,SUB,لها,ها
46,OK,ان,ان
47,SUB,تعيش,تعمت
48,INS,,ن
49,SUB,وعمرت,ورت
50,SUB,ما,م
51,OK,اذن,اذن
52,SUB,لله,الله
53,SUB,لها,ها
54,OK,ان,ان
55,OK,تعمر,تعمر
56,OK,دون,دون
57,OK,ان,ان
58,SUB,تطمئن,تطمثن
59,OK,الى,الى
60,OK,النوم,النوم
61,OK,ليلة,ليلة
62,OK,كاملة,كاملة
63,SUB,انما,اتما
64,OK,كانت,كانت
65,SUB,تهب,سب
66,SUB,من,ن
67,SUB,نومها,نوهها
68,OK,اثناء,اثناء
69,SUB,الليل,الايل
70,OK,فزعة,فزعة
71,OK,جزعة,جزعة
72,SUB,لانها,لامها
73,OK,رات,رات
74,OK,امها,امها
75,OK,او,او
76,OK,اباها,اباها
77,OK,وسمعتهما,وسمعتهما
78,OK,يلقيان,يلقيان
79,SUB,اليها,المها
80,OK,هذا,هذا
81,OK,الامر,الامر
82,OK,دائما,دائما
83,SUB,قولي,قولى
84,INS,,ف
85,DEL,لهم,
86,OK,يدفنوها,يدفنوها
87,SUB,معي,م
88,OK,فانا,فانا
89,SUB,اليها,الها
90,SUB,مشوق,مشوى
91,SUB,وقد,وهد
92,SUB,وعدتها,وعديا
93,OK,بذلك,بذلك
94,OK,قبل,قبل
95,OK,ان,ان
96,OK,اموت,اموت
97,OK,او,او
98,SUB,قولي,قولى
99,INS,,ف
100,DEL,لهم,
101,SUB,يدفنوني,يدفنون
102,OK,معه,معه
103,OK,فانا,فانا
104,OK,اليه,اليه
105,SUB,مشوقة,مشوفه
106,SUB,وقد,وهد
107,SUB,وعدني,وعدى
108,OK,بذلك,بذلك
109,OK,قبل,قبل
110,OK,ان,ان
111,OK,يموت,يموت
112,OK,وكثيرا,وكثيرا
113,OK,ما,ما
114,SUB,رئيت,رثيت
115,OK,شفتاها,شفتاها
116,OK,اثناء,اثناء
117,SUB,النهار,البار
118,OK,تتحركان,تتحركان
119,OK,دون,دون
120,OK,ان,ان
121,OK,يصدر,يصدر
122,OK,عنهما,عنهما
123,OK,صوت,صوت
124,SUB,فلم,فلي
125,OK,يشك,يشك
126,OK,من,من
127,OK,كان,كان
128,SUB,حولها,حيا
129,SUB,في,ف
130,SUB,انها,اا
131,SUB,تردد,دردد
132,OK,هذا,هذا
133,OK,الامر,الامر
134,SUB,الذي,الذى
135,OK,صدر,صدر
136,SUB,اليها,الهيا
137,SUB,من,ون
138,OK,احد,احد
139,SUB,ابويها,ابو
140,INS,,يها
141,OK,اثناء,اثناء
142,OK,الليل,الليل
143,SUB,وقد,وول
144,SUB,قصت,وصت
145,INS,,د
146,SUB,نسيم,سم
147,SUB,بعضهذا,رعضر
148,INS,,هاا
149,SUB,على,عل
150,OK,سيدها,سيدها
151,OK,خالد,خالد
152,SUB,فاستمع,فاست
153,INS,,مع
154,OK,له,له
155,SUB,ثم,تم
156,SUB,انصرف,الصرف
157,OK,عن,عن
158,OK,مولاته,مولاته
