,operation,one,two
0,OK,فكانت,فكانت
1,OK,وحدته,وحدته
2,SUB,نقية,نقسة
3,SUB,حتى,حى
4,OK,من,من
5,OK,التفكير,التفكير
6,SUB,في,فى
7,SUB,الاثم,الام
8,OK,وكانت,وكانت
9,OK,عزلته,عزلته
10,OK,طاهرة,طاهرة
11,SUB,حتى,حى
12,OK,من,من
13,OK,الشعور,الشعور
14,SUB,بان,ان
15,OK,له,له
16,SUB,غرائز,رائز
17,SUB,يجب,مجت
18,OK,ان,ان
19,OK,ترضى,ترضى
20,OK,وقد,وقد
21,SUB,هم,ه
22,OK,ان,ان
23,OK,يستانف,يستانف
24,OK,حياته,حياته
25,OK,الاولى,الاولى
26,OK,فيختلف,فيختلف
27,OK,الى,الى
28,OK,المساجد,المساجد
29,OK,ويتبع,ويتبع
30,OK,حلقات,حلقات
31,OK,الذكر,الذكر
32,OK,ويواظب,ويواظب
33,SUB,على,ملى
34,SUB,مجالس,مجالسى
35,OK,الوعظ,الوعظ
36,OK,ولكنه,ولكنه
37,SUB,لم,لمم
38,OK,يجد,يجد
39,OK,من,من
40,OK,نفسه,نفسه
41,OK,نشاطا,نشاطا
42,OK,الى,الى
43,OK,هذه,هذه
44,OK,الحياة,الحياة
45,SUB,وانما,واما
46,SUB,وجد,وبم
47,OK,من,من
48,OK,نفسه,نفسه
49,OK,شوقا,شوقا
50,OK,الى,الى
51,SUB,عمل,عل
52,OK,احسن,احسن
53,OK,غناء,غناء
54,OK,واقرب,واقرب
55,OK,نفعا,نفعا
56,OK,من,من
57,OK,هذه,هذه
58,OK,الحياة,الحياة
59,OK,المشردة,المشردة
60,OK,وقد,وقد
61,SUB,القي,الو
62,SUB,في,فى
63,OK,روعه,روعه
64,OK,ان,ان
65,OK,التقرب,التقرب
66,OK,الى,الى
67,SUB,لله,الله
68,OK,لا,لا
69,OK,يكون,يكون
70,OK,بالاختلاف,بالاختلاف
71,OK,الى,الى
72,OK,هذه,هذه
73,OK,المساجد,المساجد
74,OK,والحلقات,والحلقات
75,OK,ومجالس,ومجالس
76,OK,الدرس,الدرس
77,SUB,والوعظ,وااوعظ
78,OK,فحسب,فحسب
79,SUB,وانما,واما
80,SUB,يمكن,بمكن
81,OK,ان,ان
82,OK,يكون,يكون
83,OK,بان,بان
84,OK,يظل,يظل
85,OK,الانسان,الانسان
86,SUB,على,عل
87,SUB,ذكر,دك
88,INS,,ر
89,SUB,من,ن
90,OK,ربه,ربه
91,SUB,دائما,داتما
92,OK,يذكره,يذكره
93,OK,اذا,اذا
94,OK,خلا,خلا
95,OK,الى,الى
96,OK,نفسه,نفسه
97,SUB,ويذكره,ويذ
98,INS,,كره
99,OK,اذا,اذا
100,SUB,لقي,لى
101,OK,الناس,الناس
102,OK,ويذكره,ويذكره
103,OK,حين,حين
104,OK,يقدم,يقدم
105,SUB,على,عل
106,OK,العمل,العمل
107,OK,او,او
108,OK,يحجم,يحجم
109,OK,عنه,عنه
110,SUB,فتكون,فتحون
111,OK,خشيته,خشيته
112,OK,لله,لله
113,SUB,هي,هى
114,SUB,التي,الى
115,SUB,تحمله,محمله
116,SUB,على,عل
117,OK,الاقدام,الاقدام
118,OK,او,او
119,OK,الاحجام,الاحجام
120,OK,وكان,وكان
121,OK,خالد,خالد
122,SUB,على,كلى
123,SUB,ذكر,ذ
124,INS,,تر
125,OK,من,من
126,OK,ربه,ربه
127,SUB,دائما,دامما
128,SUB,حتى,حى
129,OK,ان,ان
130,OK,ايسر,ايسر
131,OK,انفعالاته,انفعالاته
132,OK,كان,كان
133,SUB,يترجم,يرجم
134,OK,عنه,عنه
135,SUB,بهذه,بهده
136,SUB,الكلمات,الحلمات
137,SUB,التي,اليى
138,SUB,تجري,مجرى
139,OK,بها,بها
140,SUB,السنة,ااسنة
141,OK,الناس,الناس
142,OK,كثيرا,كثيرا
143,OK,ولكنها,ولكنها
144,OK,لا,لا
145,OK,تصدر,تصدر
146,OK,عن,عن
147,INS,,قاو
148,SUB,قلوبها,بها
149,OK,الا,الا
150,OK,قليلا,قليلا
151,SUB,فكان,فحان
152,OK,اذا,اذا
153,OK,انكر,انكر
154,OK,شيئا,شيئا
155,OK,او,او
156,SUB,اسخطه,اطه
157,INS,,مى
158,SUB,شيء,ء
159,DEL,شجرة,
160,DEL,البؤس,
161,SUB,قال,وال
162,OK,سبحان,سبحان
163,SUB,لله,الله
164,OK,واذا,واذا
165,SUB,رضيعن,رضى
166,INS,,عن
167,INS,,قى
168,DEL,شيء,
169,OK,او,او
170,OK,سره,سره
171,INS,,تى
172,SUB,شيء,ء
173,OK,قال,قال
174,OK,الحمد,الحمد
175,OK,لله,لله
176,OK,واذا,واذا
177,OK,اعظمه,اعظمه
178,OK,امر,امر
179,SUB,يسر,بسر
180,OK,او,او
181,OK,يسوء,يسوء
182,OK,قال,قال
183,SUB,لله,الله
184,OK,اكبر,اكبر
185,OK,واذا,واذا
186,SUB,احس,احه
187,INS,,ل
188,OK,من,من
189,OK,حوله,حوله
190,OK,شرا,شرا
191,OK,يدنو,يدنو
192,SUB,منه,نه
193,OK,او,او
194,OK,يبعد,يبعد
195,OK,عنه,عنه
196,OK,قال,قال
197,OK,لا,لا
198,OK,اله,اله
199,OK,الا,الا
200,SUB,لله,الله
201,OK,وكان,وكان
202,OK,الناس,الناس
203,OK,يحبون,يحبون
204,OK,خالدا,خالدا
205,SUB,في,فى
206,OK,المدينة,المدينة
207,INS,,و
208,SUB,ويعجبون,يعجرول
209,OK,به,به
210,OK,ويودون,ويودون
211,OK,لو,لو
212,OK,ان,ان
213,OK,اباه,اباه
214,OK,ترك,ترك
215,OK,له,له
216,SUB,تجارته,بجارته
217,SUB,وفرغ,وفرع
218,OK,هو,هو
219,OK,لما,لما
220,OK,يعنيه,يعنيه
221,OK,من,من
222,SUB,امر,ر
223,OK,دنياه,دنياه
224,OK,وامر,وامر
225,OK,دينه,دينه
226,OK,ولكن,ولكن
227,OK,اباه,اباه
228,OK,كان,كان
229,OK,شديد,شديد
230,OK,النشاط,النشاط
231,OK,لم,لم
232,OK,يشعر,يشعر
233,OK,بعد,بعد
234,OK,بالضعف,بالضعف
235,OK,ولم,ولم
236,OK,يحتج,يحتج
237,OK,بعد,بعد
238,OK,الى,الى
239,OK,الراحة,الراحة
240,SUB,وهم,وه
241,OK,خالد,خالد
242,OK,ان,ان
243,OK,يعين,يعين
244,OK,اباه,اباه
245,SUB,على,عل
246,SUB,تجارته,جارته
247,SUB,فلم,فلر
248,SUB,ير,لر
249,SUB,من,م
250,OK,ابيه,ابيه
251,OK,ابتهاجا,ابتهاجا
252,OK,بهذا,بهذا
253,OK,العون,العون
254,OK,ولم,ولم
255,OK,ير,ير
256,OK,من,من
257,SUB,نفسه,فسه
258,OK,ميلا,ميلا
259,OK,الى,الى
260,OK,التجارة,التجارة
261,OK,وكان,وكان
262,OK,له,له
263,OK,ابن,ابن
264,DEL,عم,
265,DEL,لم,
266,OK,نتحدث,نتحدث
267,OK,عنه,عنه
268,OK,الى,الى
269,OK,الان,الان
270,OK,ويظهر,ويظهر
271,OK,اننا,اننا
272,SUB,سنكثر,سنكتر
273,OK,الحديث,الحديث
274,OK,عنه,عنه
275,OK,منذ,منذ
