,operation,one,two
0,INS,,١٩
1,OK,عليك,عليك
2,OK,الشيخ,الشيخ
3,OK,هذه,هذه
4,OK,الاية,الاية
5,SUB,في,فى
6,OK,احلامك,احلامك
7,OK,فاينا,فاينا
8,OK,يقدر,يقدر
9,SUB,على,عل
10,OK,ان,ان
11,OK,يخالف,يخالف
12,SUB,امر,ا
13,OK,الشيخ,الشيخ
14,OK,واينا,واينا
15,OK,يقدر,يقدر
16,SUB,على,عل
17,OK,ان,ان
18,OK,يختار,يختار
19,OK,لنفسه,لنفسه
20,OK,غير,غير
21,OK,ما,ما
22,OK,اختار,اختار
23,OK,له,له
24,SUB,لله,الله
25,SUB,ثم,م
26,SUB,نهضمن,من
27,OK,فوره,فوره
28,OK,فدخل,فدخل
29,SUB,على,عل
30,OK,اهله,اهله
31,OK,وعاد,وعاد
32,OK,بعد,بعد
33,OK,ساعة,ساعة
34,OK,اشد,اشد
35,OK,ما,ما
36,OK,يكون,يكون
37,OK,سرورا,سرورا
38,OK,وابتهاجا,وابتهاجا
39,SUB,ثم,ابم
40,OK,سال,سال
41,OK,عن,عن
42,OK,ابنه,ابنه
43,OK,فالتمس,فالتمس
44,OK,له,له
45,SUB,في,فى
46,OK,المساجد,المساجد
47,SUB,حتى,حى
48,SUB,جيء,جمى
49,OK,به,به
50,OK,بعد,بعد
51,OK,حين,حين
52,OK,فلما,فلما
53,OK,انباه,انباه
54,OK,النبا,النبا
55,OK,قال,قال
56,INS,,ف
57,SUB,فيشيء,شيء
58,OK,من,من
59,OK,الاستحياء,الاستحياء
60,OK,وما,وما
61,OK,دام,دام
62,OK,شيخنا,شيخنا
63,OK,قد,قد
64,OK,امر,امر
65,OK,بذلك,بذلك
66,OK,فهو,فهو
67,SUB,الخير,الحير
68,OK,ولم,ولم
69,OK,تمض,تمض
70,OK,الا,الا
71,OK,ايام,ايام
72,SUB,حتى,حيى
73,OK,كانت,كانت
74,OK,سفينة,سفينة
75,OK,من,من
76,OK,السفن,السفن
77,OK,تهبط,تهبط
78,OK,بعبد,بعبد
79,OK,الرحمن,الرحمن
80,OK,واصهاره,واصهاره
81,OK,الى,الى
82,OK,القاهرة,القاهرة
83,SUB,ثم,م
84,OK,لم,لم
85,OK,يمض,يمض
86,OK,بعد,بعد
87,OK,ذلك,ذلك
88,OK,الا,الا
89,OK,شهر,شهر
90,OK,او,او
91,OK,اقل,اقل
92,OK,من,من
93,OK,شهر,شهر
94,OK,حتى,حتى
95,OK,كانت,كانت
96,OK,سفينة,سفينة
97,OK,من,من
98,OK,السفن,السفن
99,OK,تصعد,تصعد
100,SUB,بعلي,بعل
101,OK,واسرته,واسرته
102,OK,الى,الى
103,SUB,الاقليم,الاقا
104,OK,وقد,وقد
105,OK,زاد,زاد
106,OK,عددها,عددها
107,SUB,حتى,حى
108,OK,بلغ,بلغ
109,OK,الاربعة,الاربعة
