,operation,one,two
0,DEL,الفصل,
1,DEL,الاول,
2,SUB,فرغ,فرخ
3,OK,الرجلان,الرجلان
4,INS,,من
5,SUB,منصلاة,صلاة
6,OK,العصر,العصر
7,SUB,ومما,وبما
8,OK,تعودا,تعودا
9,SUB,في,فى
10,OK,اعقاب,اعقاب
11,OK,الصلوات,الصلوات
12,OK,من,من
13,OK,تسبيح,تسبيح
14,OK,وتحميد,وتحميد
15,SUB,وتهليل,وبهليل
16,OK,وتكبير,وتكبير
17,OK,ودعاء,ودعاء
18,SUB,ثم,م
19,OK,تحولا,تحولا
20,OK,عن,عن
21,OK,مجلسيهما,مجلسيهما
22,OK,الى,الى
23,OK,مصطبة,مصطبة
24,SUB,في,فى
25,OK,ناحية,ناحية
26,OK,من,من
27,SUB,نواحي,نواحى
28,OK,الحجرة,الحجرة
29,OK,لا,لا
30,OK,تخلو,تخلو
31,OK,من,من
32,OK,ترف,ترف
33,SUB,فهي,فهى
34,OK,لم,لم
35,OK,تتخذ,تتخذ
36,OK,من,من
37,OK,الطين,الطين
38,SUB,واللبن,واللين
39,SUB,وانما,واما
40,OK,اتخذت,اتخذت
41,OK,من,من
42,OK,الاجر,الاجر
43,OK,وفرشت,وفرشت
44,OK,بالرخام,بالرخام
45,OK,والقيت,والقيت
46,OK,عليها,عليها
47,OK,بسط,بسط
48,SUB,ونمارق,ومارق
49,OK,كداب,كداب
50,OK,البيوت,البيوت
51,SUB,التي,الى
52,OK,كان,كان
53,OK,يسكنها,يسكنها
54,OK,المترفون,المترفون
55,OK,من,من
56,OK,التجار,التجار
57,OK,واوساط,واوساط
58,OK,الناس,الناس
59,OK,الذين,الذين
60,OK,كانوا,كانوا
61,OK,يجدون,يجدون
62,OK,شيئا,شيئا
63,OK,من,من
64,SUB,الكبرياء,الكبر
65,INS,,ياء
66,SUB,في,فى
67,OK,تقليد,تقليد
68,OK,السادة,السادة
69,OK,من,من
70,OK,الترك,الترك
71,OK,ولم,ولم
72,OK,يكد,يكد
73,OK,الرجلان,الرجلان
74,OK,ياخذان,ياخذان
75,OK,مجلسيهما,مجلسيهما
76,SUB,حتى,حى
77,OK,اقبل,اقبل
78,SUB,الخادم,الحادم
79,SUB,يحمل,يجمل
80,OK,الى,الى
81,OK,احدهما,احدهما
82,OK,غليونه,غليونه
83,OK,الطويل,الطويل
84,OK,واقبل,واقبل
85,OK,خادم,خادم
86,OK,اخر,اخر
87,OK,من,من
88,OK,ورائه,ورائه
89,OK,يحمل,يحمل
90,OK,اليهما,اليهما
91,OK,القهوة,القهوة
92,OK,وكان,وكان
93,OK,واضحا,واضحا
94,OK,ان,ان
95,OK,احدهما,احدهما
96,OK,وهو,وهو
97,SUB,الذي,الذى
98,OK,حمل,حمل
99,OK,اليه,اليه
100,OK,الغليون,الغليون
101,OK,لم,لم
102,OK,يكن,يكن
103,OK,من,من
104,OK,اهل,اهل
105,OK,الاقليم,الاقليم
106,SUB,وانما,واتما
107,OK,كان,كان
108,OK,من,من
109,OK,اهل,اهل
110,OK,القاهرة,القاهرة
111,OK,قد,قد
112,OK,جاء,جاء
113,OK,الى,الى
114,SUB,الاقليم,الاقلم
115,SUB,زائرا,زاثرا
116,OK,لصاحبه,لصاحبه
117,OK,او,او
118,SUB,زائرا,راثرا
119,OK,وتاجرا,وتاجرا
120,OK,معا,معا
121,OK,وقد,وقد
122,OK,يقبل,يقبل
123,OK,من,من
124,OK,القاهرة,القاهرة
125,OK,الى,الى
126,SUB,الاقليم,الاقلم
127,OK,في,في
128,OK,زيارته,زيارته
129,OK,وتجارته,وتجارته
130,OK,مرة,مرة
131,OK,او,او
132,OK,مرتين,مرتين
133,SUB,في,فى
134,OK,العام,العام
135,SUB,ثم,م
136,OK,شرب,شرب
137,OK,الرجلان,الرجلان
138,SUB,قهوتهما,قهوبهما
139,OK,في,في
140,OK,اناة,اناة
141,OK,وبطء,وبطء
142,OK,لا,لا
143,OK,يقول,يقول
144,OK,احد,احد
145,OK,منهما,منهما
146,OK,لصاحبه,لصاحبه
147,OK,شيئا,شيئا
148,OK,واقبل,واقبل
149,OK,صاحب,صاحب
150,OK,الغليون,الغليون
151,SUB,على,عل
152,OK,تدخينه,تدخينه
153,SUB,واخرج,واسرج
154,OK,الاخر,الاخر
155,OK,من,من
156,OK,جيبه,جيبه
157,OK,علبة,علبة
158,OK,بيضية,بيضية
159,OK,الشكل,الشكل
160,SUB,فامالها,فاماها
161,SUB,على,عل
162,INS,,بعض
163,SUB,بعضاصابعه,اصابعه
164,SUB,ثم,م
165,OK,رفع,رفع
166,OK,اصابعه,اصابعه
167,OK,هذه,هذه
168,SUB,الى,ال
169,OK,انفه,انفه
170,SUB,وتنفس,ونتفس
171,OK,تنفسا,تنفسا
172,OK,عميقا,عميقا
173,SUB,ثم,م
174,OK,رد,رد
175,OK,العلبة,العلبة
176,OK,الى,الى
177,OK,جيبه,جيبه
178,OK,واطرق,واطرق
179,SUB,كانما,كاما
