,operation,one,two
0,INS,,٦٩
1,DEL,من,
2,OK,كان,كان
3,OK,يقبل,يقبل
4,OK,راكبا,راكبا
5,OK,بغلته,بغلته
6,OK,يسعى,يسعى
7,OK,بين,بين
8,OK,يديه,يديه
9,SUB,غلام,غلا
10,INS,,م
11,OK,من,من
12,SUB,غلمانه,غامانه
13,SUB,ومنهم,و
14,SUB,من,ن
15,OK,كان,كان
16,SUB,ياتي,يانى
17,INS,,را
18,SUB,راكبا,كبا
19,OK,عربة,عربة
20,SUB,تجرها,مجرها
21,SUB,الخيول,اليول
22,OK,المطهمة,المطهمة
23,OK,وكان,وكان
24,SUB,مجيء,مجىء
25,OK,هؤلاء,هؤلاء
26,OK,الناس,الناس
27,OK,جميعا,جميعا
28,OK,يثير,يثير
29,SUB,في,فى
30,SUB,نفوس,نموس
31,OK,هذه,هذه
32,SUB,الجماعات,الحماعاتكثيرا
33,DEL,كثيرا,
34,OK,من,من
35,OK,العجب,العجب
36,OK,وكثيرا,وكثيرا
37,OK,من,من
38,OK,الرضا,الرضا
39,INS,,ن
40,SUB,وكثيرا,ولاتا
41,SUB,من,م
42,SUB,الفرح,اجرح
43,OK,ايضا,ايضا
44,OK,ولم,ولم
45,OK,يكن,يكن
46,SUB,بين,بن
47,OK,هؤلاء,هؤلاء
48,INS,,از
49,SUB,الزائرين,ئرين
50,SUB,على,لى
51,OK,اختلاف,اختلاف
52,SUB,طبقاتهم,طيقا
53,INS,,سم
54,SUB,ومراكزهم,ومرا
55,INS,,كزهر
56,OK,زائر,زائر
57,OK,الا,الا
58,OK,طرح,طرح
59,INS,,كبر
60,SUB,كبرياءه,ياءه
61,OK,وطبقته,وطبقته
62,OK,ومركزه,ومركزه
63,OK,عند,عند
64,OK,باب,باب
65,OK,الدار,الدار
66,SUB,ثم,م
67,OK,اقبل,اقبل
68,OK,ساعيا,ساعيا
69,OK,متواضعا,متواضعا
70,SUB,منخفضالراس,منخفض
71,INS,,الراس
72,OK,فاذا,فاذا
73,OK,دنا,دنا
74,OK,من,من
75,OK,الشيخ,الشيخ
76,OK,حياه,حياه
77,SUB,ولثم,وا
78,OK,يده,يده
79,OK,وجلس,وجلس
80,SUB,حيث,حما
81,SUB,يشير,دسدرس
82,SUB,اليه,الىه
83,SUB,الشيخ,ام
84,INS,,وج
85,SUB,ان,الـ
86,SUB,يجلس,جاسى
87,OK,وقليل,وقليل
88,OK,منهم,منهم
89,OK,كان,كان
90,OK,يستطيع,يستطيع
91,OK,ان,ان
92,OK,يبدا,يبدا
93,SUB,الشيخ,الشية
94,SUB,بالحديث,بالحد
95,SUB,وانما,واما
96,OK,كانوا,كانوا
97,SUB,جميعا,حممعا
98,OK,يتخذون,يتخذون
99,OK,مجالسهم,مجالسهم
100,OK,في,في
101,OK,صمت,صمت
102,INS,,و
103,SUB,ويستقرون,يستقرون
104,SUB,فيها,فها
105,OK,لا,لا
106,OK,ياتون,ياتون
107,OK,حركة,حركة
108,OK,ولا,ولا
109,OK,يديرون,يديرون
110,SUB,السنتهم,السنهم
111,SUB,في,فى
112,OK,افواههم,افواههم
113,OK,الا,الا
114,OK,ان,ان
115,SUB,يدعوهم,يدعوه
116,OK,الشيخ,الشيخ
117,SUB,الى,ال
118,INS,,فى
119,DEL,شيء,
120,OK,من,من
121,OK,ذلك,ذلك
122,OK,بما,بما
123,SUB,يلقي,يلى
124,OK,عليهم,عليهم
125,SUB,من,ن
126,OK,سؤال,سؤال
127,OK,او,او
128,OK,يسوق,يسوق
129,OK,اليهم,اليهم
130,OK,من,من
131,OK,حديث,حديث
132,OK,وكانت,وكانت
133,OK,نفس,نفس
134,OK,الشيخ,الشيخ
135,SUB,تصفو,تصمو
136,INS,,ى
137,DEL,في,
138,OK,مجلسه,مجلسه
139,OK,هذا,هذا
140,SUB,للناس,لاناس
141,OK,جميعا,جميعا
142,OK,صفاء,صفاء
143,SUB,ممتازا,متازا
144,OK,يصل,يصل
145,OK,الى,الى
146,OK,قلوبهم,قلوبهم
147,OK,فيملؤها,فيملؤها
148,OK,حبا,حبا
149,OK,واكبارا,واكبارا
150,OK,وكان,وكان
151,OK,صوته,صوته
152,OK,يعذب,يعذب
153,SUB,عذوبة,عذو
154,INS,,ية
155,OK,رائعة,رائعة
156,SUB,تخلب,يخلب
157,OK,اسماع,اسماع
158,OK,الذين,الذين
159,OK,يحيطون,يحيطون
160,OK,به,به
161,OK,ويصغون,ويصغون
162,OK,اليه,اليه
163,OK,وكثيرا,وكثيرا
164,OK,ما,ما
165,OK,كان,كان
166,OK,الشيخ,الشيخ
167,OK,يفاجئهم,يفاجئهم
168,OK,مفاجات,مفاجات
169,OK,تملا,تملا
170,INS,,قاو
171,SUB,قلوبهم,بهم
172,OK,روعة,روعة
173,SUB,وايمانا,وامانا
174,SUB,فهو,فوو
175,OK,يتحدث,يتحدث
176,OK,الى,الى
177,OK,فلان,فلان
178,OK,او,او
179,OK,فلان,فلان
180,OK,من,من
181,OK,جلسائه,جلسائه
182,SUB,في,فى
183,SUB,شئونه,شؤونه
184,SUB,الخاصة,الحاصة
185,OK,او,او
186,SUB,في,فى
187,SUB,الشئون,الشؤون
188,OK,العامة,العامة
189,OK,ولكنه,ولكنه
190,SUB,يقطع,قطع
191,OK,حديثه,حديثه
192,SUB,فجاة,فجاءة
193,OK,ويطرق,ويطرق
194,OK,اطراقة,اطراقة
195,OK,خفيفة,خفيفة
196,DEL,ثم,
197,SUB,يرفع,باع
198,SUB,الى,ال
199,SUB,الناس,الن
200,SUB,وجها,ووا
201,DEL,الفصل,
202,DEL,الحادي,
203,DEL,عشر,
204,DEL,مشرقا,
205,SUB,كانه,قاكانه
206,SUB,القمر,الهمر
207,OK,ويقول,ويقول
208,DEL,في,
209,SUB,صوت,و
210,INS,,و
211,SUB,مرتفع,ر
212,OK,شيئا,شيئا
213,OK,حدثنا,حدثنا
214,OK,فلان,فلان
215,OK,قال,قال
216,OK,حدثنا,حدثنا
217,OK,فلان,فلان
218,SUB,ويمضي,ويمضى
219,OK,بسنده,بسنده
220,OK,متصلا,متصلا
221,SUB,حتى,حى
222,OK,يبلغ,يبلغ
