,operation,one,two
0,INS,,١
1,OK,الى,الى
2,OK,امها,امها
3,OK,فلا,فلا
4,OK,تقابل,تقابل
5,OK,نظرتها,نظرتها
6,OK,تلك,تلك
7,OK,النظرات,النظرات
8,OK,الغافلة,الغافلة
9,OK,الذاهلة,الذاهلة
10,OK,الشاردة,الشاردة
11,SUB,وانما,واى
12,OK,كانت,كانت
13,OK,تقابل,تقابل
14,OK,نظرات,نظرات
15,OK,تفهم,تفهم
16,OK,عنها,عنها
17,OK,وتتحدث,وتتحدث
18,OK,الى,الى
19,OK,قلبها,قلبها
20,OK,حديثا,حديثا
21,OK,تفهمه,تفهمه
22,OK,دون,دون
23,OK,ان,ان
24,OK,يدور,يدور
25,SUB,لسانها,لساها
26,SUB,في,فى
27,SUB,فمها,فها
28,OK,بالكلام,بالكلام
29,OK,القليل,القليل
30,OK,او,او
31,OK,الكثير,الكثير
32,OK,وكان,وكان
33,OK,هذا,هذا
34,OK,الحظ,الحظ
35,OK,الضئيل,الضئيل
36,OK,من,من
37,SUB,الحب,الب
38,SUB,الصامت,ااصا
39,INS,,مت
40,SUB,يغني,يغى
41,OK,هذه,هذه
42,SUB,الفتاة,الفتا
43,INS,,ه
44,OK,وينقع,وينقع
45,OK,ظماها,ظماها
46,OK,الى,الى
47,OK,الحنان,الحنان
48,OK,بعد,بعد
49,OK,ان,ان
50,OK,فقدت,فقدت
51,OK,حنان,حنان
52,OK,خالتها,خالتها
53,OK,وكادت,وكادت
54,OK,تفقد,تفقد
55,OK,حنان,حنان
56,SUB,اخوتها,اخومها
57,OK,الذين,الذين
58,OK,جعلت,جعلت
59,SUB,قلوبهم,قلو
60,INS,,بهم
61,OK,تقسو,تقسو
62,SUB,واكبادهم,واكبادهه
63,OK,تغلظ,تغلظ
64,OK,ونفوسهم,ونفوسهم
65,OK,تجفو,تجفو
66,SUB,وذاكرتهم,وذا
67,INS,,كربم
68,OK,تنسى,تنسى
69,OK,ما,ما
70,OK,قدمت,قدمت
71,OK,اليهم,اليهم
72,SUB,اختهم,اخهم
73,OK,من,من
74,OK,معروف,معروف
75,INS,,ولم
76,INS,,تكن
77,INS,,جلنار
78,SUB,في,فى
79,OK,حاجة,حاجة
80,OK,الى,الى
81,OK,ان,ان
82,OK,تبحث,تبحث
83,OK,عن,عن
84,OK,العلة,العلة
85,SUB,التي,النى
86,OK,اجلت,اجلت
87,OK,زفافها,زفافها
88,OK,الى,الى
89,OK,سالم,سالم
90,SUB,ثم,ام
91,DEL,جلنار,
92,DEL,ولم,
93,DEL,تكن,
94,OK,الغت,الغت
95,OK,امر,امر
96,OK,الزواج,الزواج
97,OK,الغاء,الغاء
98,OK,فقد,فقد
99,OK,كان,كان
100,SUB,يكفي,يكى
101,OK,ان,ان
102,OK,ترى,ترى
103,OK,وجه,وجه
104,OK,امها,امها
105,OK,وان,وان
106,OK,تنظر,تنظر
107,OK,الى,الى
108,OK,وجهها,وجهها
109,SUB,في,فى
110,OK,المراة,المراة
111,OK,فيغنيها,فيغنيها
112,OK,ذلك,ذلك
113,OK,عن,عن
114,OK,كل,كل
115,OK,سؤال,سؤال
116,OK,والواقع,والواقع
117,OK,ان,ان
118,OK,امر,امر
119,OK,سالم,سالم
120,OK,لم,لم
121,OK,يكن,يكن
122,OK,يسيرا,يسيرا
123,OK,ولا,ولا
124,OK,سمحا,سمحا
125,SUB,وانما,وابما
126,OK,كان,كان
127,OK,عسيرا,عسيرا
128,OK,لا,لا
129,OK,يخلو,يخلو
130,OK,من,من
131,OK,تعقيد,تعقيد
132,OK,لقد,لقد
133,OK,نشا,نشا
134,OK,هذا,هذا
135,OK,الفتى,الفتى
136,OK,ساخطا,ساخطا
137,OK,اشد,اشد
138,OK,السخط,السخط
139,OK,يرى,يرى
140,OK,انه,انه
141,OK,تعس,تعس
142,SUB,سيئ,سي
143,OK,الحظ,الحظ
144,OK,لم,لم
145,OK,يكد,يكد
146,OK,يخرج,يخرج
147,DEL,شجرة,
148,DEL,البؤس,
149,OK,من,من
150,OK,صباه,صباه
151,SUB,حتى,حى
152,OK,فقد,فقد
153,OK,امه,امه
154,SUB,وحتى,وحى
155,OK,ذاق,ذاق
156,OK,مرارة,مرارة
157,SUB,اليتم,اليم
158,OK,وعرف,وعرف
159,OK,قسوة,قسوة
160,OK,العلات,العلات
161,SUB,ثم,م
162,OK,لم,لم
163,OK,يكد,يكد
164,OK,يعقل,يعقل
165,SUB,حتى,حى
166,OK,راى,راى
167,OK,نفسه,نفسه
168,OK,يختلف,يختلف
169,OK,الى,الى
170,OK,حذاء,حذاء
171,OK,يعمل,يعمل
172,OK,عنده,عنده
173,SUB,في,فى
174,OK,صناعة,صناعة
175,OK,الاحذية,الاحذية
176,OK,وكان,وكان
177,OK,يرى,يرى
178,OK,ابناء,ابناء
179,OK,عمه,عمه
180,OK,يختلفون,يختلفون
181,OK,الى,الى
182,OK,الكتاب,الكتاب
183,SUB,ثم,ام
184,OK,الى,الى
185,OK,المدارس,المدارس
186,OK,يتخذون,يتخذون
187,OK,هذه,هذه
188,OK,الازياء,الازياء
189,SUB,التي,التى
190,OK,لا,لا
191,OK,تخلو,تخلو
192,OK,من,من
193,OK,ظرف,ظرف
194,OK,وعليهم,وعليهم
195,OK,هذه,هذه
196,OK,الشارة,الشارة
197,SUB,التي,التى
198,OK,لا,لا
199,OK,تخلو,تخلو
200,OK,من,من
201,OK,جمال,جمال
202,OK,وفيهم,وفيهم
203,OK,شيء,شيء
204,OK,من,من
205,OK,انفة,انفة
206,SUB,وكبرياء,وكبر
207,INS,,ياء
208,SUB,يغريهم,يغر
209,INS,,يهم
210,OK,بهما,بهما
211,OK,ما,ما
212,OK,كانوا,كانوا
213,OK,يحسون,يحسون
214,INS,,ى
215,DEL,في,
216,OK,انفسهم,انفسهم
217,OK,من,من
218,OK,امتياز,امتياز
219,OK,فانكر,فانكر
220,OK,الفتى,الفتى
221,OK,نفسه,نفسه
222,SUB,في,فى
223,OK,منزله,منزله
224,OK,بين,بين
225,OK,هاتين,هاتين
226,OK,العلتين,العلتين
227,OK,وانكر,وانكر
228,OK,نفسه,نفسه
229,OK,عند,عند
230,OK,معلمه,معلمه
231,OK,ذلك,ذلك
232,OK,الحذاء,الحذاء
233,OK,صانعا,صانعا
234,OK,للاحذية,للاحذية
235,OK,ممارسا,ممارسا
236,OK,اقدام,اقدام
237,OK,الرجال,الرجال
238,SUB,واقسم,واقسه
239,SUB,فيما,فيا
240,OK,بينه,بينه
241,OK,وبين,وبين
242,OK,نفسه,نفسه
243,OK,ليهجرن,ليهجرن
244,OK,دار,دار
245,OK,ابيه,ابيه
246,SUB,متى,مى
247,OK,استطاع,استطاع
248,OK,وليهجرن,وليهجرن
249,OK,عمل,عمل
250,OK,الحذاء,الحذاء
251,SUB,متى,مى
252,OK,وجد,وجد
253,OK,الى,الى
254,OK,ذلك,ذلك
