,operation,one,two
0,INS,,٩٢
1,OK,ثقة,ثقة
2,OK,واليه,واليه
3,SUB,اطمئنانا,اطمثنانا
4,SUB,ولكنه,لكنه
5,OK,قال,قال
6,OK,له,له
7,OK,ذات,ذات
8,OK,يوم,يوم
9,OK,انك,انك
10,OK,تحفظ,تحفظ
11,OK,ما,ما
12,SUB,تسمع,سمح
13,OK,من,من
14,OK,القران,القران
15,OK,والحديث,والحديث
16,SUB,واني,واى
17,OK,اخشى,اخشى
18,OK,عليك,عليك
19,OK,ان,ان
20,OK,تعيد,تعيد
21,OK,ما,ما
22,OK,تحفظ,تحفظ
23,SUB,فتخطئ,فتخطى
24,SUB,فيه,فبه
25,SUB,فالخير,فاير
26,OK,الا,الا
27,SUB,تطمئن,تطمن
28,OK,الى,الى
29,OK,حفظك,حفظك
30,SUB,حتى,حيى
31,OK,تعيد,تعيد
32,OK,ما,ما
33,OK,حفظت,حفظت
34,SUB,على,عل
35,OK,الذين,الذين
36,OK,يعون,يعون
37,OK,القران,القران
38,INS,,و
39,SUB,ويحسنون,يحسنون
40,SUB,العلم,العل
41,OK,ذلك,ذلك
42,OK,احرى,احرى
43,OK,ان,ان
44,OK,يعصمك,يعصمك
45,OK,من,من
46,OK,خطا,خطا
47,OK,قد,قد
48,OK,تضطر,تضطر
49,OK,اليه,اليه
50,SUB,ولكني,ولكنى
51,OK,لا,لا
52,OK,امن,امن
53,OK,عليك,عليك
54,OK,عواقبه,عواقبه
55,OK,هنالك,هنالك
56,SUB,لجا,بلحا
57,OK,الحاج,الحاج
58,SUB,مسعود,سعود
59,OK,الى,الى
60,OK,شيخ,شيخ
61,OK,من,من
62,SUB,حفاظ,حفال
63,OK,القران,القران
64,OK,فتلا,فتلا
65,OK,عليه,عليه
66,SUB,كتاب,كتا
67,SUB,لله,الله
68,OK,كله,كله
69,OK,مرة,مرة
70,OK,ومرة,ومرة
71,SUB,حتى,حيى
72,OK,استيقن,استيقن
73,OK,انه,انه
74,OK,حافظ,حافظ
75,OK,مجود,مجود
76,SUB,ثم,مم
77,OK,لم,لم
78,SUB,يكن,يتحن
79,DEL,يسمع,
80,SUB,من,معن
81,SUB,الشيخ,الشه
82,OK,حديثا,حديثا
83,OK,يرويه,يرويه
84,OK,عن,عن
85,SUB,النبي,النى
86,SUB,حتى,حى
87,OK,ينتظر,ينتظر
88,SUB,بالشيخ,بالشييخ
89,SUB,ساعة,ساعه
90,OK,يخلو,يخلو
91,OK,فيها,فيها
92,OK,اليه,اليه
93,OK,فاذا,فاذا
94,OK,امكنته,امكنته
95,OK,الفرصة,الفرصة
96,OK,قال,قال
97,OK,للشيخ,للشيخ
98,SUB,وعلى,وعل
99,OK,ثغره,ثغره
100,OK,ابتسامة,ابتسامة
101,OK,تشرق,تشرق
102,OK,عن,عن
103,OK,مثل,مثل
104,SUB,اللؤلؤ,اللاؤاؤ
105,SUB,وفي,وى
