,operation,one,two
0,INS,,١٦٧
1,INS,,اذا
2,OK,دار,دار
3,OK,ابيك,ابيك
4,SUB,الخربة,الجربة
5,OK,المهدمة,المهدمة
6,SUB,فاطعني,فاطعنى
7,OK,وارسل,وارسل
8,SUB,الي,الى
9,OK,جنيها,جنيها
10,SUB,في,فى
11,OK,كل,كل
12,OK,شهر,شهر
13,OK,ادخره,ادخره
14,SUB,لك,الة
15,DEL,حتى,
16,OK,اذا,اذا
17,OK,اجتمعت,اجتمعت
18,SUB,لي,لى
19,OK,عشرون,عشرون
20,OK,او,او
21,OK,ثلاثون,ثلاثون
22,SUB,جنيها,جنيا
23,SUB,اشتريت,اشريت
24,OK,لك,لك
25,OK,قطعة,قطعة
26,INS,,لك
27,INS,,مى
28,INS,,ذا
29,OK,من,من
30,OK,الارض,الارض
31,OK,واتخذت,واتخذت
32,OK,لك,لك
33,OK,فيها,فيها
34,OK,دارا,دارا
35,SUB,اطعني,اطعى
36,OK,وارسل,وارسل
37,SUB,الي,الى
38,OK,جنيها,جنيها
39,SUB,في,فى
40,OK,كل,كل
41,OK,شهر,شهر
42,OK,واحتجز,واحتجز
43,OK,انا,انا
44,OK,جنيها,جنيها
45,SUB,في,فى
46,OK,كل,كل
47,OK,شهر,شهر
48,OK,ايضا,ايضا
49,SUB,ونشتري,ونشترى
50,OK,قطعة,قطعة
51,OK,واسعة,واسعة
52,INS,,ن
53,INS,,احداهما
54,INS,,لك
55,INS,,والاخرى
56,INS,,لى
57,OK,من,من
58,OK,الارض,الارض
59,SUB,نقيم,نقم
60,OK,عليها,عليها
61,OK,دارين,دارين
62,OK,متجاورين,متجاورين
63,DEL,احداهما,
64,DEL,لك,
65,DEL,والاخرى,
66,DEL,لي,
67,OK,فسيتفرق,فسيتفرق
68,OK,ابناؤك,ابناؤك
69,SUB,فيما,قيا
70,OK,ينتظر,ينتظر
71,DEL,لهم,
72,OK,من,من
73,OK,عمل,عمل
74,OK,وسيتفرق,وسيتفرق
75,SUB,ابنائي,ابنانى
76,OK,ايضا,ايضا
77,OK,وسيعود,وسيعود
78,OK,كل,كل
79,OK,منا,منا
80,OK,الى,الى
81,OK,صاحبه,صاحبه
82,INS,,ى
83,DEL,في,
84,OK,الشيخوخة,الشيخوخة
85,SUB,كما,ما
86,OK,كان,كان
87,OK,كل,كل
88,OK,واحد,واحد
89,OK,منا,منا
90,OK,لصاحبه,لصاحبه
91,SUB,في,فى
92,SUB,الشباب,الشبا
93,OK,كان,كان
94,OK,يتحدث,يتحدث
95,OK,اليه,اليه
96,SUB,في,فى
97,OK,ذلك,ذلك
98,SUB,ملحا,ملحما
99,SUB,دائما,داما
100,OK,يجد,يجد
101,OK,حينا,حينا
102,OK,ويمزح,ويمزح
103,OK,حينا,حينا
104,OK,وكان,وكان
105,OK,يتحدث,يتحدث
106,OK,اليه,اليه
107,SUB,في,فى
108,OK,امور,امور
109,OK,كثيرة,كثيرة
110,OK,الا,الا
111,OK,شيئا,شيئا
112,OK,واحدا,واحدا
113,OK,لم,لم
114,OK,يستطع,يستطع
115,OK,ان,ان
116,OK,يتحدث,يتحدث
117,OK,فيه,فيه
118,OK,لا,لا
119,OK,مصرحا,مصرحا
120,OK,ولا,ولا
121,OK,ملمحا,ملمحا
122,OK,وهو,وهو
123,OK,هذه,هذه
124,SUB,الخطبة,الحطبة
125,SUB,التي,النى
126,SUB,بعد,بعده
127,OK,بها,بها
128,OK,العهد,العهد
129,OK,وهذا,وهذا
130,OK,الزواج,الزواج
131,SUB,الذي,الذى
132,SUB,كثر,كتر
133,OK,تاجيله,تاجيله
134,OK,وهذه,وهذه
135,OK,الفتاة,الفتاة
136,SUB,التي,التى
137,OK,طال,طال
138,OK,انتظارها,انتظارها
139,OK,ولم,ولم
140,SUB,يخطبها,يحطبها
141,OK,احد,احد
142,OK,لان,لان
143,OK,الناس,الناس
144,OK,قد,قد
145,OK,تسامعوا,تسامعوا
146,SUB,بانها,باسها
147,OK,خطب,خطب
148,OK,لابن,لابن
149,SUB,عمها,عها
150,SUB,منذ,منذه
151,OK,الصبا,الصبا
152,OK,لم,لم
153,OK,يكن,يكن
154,OK,يجرؤ,يجرؤ
155,SUB,على,عل
156,OK,ان,ان
157,SUB,يعرض,يعرضن
158,SUB,لهذا,هذا
159,OK,الحديث,الحديث
160,OK,فقد,فقد
161,OK,كان,كان
162,SUB,يعلم,يعل
163,SUB,علم,عل
164,OK,ابنه,ابنه
165,OK,ولم,ولم
166,SUB,يكن,ركن
167,OK,خالد,خالد
168,OK,يجرؤ,يجرؤ
169,SUB,على,عل
170,OK,ان,ان
171,OK,يعرض,يعرض
172,OK,لهذا,لهذا
173,OK,الحديث,الحديث
174,OK,فقد,فقد
175,OK,كان,كان
176,OK,الحياء,الحياء
177,OK,يمنعه,يمنعه
178,OK,من,من
179,OK,ذلك,ذلك
180,OK,وكان,وكان
181,OK,سالم,سالم
182,OK,يمرح,يمرح
183,OK,بين,بين
184,OK,المدينتين,المدينتين
185,OK,وربما,وربما
186,OK,اتيح,اتيح
187,OK,له,له
188,OK,السفر,السفر
189,OK,الى,الى
190,OK,القاهرة,القاهرة
191,OK,فكان,فكان
192,OK,مرحه,مرحه
193,OK,فيها,فيها
194,SUB,اكثر,اكار
195,OK,تنوعا,تنوعا
196,OK,وابعد,وابعد
197,OK,مدى,مدى
198,OK,وكانت,وكانت
199,SUB,الفتاة,الفتساة
200,OK,تعمل,تعمل
201,OK,وتعمل,وتعمل
202,SUB,وتشقى,وتشى
203,OK,بالعمل,بالعمل
204,OK,لا,لا
205,SUB,يدري,يدرى
206,OK,احد,احد
207,OK,اتفكر,اتفكر
208,SUB,في,فى
209,OK,خطبها,خطبها
