,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,INS,,٩٤
3,OK,المعاني,المعاني
4,OK,الروحانية,الروحانية
5,SUB,وادونها,واداتها
6,OK,لانها,لانها
7,OK,جسمانية,جسمانية
8,INS,,ا
9,SUB,الحدوث,لحدوث
10,OK,روحانية,روحانية
11,OK,البقاء,البقاء
12,OK,وانها,وانها
13,SUB,انما,ان
14,INS,,ما
15,OK,تحدث,تحدث
16,OK,بسبب,بسبب
17,OK,استعداد,استعداد
18,OK,البدن,البدن
19,INS,,و
20,SUB,وتبقى,تبعي
21,OK,بسبب,بسبب
22,OK,ملكات,ملكات
23,OK,نفسانية,نفسانية
24,OK,راسخة,راسخة
25,SUB,تصير,تهييل
26,OK,صورة,صورة
27,SUB,ذاته,داته
28,INS,,و
29,SUB,وتخرج,تخرج
30,OK,بها,بها
31,OK,من,من
32,OK,القوة,القوة
33,OK,الى,الى
34,OK,الفعل,الفعل
35,OK,لانها,لانها
36,OK,في,في
37,OK,اول,اول
38,SUB,الحدوث,الحد
39,SUB,امر,وثامر
40,OK,بالفعل,بالفعل
41,OK,في,في
42,OK,هذه,هذه
43,OK,النشاة,النشاة
44,OK,الطبيعية,الطبيعية
45,OK,وهي,وهي
46,OK,بعينها,بعينها
47,OK,امر,امر
48,OK,بالقوة,بالقوة
49,OK,في,في
50,OK,النشاة,النشاة
51,OK,الاخرة,الاخرة
52,OK,فهي,فهي
53,OK,صورة,صورة
54,OK,في,في
55,OK,هذا,هذا
56,OK,العالم,العالم
57,OK,وهيولى,وهيولى
58,OK,في,في
59,OK,عالم,عالم
60,OK,اخر,اخر
61,OK,فلها,فلها
62,OK,ان,ان
63,OK,تخرج,تخرج
64,OK,ذاتها,ذاتها
65,OK,من,من
66,OK,القوة,القوة
67,OK,الى,الى
68,OK,الفعل,الفعل
69,OK,بواسطة,بواسطة
70,OK,حركات,حركات
71,INS,,و
72,SUB,واستحالات,استحالات
73,OK,نفسانية,نفسانية
74,OK,تستعد,تستعد
75,SUB,بها,به
76,SUB,لصورة,الصورة
77,OK,من,من
78,OK,اجناس,اجناس
79,OK,الصور,الصور
80,OK,الاخروية,الاخروية
81,OK,وتتحد,وتتحد
82,OK,بها,بها
83,DEL,وتصير,
84,SUB,ذاتها,ونصيرذاتها
85,SUB,بعينها,بعين
86,INS,,هاك
87,SUB,كالهيولى,الهيالي
88,OK,للاجسام,للاجسام
89,OK,الطبيعية,الطبيعية
90,OK,ان,ان
91,OK,يخرج,يخرج
92,OK,من,من
93,OK,القوة,القوة
94,OK,الى,الى
95,OK,الفعل,الفعل
96,OK,بواسطة,بواسطة
97,OK,حركات,حركات
98,OK,جسمانية,جسمانية
99,OK,تستعد,تستعد
100,OK,بها,بها
101,SUB,لصورة,لصار
102,INS,,ة
103,OK,من,من
104,OK,اجناس,اجناس
105,OK,الصور,الصور
106,OK,الدنياوية,الدنياوية
107,SUB,ويتحد,ويتحديها
108,DEL,بها,
109,OK,كما,كما
110,OK,هو,هو
111,OK,التحقيق,التحقيق
112,OK,من,من
113,OK,الاتحاد,الاتحاد
114,OK,بين,بين
115,OK,المادة,المادة
116,OK,والصورة,والصورة
117,OK,وكما,وكما
118,OK,ان,ان
119,OK,الله,الله
120,OK,خلق,خلق
121,OK,في,في
122,OK,هذا,هذا
123,OK,العالم,العالم
124,OK,من,من
125,OK,المادة,المادة
126,OK,الجسمانية,الجسمانية
127,OK,انواعا,انواعا
128,OK,من,من
129,OK,الحيوانات,الحيوانات
130,OK,كالسباع,كالسباع
131,OK,والبهائم,والبهائم
132,OK,والوحوش,والوحوش
133,SUB,والحيات,والحيان
134,SUB,والعقارب,العقارب
135,OK,وغيرها,وغيرها
136,OK,فكذلك,فكذلك
137,OK,يخلق,يخلق
138,SUB,في,فى
139,OK,الاخرة,الاخرة
140,OK,من,من
141,OK,المادة,المادة
142,OK,النفسانية,النفسانية
143,OK,من,من
144,OK,الانسان,الانسان
145,OK,انواعا,انواعا
146,OK,من,من
147,OK,المخلوقات,المخلوقات
148,OK,كالملك,كالملك
149,OK,والشيطان,والشيطان
150,OK,والسبع,والسبع
151,OK,والبهيمة,والبهيمة
152,OK,وكل,وكل
153,SUB,نوع,ناج
154,OK,من,من
155,OK,انواع,انواع
156,OK,الحيوانات,الحيوانات
157,OK,وهي,وهي
158,OK,كلها,كلها
