,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,OK,فابين,فابين
3,OK,ان,ان
4,OK,يحملنها,يحملنها
5,OK,واشفقن,واشفقن
6,OK,منها,منها
7,OK,وحملها,وحملها
8,OK,الانسان,الانسان
9,OK,انه,انه
10,OK,كان,كان
11,OK,ظلوما,ظلوما
12,OK,جهولا,جهولا
13,OK,قد,قد
14,DEL,تشعب,
15,OK,اقوال,اقوال
16,OK,العلماء,العلماء
17,OK,وائمة,وائمة
18,OK,التفسير,التفسير
19,OK,واختلفت,واختلفت
20,SUB,ارائهم,اراءهم
21,OK,في,في
22,OK,ان,ان
23,OK,المراد,المراد
24,OK,من,من
25,OK,هذه,هذه
26,OK,الامانة,الامانة
27,OK,المخصوص,المخصوص
28,SUB,يحملها,بحملها
29,OK,الانسان,الانسان
30,SUB,ما,ماذا
31,DEL,ذا,
32,OK,فقائل,فقائل
33,OK,ان,ان
34,OK,المراد,المراد
35,OK,منها,منها
36,OK,هو,هو
37,OK,العقل,العقل
38,SUB,فينتقض,فينتقضب
39,SUB,بالملك,الملك
40,SUB,وقائل,وقائلا
41,SUB,انه,ته
42,OK,التكليف,التكليف
43,OK,فهو,فهو
44,OK,منقوض,منقوض
45,SUB,بالجن,بالجت
46,SUB,لانه,لانهم
47,SUB,مساهم,ساهم
48,OK,للانسان,للانسان
49,OK,في,في
50,OK,كونه,كونه
51,OK,مكلفا,مكلفا
52,OK,وقائل,وقائل
53,SUB,انه,انها
54,SUB,التركيب,لتركيب
55,OK,بين,بين
56,OK,الروح,الروح
57,OK,والجسد,والجسد
58,SUB,فنوقض,فتوقض
59,OK,بالفلك,بالفلك
60,OK,وقائل,وقائل
61,OK,انه,انه
62,OK,الهيئة,الهيئة
63,OK,الاجتماعية,الاجتماعية
64,OK,الحاصلة,الحاصلة
65,OK,من,من
66,OK,اجتماع,اجتماع
67,OK,القوى,القوى
68,OK,الفاعلة,الفاعلة
69,SUB,والمنفعلة,المنفعلة
70,OK,والنفسانية,والنفسانية
71,OK,والبدنية,والبدنية
72,OK,المدركة,المدركة
73,OK,بانواع,بانواع
74,OK,الادراكات,الادراكات
75,OK,الحسية,الحسية
76,SUB,والخيالية,الخيالية
77,OK,والوهمية,والوهمية
78,OK,والعقلية,والعقلية
79,OK,المحركة,المحركة
80,OK,بانواع,بانواع
81,OK,الحركات,الحركات
82,OK,الفكرية,الفكرية
83,INS,,و
84,SUB,والارادية,الارادية
85,OK,والطبيعية,والطبيعية
86,OK,والكمية,والكمية
87,OK,والكيفية,والكيفية
88,SUB,والاينية,وال
89,INS,,اي
90,INS,,نية
91,OK,والوضعية,والوضعية
92,OK,وبالجملة,وبالجملة
93,SUB,كون,كان
94,OK,الذات,الذات
95,OK,الواحدة,الواحدة
96,OK,بحيث,بحيث
97,OK,يوجد,يوجد
98,OK,فيها,فيها
99,SUB,انموذج,انموزج
100,OK,سائر,سائر
101,OK,الاشياء,الاشياء
102,OK,وهو,وهو
103,OK,ايضا,ايضا
104,OK,كما,كما
105,OK,ترى,ترى
106,SUB,لانتفاضه,لانتفاضة
107,OK,بصورة,بصورة
108,OK,العالم,العالم
109,OK,الكبير,الكبير
110,OK,لانه,لانه
111,OK,ايضا,ايضا
112,OK,شخص,شخص
113,OK,واحد,واحد
114,OK,له,له
115,OK,وحدة,وحدة
116,OK,طبيعية,طبيعية
117,SUB,ولان,ولا
118,INS,,ن
119,OK,شبه,شبه
120,OK,الجمعية,الجمعية
121,OK,المذكورة,المذكورة
122,OK,يوجد,يوجد
123,OK,في,في
124,OK,بعض,بعض
125,OK,الحيوانات,الحيوانات
126,OK,التامة,التامة
127,OK,الحواس,الحواس
128,OK,سيما,سيما
129,OK,عند,عند
130,OK,من,من
131,OK,يرى,يرى
132,OK,ان,ان
133,OK,لها,لها
134,OK,نفسا,نفسا
135,OK,مدركة,مدركة
136,OK,للكليات,للكليات
137,OK,على,على
138,OK,انه,انه
139,OK,قد,قد
140,OK,اهمل,اهمل
141,OK,في,في
142,OK,كل,كل
143,OK,من,من
144,OK,هذه,هذه
145,OK,الاحتمالات,الاحتمالات
146,OK,رعاية,رعاية
147,OK,معنى,معنى
148,OK,الامانة,الامانة
149,OK,ومؤداها,ومؤداها
150,OK,من,من
151,OK,كونها,كونها
152,OK,عارية,عارية
153,OK,مدة,مدة
154,OK,من,من
155,OK,الزمان,الزمان
