,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,OK,تحكمون,تحكمون
3,OK,وقوله,وقوله
4,OK,هل,هل
5,OK,يستوي,يستوي
6,OK,الذين,الذين
7,OK,يعلمون,يعلمون
8,OK,والذين,والذين
9,OK,لا,لا
10,OK,يعلمون,يعلمون
11,SUB,وقوله,وقال
12,INS,,هو
13,SUB,وامتازوا,امتازوا
14,OK,اليوم,اليوم
15,OK,ايها,ايها
16,OK,المجرمون,المجرمون
17,OK,وقوله,وقوله
18,OK,ما,ما
19,OK,كان,كان
20,OK,الله,الله
21,OK,ليذر,ليذر
22,OK,المؤمنين,المؤمنين
23,OK,على,على
24,OK,ما,ما
25,OK,انتم,انتم
26,DEL,عليه,
27,OK,حتى,حتى
28,SUB,يميز,يهيز
29,OK,الخبيث,الخبيث
30,OK,من,من
31,OK,الطيب,الطيب
32,SUB,الاية,الا
33,INS,,ية
34,OK,وقوله,وقوله
35,OK,في,في
36,OK,حق,حق
37,OK,بلعم,بلعم
38,OK,بن,بن
39,OK,باعور,باعور
40,SUB,فمثله,مثله
41,OK,كمثل,كمثل
42,OK,الكلب,الكلب
43,OK,وفي,وفي
44,OK,حق,حق
45,OK,حملة,حملة
46,OK,الاسفار,الاسفار
47,OK,من,من
48,OK,غير,غير
49,OK,فهم,فهم
50,OK,مثل,مثل
51,OK,الذين,الذين
52,OK,حملوا,حملوا
53,OK,التوراة,التوراة
54,OK,ثم,ثم
55,OK,لم,لم
56,OK,يحملوها,يحملوها
57,OK,كمثل,كمثل
58,OK,الحمار,الحمار
59,OK,يحمل,يحمل
60,OK,اسفارا,اسفارا
61,OK,بئس,بئس
62,OK,مثل,مثل
63,OK,القوم,القوم
64,OK,الذين,الذين
65,OK,كذبوا,كذبوا
66,OK,بايات,بايات
67,OK,الله,الله
68,OK,وقوله,وقوله
69,OK,اولئك,اولئك
70,OK,كالانعام,كالانعام
71,OK,بل,بل
72,OK,هم,هم
73,OK,اضل,اضل
74,OK,وقوله,وقوله
75,OK,في,في
76,OK,حق,حق
77,OK,بعض,بعض
78,OK,افراد,افراد
79,OK,البشر,البشر
80,SUB,اولئك,اؤلئك
81,OK,هم,هم
82,OK,شر,شر
83,OK,البرية,البرية
84,OK,وفي,وفي
85,OK,حق,حق
86,OK,بعض,بعض
87,OK,اخر,اخر
88,OK,اولئك,اولئك
89,OK,هم,هم
90,SUB,خير,خيي
91,OK,البرية,البرية
92,OK,ولا,ولا
93,OK,شبهة,شبهة
94,OK,في,في
95,OK,ان,ان
96,SUB,نفس,نقس
97,OK,من,من
98,OK,هو,هو
99,OK,خير,خير
100,OK,الخلائق,الخلائق
101,OK,لا,لا
102,OK,تساوي,تساوي
103,OK,في,في
104,OK,الحقيقة,الحقيقة
105,SUB,النوعية,التوعية
106,SUB,لنفس,لتقس
107,OK,من,من
108,OK,هو,هو
109,OK,شر,شر
110,OK,الخلائق,الخلائق
111,OK,وما,وما
112,OK,اشد,اشد
113,OK,في,في
114,OK,السخافة,السخافة
115,OK,والبطلان,والبطلان
116,OK,قول,قول
117,OK,من,من
118,SUB,زعم,زعما
119,DEL,ان,
120,SUB,نفس,ننفس
121,DEL,افضل,
122,SUB,البرية,افضلالبرية
123,OK,خاتم,خاتم
124,OK,الانبياء,الانبياء
125,INS,,صلى
126,SUB,صلىاللهعليهواله,الله
127,INS,,عليه
128,INS,,واله
129,OK,مع,مع
130,OK,نفس,نفس
131,OK,ابي,ابي
132,OK,جهل,جهل
133,OK,متماثلان,متماثلان
134,OK,في,في
135,OK,تمام,تمام
136,OK,الحقيقة,الحقيقة
137,SUB,النوعية,التوعية
138,OK,الانسانية,الانسانية
139,OK,وانما,وانما
140,OK,التخالف,التخالف
141,OK,بينهما,بينهما
142,OK,بواسطة,بواسطة
143,OK,عوارض,عوارض
144,INS,,و
145,SUB,واحوال,احوال
146,OK,خارجة,خارجة
147,OK,عن,عن
148,SUB,تمام,تماما
149,SUB,الماهية,لمهية
150,OK,النوعية,النوعية
151,OK,وعن,وعن
152,OK,اصل,اصل
153,OK,الجوهر,الجوهر
154,OK,والذات,والذات
155,OK,واعلم,واعلم
156,OK,ان,ان
157,OK,الله,الله
158,OK,قد,قد
159,OK,حكم,حكم
160,OK,بكفر,بكفر
161,OK,من,من
162,OK,قال,قال
163,OK,بان,بان
164,OK,نفس,نفس
165,OK,النبي,النبي
