,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,OK,تعلمت,تعلمت
3,OK,من,من
4,OK,كل,كل
5,OK,شيء,شيء
6,OK,احسن,احسن
7,DEL,ما,
8,SUB,فيه,مافيهحتى
9,DEL,حتى,
10,OK,من,من
11,SUB,الكلب,الك
12,INS,,ل
13,INS,,ب
14,SUB,حمايته,حمايتة
15,SUB,على,علي
16,OK,اهله,اهله
17,OK,ومن,ومن
18,OK,الغراب,الغراب
19,SUB,بكوره,يكوره
20,OK,في,في
21,OK,حاجته,حاجته
22,OK,ولا,ولا
23,OK,يبعد,يبعد
24,OK,ان,ان
25,OK,يكون,يكون
26,OK,قوله,قوله
27,SUB,تعالى,تعالىواوحى
28,DEL,واوحى,
29,OK,ربك,ربك
30,OK,الى,الى
31,OK,النحل,النحل
32,OK,الاية,الاية
33,OK,تنبيها,تنبيها
34,OK,للانسان,للانسان
35,OK,على,على
36,OK,التعلم,التعلم
37,OK,والاقتداء,والاقتداء
38,OK,بالنحل,بالنحل
39,OK,في,في
40,OK,مراعاته,مراعاته
41,SUB,لوحي,لوحى
42,OK,الله,الله
43,OK,تعالى,تعالى
44,OK,فكما,فكما
45,SUB,انها,انهالا
46,DEL,لا,
47,OK,يتخطى,يتخطى
48,OK,وحي,وحي
49,OK,الله,الله
50,OK,في,في
51,OK,مجرى,مجرى
52,OK,المصالح,المصالح
53,OK,طبعا,طبعا
54,SUB,كذا,كذ
55,INS,,ا
56,OK,يجب,يجب
57,OK,على,على
58,OK,الانسان,الانسان
59,OK,ان,ان
60,OK,لا,لا
61,OK,يتخطى,يتخطى
62,SUB,وحي,وحى
63,OK,الله,الله
64,OK,اختيارا,اختيارا
65,OK,قاعدة,قاعدة
66,OK,في,في
67,OK,خلقة,خلقة
68,OK,الانسان,الانسان
69,SUB,وانه,وانها
70,SUB,الثمرة,لثمرة
71,OK,العليا,العليا
72,OK,واللباب,واللباب
73,INS,,ال
74,SUB,الاصفى,اصفى
75,OK,والغاية,والغاية
76,OK,القصوى,القصوى
77,OK,من,من
78,OK,وجود,وجود
79,OK,سائر,سائر
80,SUB,الاكوان,الا
81,INS,,ك
82,INS,,وات
83,OK,والكلام,والكلام
84,OK,هاهنا,هاهنا
85,OK,في,في
86,OK,مادة,مادة
87,OK,وجوده,وجوده
88,INS,,و
89,SUB,وسيجيء,سيجيء
90,OK,الكلام,الكلام
91,OK,في,في
92,OK,صورة,صورة
93,OK,وجوده,وجوده
94,OK,اعلم,اعلم
95,OK,ان,ان
96,OK,الطبيعة,الطبيعة
97,OK,ما,ما
98,OK,لم,لم
99,SUB,توف,تو
100,SUB,بالمادة,فيالمادةجميع
101,DEL,جميع,
102,OK,درجات,درجات
103,OK,النوع,النوع
104,OK,الاخس,الاخس
105,OK,لم,لم
106,OK,يتجاوز,يتجاوز
107,OK,بها,بها
108,SUB,الى,الي
109,SUB,النوع,النو
110,INS,,ع
111,OK,الاشرف,الاشرف
112,OK,وقد,وقد
113,OK,حقق,حقق
114,OK,بالبرهان,بالبرهان
115,OK,ان,ان
116,OK,الموجود,الموجود
117,OK,الاشرف,الاشرف
118,OK,يجب,يجب
119,OK,ان,ان
120,SUB,يندرج,يندرح
121,SUB,فيه,جويه
122,OK,جميع,جميع
123,INS,,بي
124,SUB,المعاني,ال
125,INS,,مع
126,SUB,المتحققة,االمتحققة
127,OK,في,في
128,OK,الموجود,الموجود
129,INS,,ال
130,SUB,الاخس,اخس
131,OK,على,على
132,OK,وجه,وجه
133,SUB,اعلى,اعلي
134,OK,والطف,والطف
135,OK,وقد,وقد
136,OK,اشرنا,اشرنا
137,OK,انفا,انفا
138,OK,الى,الى
139,OK,ان,ان
140,OK,العناصر,العناصر
141,OK,اذا,اذا
142,OK,امتزج,امتزج
143,OK,بعضها,بعضها
144,OK,ببعض,ببعض
145,INS,,و
146,SUB,وخرجت,خرجت
147,OK,بسبب,بسبب
148,OK,اعتدال,اعتدال
149,SUB,كيفياتها,كيفياتهاعن
150,DEL,عن,
151,OK,صرافة,صرافة
152,OK,تضادها,تضادها
153,OK,وتعصيها,وتعصيها
154,OK,عن,عن
155,OK,قبول,قبول
156,OK,الفيض,الفيض
157,OK,الالهي,الالهي
158,SUB,تصير,تصيرقابلة
159,SUB,قابلة,ل
160,SUB,لاثر,اثر
161,OK,من,من
162,OK,اثار,اثار
