,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,INS,,٦٣
3,OK,ليست,ليست
4,OK,ذاته,ذاته
5,OK,هذه,هذه
6,OK,البهيمة,البهيمة
7,SUB,الاكلة,الا
8,INS,,كل
9,INS,,ة
10,SUB,الشاربة,الشارب
11,INS,,ة
12,OK,الناكحة,الناكحة
13,SUB,المائتة,المايتة
14,SUB,وما,وماعلم
15,DEL,علم,
16,OK,ان,ان
17,OK,هذه,هذه
18,OK,البهيمة,البهيمة
19,OK,الحيوانية,الحيوانية
20,OK,هي,هي
21,OK,قشر,قشر
22,OK,ذاته,ذاته
23,OK,ولها,ولها
24,SUB,لب,لبه
25,DEL,هو,
26,SUB,روحها,وروحها
27,INS,,و
28,SUB,وروحها,روحها
29,OK,ايضا,ايضا
30,OK,قشر,قشر
31,OK,وله,وله
32,SUB,لب,لبه
33,DEL,هو,
34,SUB,روح,وروح
35,OK,روحها,روحها
36,OK,وهو,وهو
37,OK,محبوب,محبوب
38,OK,الحق,الحق
39,OK,كما,كما
40,OK,قال,قال
41,OK,يحبهم,يحبهم
42,OK,ويحبونه,ويحبونه
43,OK,ومعلوم,ومعلوم
44,OK,عند,عند
45,OK,اهل,اهل
46,OK,البصيرة,البصيرة
47,OK,ان,ان
48,OK,محبوب,محبوب
49,OK,الحق,الحق
50,SUB,ما,ماذا
51,DEL,ذا,
52,OK,يمكن,يمكن
53,OK,ان,ان
54,OK,يكون,يكون
55,OK,وان,وان
56,OK,محب,محب
57,OK,الحق,الحق
58,SUB,ما,ماذا
59,DEL,ذا,
60,OK,يمكن,يمكن
61,OK,ان,ان
62,OK,يكون,يكون
63,OK,فان,فان
64,OK,الشيء,الشيء
65,OK,لا,لا
66,OK,يحب,يحب
67,OK,الا,الا
68,OK,ذاته,ذاته
69,OK,ولا,ولا
70,SUB,يحبه,يحيه
71,OK,ايضا,ايضا
72,OK,الا,الا
73,OK,ذاته,ذاته
74,OK,فمن,فمن
75,OK,احب,احب
76,OK,غير,غير
77,OK,الله,الله
78,OK,فقد,فقد
79,SUB,رغب,رعب
80,OK,عن,عن
81,OK,ملة,ملة
82,OK,ابراهيم,ابراهيم
83,OK,حيث,حيث
84,OK,انه,انه
85,OK,قال,قال
86,OK,حكاية,حكاية
87,OK,عن,عن
88,SUB,حاله,حالة
89,OK,فانهم,فانهم
90,OK,عدو,عدو
91,OK,لي,لي
92,OK,الا,الا
93,OK,رب,رب
94,OK,العالمين,العالمين
95,OK,وايضا,وايضا
96,OK,لا,لا
97,OK,جهل,جهل
98,OK,اعظم,اعظم
99,OK,من,من
100,OK,جهل,جهل
101,OK,الانسان,الانسان
102,OK,نفسه,نفسه
103,OK,لاستلزام,لاستلزام
104,OK,ذلك,ذلك
105,OK,جهله,جهله
106,OK,بربه,بربه
107,OK,قال,قال
108,OK,تعالى,تعالى
109,OK,نسوا,نسوا
110,OK,الله,الله
111,SUB,فانساهم,فانسي
112,INS,,هم
113,OK,انفسهم,انفسهم
114,OK,وهو,وهو
115,OK,بمنزلة,بمنزلة
116,OK,عكس,عكس
117,OK,النقيض,النقيض
118,OK,لقوله,لقوله
119,INS,,صلى
120,SUB,صلىاللهعليهواله,الله
121,INS,,عليه
122,INS,,واله
123,OK,من,من
124,OK,عرف,عرف
125,OK,نفسه,نفسه
126,OK,فقد,فقد
127,SUB,عرف,عرى
128,OK,ربه,ربه
129,OK,وفي,وفي
130,OK,الحكمة,الحكمة
131,OK,العتيقة,العتيقة
132,SUB,من,منع
133,SUB,عرف,رفد
134,SUB,ذاته,انهتا
135,SUB,تاله,له
136,OK,فمن,فمن
137,OK,جهل,جهل
138,OK,نفسه,نفسه
139,OK,فقد,فقد
140,OK,ظلم,ظلم
141,OK,على,على
142,OK,نفسه,نفسه
143,OK,غاية,غاية
144,SUB,الظلم,المظلم
145,SUB,اولئك,اؤلئك
146,SUB,الذين,النين
147,OK,خسروا,خسروا
148,OK,انفسهم,انفسهم
149,DEL,و,
150,SUB,ذلك,وذلك
151,OK,هو,هو
152,OK,الخسران,الخسران
153,OK,المبين,المبين
154,OK,واعلم,واعلم
155,OK,ان,ان
156,OK,علم,علم
157,OK,النفس,النفس
158,OK,بذاتها,بذاتها
159,OK,حيث,حيث
160,OK,لا,لا
161,OK,يمكن,يمكن
162,OK,الا,الا
163,OK,بحضور,بحضور
164,SUB,ذاتها,ذانها
