,operation,one,two
0,OK,المشهد,المشهد
1,OK,الرابع,الرابع
2,OK,في,في
3,OK,بيان,بيان
4,OK,النبوة,النبوة
5,OK,واحكامها,واحكامها
6,OK,وفيه,وفيه
7,OK,قواعد,قواعد
8,OK,قاعدة,قاعدة
9,OK,في,في
10,OK,اثبات,اثبات
11,OK,الشجرة,الشجرة
12,OK,النبوية,النبوية
13,OK,وفضلها,وفضلها
14,OK,على,على
15,OK,جواهر,جواهر
16,OK,سائر,سائر
17,OK,البرية,البرية
18,OK,اقتضت,اقتضت
19,OK,الحكمة,الحكمة
20,OK,الالهية,الالهية
21,OK,ان,ان
22,OK,يكون,يكون
23,OK,الشجرة,الشجرة
24,SUB,النبوية,النبويةصنفا
25,DEL,صنفا,
26,OK,مفردا,مفردا
27,OK,بل,بل
28,OK,نوعا,نوعا
29,OK,واقعا,واقعا
30,OK,بين,بين
31,OK,الانسان,الانسان
32,OK,وبين,وبين
33,OK,الملك,الملك
34,OK,جالسا,جالسا
35,OK,في,في
36,OK,حد,حد
37,OK,المشترك,المشترك
38,OK,بين,بين
39,OK,عالمي,عالمي
40,OK,الملك,الملك
41,OK,والملكوت,والملكوت
42,OK,مشاركا,مشاركا
43,OK,لكل,لكل
44,OK,واحد,واحد
45,OK,منهما,منهما
46,OK,على,على
47,OK,وجه,وجه
48,SUB,فانهم,فاتهم
49,OK,كالملائكة,كالملائكة
50,OK,في,في
51,OK,اطلاعهم,اطلاعهم
52,OK,على,على
53,OK,ملكوت,ملكوت
54,SUB,السماوات,السموات
55,OK,والارض,والارض
56,INS,,وك
57,SUB,وكالبشر,البشر
58,OK,في,في
59,OK,احوال,احوال
60,OK,المطعم,المطعم
61,OK,والمشرب,والمشرب
62,OK,والمنكح,والمنكح
63,OK,ومثلهم,ومثلهم
64,OK,واقعا,واقعا
65,OK,بين,بين
66,OK,نوعين,نوعين
67,OK,مختلفين,مختلفين
68,OK,مثل,مثل
69,OK,المرجان,المرجان
70,OK,فانه,فانه
71,OK,حجر,حجر
72,OK,تشبه,تشبه
73,OK,الاشجار,الاشجار
74,SUB,يتشعب,تسع
75,OK,اغصانه,اغصانه
76,INS,,و
77,SUB,وكالنخل,كالتخلف
78,SUB,فانه,انه
79,OK,شجر,شجر
80,OK,يشبه,يشبه
81,OK,الحيوان,الحيوان
82,OK,في,في
83,SUB,كونها,كانها
84,OK,محتاجة,محتاجة
85,OK,الى,الى
86,OK,تلقيح,تلقيح
87,INS,,و
88,SUB,وبطلانها,بطلانها
89,OK,اذا,اذا
90,OK,قطع,قطع
91,OK,راسها,راسها
92,OK,وجعل,وجعل
93,OK,سبحانه,سبحانه
94,OK,النبوة,النبوة
95,OK,في,في
96,OK,ولد,ولد
97,OK,ابراهيم,ابراهيم
98,INS,,عليه
99,SUB,عليهالسلام,السلام
100,OK,ومن,ومن
101,OK,قبله,قبله
102,OK,في,في
103,OK,ولد,ولد
104,OK,نوح,نوح
105,INS,,عليه
106,SUB,عليهالسلام,السلام
107,OK,كما,كما
108,OK,نبه,نبه
109,OK,بقوله,بقوله
110,OK,ذرية,ذرية
111,OK,بعضها,بعضها
112,OK,من,من
113,OK,بعض,بعض
114,OK,فهم,فهم
115,SUB,عليهمالسلام,عليهم
116,INS,,السلم
117,OK,وان,وان
118,OK,كانوا,كانوا
119,OK,من,من
120,OK,حيث,حيث
121,OK,الابدان,الابدان
122,SUB,بشريين,بشربين
123,OK,ارضيين,ارضيين
124,OK,فهم,فهم
125,OK,من,من
126,OK,حيث,حيث
127,OK,الارواح,الارواح
128,SUB,ملكيون,ملكيان
129,OK,سماويون,سماويون
130,OK,قد,قد
131,OK,ايدوا,ايدوا
132,OK,بقوة,بقوة
133,OK,روحانية,روحانية
134,OK,قدسية,قدسية
135,OK,خصوا,خصوا
136,OK,بها,بها
137,OK,كما,كما
138,OK,قال,قال
139,OK,في,في
140,OK,عيسى,عيسى
141,INS,,عليه
142,SUB,عليهالسلام,السلام
143,OK,وايدناه,وايدناه
144,OK,بروح,بروح
145,OK,القدس,القدس
146,INS,,و
147,SUB,وقال,قال
148,OK,في,في
149,OK,محمد,محمد
150,INS,,صلى
151,SUB,صلىاللهعليهواله,الله
152,INS,,عليه
153,INS,,واله
154,OK,نزل,نزل
155,OK,به,به
156,OK,الروح,الروح
157,OK,الامين,الامين
158,OK,على,على
159,OK,قلبك,قلبك
160,OK,لتكون,لتكون
161,OK,من,من
162,OK,المنذرين,المنذرين
163,OK,وتخصيصهم,وتخصيصهم
164,OK,بهذا,بهذا
165,OK,الروح,الروح
166,OK,ليمكنهم,ليمكنهم
167,OK,ان,ان
168,OK,يقبلوا,يقبلوا
169,OK,من,من
170,OK,الملائكة,الملائكة
171,OK,بما,بما
172,OK,بينهم,بينهم
173,OK,من,من
174,OK,المناسبة,المناسبة
175,OK,الروحانية,الروحانية
176,OK,ويفيدوا,ويفيدوا
177,OK,للامة,للامة
178,SUB,بما,يما
179,OK,بينهم,بينهم
180,OK,من,من
181,OK,المناسبة,المناسبة
