,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,INS,,١٦١
3,OK,الحس,الحس
4,OK,والحركة,والحركة
5,OK,ولهذا,ولهذا
6,OK,يحتاج,يحتاج
7,OK,في,في
8,OK,بقائه,بقائه
9,OK,الدنيوي,الدنيوي
10,SUB,الى,الي
11,OK,معاونات,معاونات
12,OK,ومعونات,ومعونات
13,OK,خارجية,خارجية
14,OK,تعاونه,تعاونه
15,OK,وتعينه,وتعينه
16,OK,وتحفظه,وتحفظه
17,OK,وتصونه,وتصونه
18,OK,عن,عن
19,OK,الافات,الافات
20,INS,,و
21,SUB,والاضداد,الاضداد
22,OK,كما,كما
23,OK,قال,قال
24,SUB,وهو,هو
25,OK,القاهر,القاهر
26,OK,فوق,فوق
27,OK,عباده,عباده
28,OK,ويرسل,ويرسل
29,OK,عليكم,عليكم
30,OK,حفظة,حفظة
31,INS,,و
32,SUB,وقوله,قولة
33,OK,له,له
34,OK,معقبات,معقبات
35,OK,من,من
36,OK,بين,بين
37,OK,يديه,يديه
38,OK,ومن,ومن
39,OK,خلفه,خلفه
40,OK,يحفظونه,يحفظونه
41,OK,من,من
42,OK,امر,امر
43,OK,الله,الله
44,OK,واليه,واليه
45,OK,الاشارة,الاشارة
46,OK,بقوله,بقوله
47,OK,خلق,خلق
48,OK,الانسان,الانسان
49,OK,ضعيفا,ضعيفا
50,SUB,وبقوله,ويقول
51,SUB,ان,هان
52,OK,يسلبهم,يسلبهم
53,OK,الذباب,الذباب
54,OK,شيئا,شيئا
55,OK,لا,لا
56,OK,يستنقذوه,يستنقذوه
57,OK,منه,منه
58,OK,ضعف,ضعف
59,OK,الطالب,الطالب
60,INS,,و
61,SUB,والمطلوب,المطلوب
62,OK,وبالجملة,وبالجملة
63,OK,ليس,ليس
64,OK,له,له
65,OK,ما,ما
66,OK,دام,دام
67,OK,الحياة,الحياة
68,OK,الدنيوية,الدنيوية
69,OK,مقام,مقام
70,OK,خاص,خاص
71,OK,في,في
72,OK,الوجود,الوجود
73,OK,لا,لا
74,OK,يتعداه,يتعداه
75,DEL,يا,
76,SUB,اهل,يااهل
77,OK,يثرب,يثرب
78,OK,لا,لا
79,OK,مقام,مقام
80,OK,لكم,لكم
81,OK,ولاجل,ولاجل
82,OK,هذه,هذه
83,OK,الخاصية,الخاصية
84,OK,يمكنه,يمكنه
85,OK,التطور,التطور
86,OK,في,في
87,OK,الاطوار,الاطوار
88,OK,والخروج,والخروج
89,OK,من,من
90,OK,كل,كل
91,SUB,ما,ماله
92,DEL,له,
93,OK,من,من
94,OK,الكون,الكون
95,OK,المستعار,المستعار
96,OK,والانتقال,والانتقال
97,OK,من,من
98,SUB,هذه,هذة
99,OK,الدار,الدار
100,OK,الى,الى
101,OK,عالم,عالم
102,OK,الاخرة,الاخرة
103,OK,ودار,ودار
104,OK,الابرار,الابرار
105,OK,والمهاجرة,والمهاجرة
106,OK,من,من
107,OK,بيته,بيته
108,OK,الذي,الذي
109,OK,فيه,فيه
110,OK,مهاجرا,مهاجرا
111,OK,الى,الى
112,OK,الله,الله
113,OK,الواحد,الواحد
114,OK,القهار,القهار
115,OK,كما,كما
116,OK,في,في
117,OK,قوله,قوله
118,OK,ومن,ومن
119,OK,يخرج,يخرج
120,OK,من,من
121,OK,بيته,بيته
122,OK,مهاجرا,مهاجرا
123,OK,الى,الى
124,OK,الله,الله
125,OK,ورسوله,ورسوله
126,OK,ثم,ثم
127,OK,يدركه,يدركه
128,OK,الموت,الموت
129,OK,فقد,فقد
130,SUB,وقع,وقيع
131,OK,اجره,اجره
132,OK,على,على
133,OK,الله,الله
134,OK,واذ,واذ
135,OK,ليس,ليس
136,OK,له,له
137,OK,مقام,مقام
138,OK,معين,معين
139,OK,فله,فله
140,OK,السير,السير
141,OK,الى,الى
142,OK,جميع,جميع
143,OK,المقامات,المقامات
144,OK,واذ,واذ
145,OK,ليس,ليس
146,OK,له,له
147,OK,صورة,صورة
148,OK,معينة,معينة
149,OK,فله,فله
150,OK,التصور,التصور
151,OK,بكل,بكل
152,OK,صورة,صورة
153,OK,والتحلي,والتحلي
154,OK,بكل,بكل
155,SUB,حلية,حليه
156,OK,قال,قال
157,OK,الشاعر,الشاعر
158,OK,لقد,لقد
159,OK,صار,صار
160,OK,قلبي,قلبي
161,OK,قابلا,قابلا
162,OK,كل,كل
163,OK,صورة,صورة
