,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,INS,,١٤
3,OK,الطبيعي,الطبيعي
4,OK,الذي,الذي
5,OK,فطر,فطر
6,OK,الله,الله
7,OK,الاشياء,الاشياء
8,OK,عليه,عليه
9,OK,فكذا,فكذا
10,OK,يمتنع,يمتنع
11,OK,ان,ان
12,OK,يتعلق,يتعلق
13,OK,النفس,النفس
14,OK,التي,التي
15,OK,كانت,كانت
16,OK,متعلقة,متعلقة
17,OK,ببدن,ببدن
18,OK,وخرجت,وخرجت
19,OK,في,في
20,OK,بعض,بعض
21,OK,ما,ما
22,OK,لها,لها
23,OK,من,من
24,OK,الاحوال,الاحوال
25,OK,من,من
26,OK,القوة,القوة
27,OK,الى,الى
28,OK,الفعل,الفعل
29,OK,تارة,تارة
30,OK,اخرى,اخرى
31,OK,بمادة,بمادة
32,OK,بدنية,بدنية
33,OK,حادثة,حادثة
34,OK,عند,عند
35,OK,اول,اول
36,OK,تكونها,تكونها
37,OK,كالنطفة,كالنطفة
38,SUB,او,ا
39,INS,,و
40,OK,الجنين,الجنين
41,OK,ونحو,ونحو
42,OK,ذلك,ذلك
43,OK,فان,فان
44,OK,النفس,النفس
45,OK,المنسلخة,المنسلخة
46,OK,عن,عن
47,OK,بدن,بدن
48,SUB,من,منال
49,SUB,الابدان,ايدان
50,OK,قد,قد
51,OK,خرجت,خرجت
52,OK,في,في
53,OK,بعض,بعض
54,DEL,ما,
55,SUB,لها,مالها
56,OK,من,من
57,OK,كمالات,كمالات
58,OK,الوجود,الوجود
59,OK,من,من
60,OK,القوة,القوة
61,OK,الى,الى
62,OK,الفعل,الفعل
63,INS,,و
64,SUB,وظاهر,ظاهر
65,OK,انها,انها
66,OK,لا,لا
67,OK,يمكن,يمكن
68,OK,فرض,فرض
69,OK,تعلقها,تعلقها
70,OK,الثانوي,الثانوي
71,OK,ببدن,ببدن
72,OK,جديد,جديد
73,OK,الا,الا
74,OK,عند,عند
75,OK,حدوثه,حدوثه
76,SUB,واول,واالتكاته
77,DEL,تكونه,
78,OK,فاذن,فاذن
79,OK,يلزم,يلزم
80,OK,من,من
81,OK,انتقال,انتقال
82,OK,النفس,النفس
83,OK,الى,الى
84,OK,بدن,بدن
85,OK,اخر,اخر
86,OK,كون,كون
87,OK,انسان,انسان
88,OK,واحد,واحد
89,OK,بحيث,بحيث
90,OK,يكون,يكون
91,OK,نفسه,نفسه
92,OK,بالفعل,بالفعل
93,OK,وبدنه,وبدنه
94,OK,بالقوة,بالقوة
95,OK,وهذا,وهذا
96,OK,محال,محال
97,OK,كما,كما
98,OK,اوضحناه,اوضحناه
99,OK,فثبت,فثبت
100,OK,ان,ان
101,OK,التناسخ,التناسخ
102,OK,بالمعنى,بالمعنى
103,OK,المذكور,المذكور
104,OK,محال,محال
105,OK,اما,اما
106,SUB,التناسخ,التناسي
107,INS,,خ
108,OK,بمعنى,بمعنى
109,OK,تحول,تحول
110,OK,النفس,النفس
111,OK,وانتقالها,وانتقالها
112,OK,على,على
113,OK,سبيل,سبيل
114,OK,الاتصال,الاتصال
115,OK,من,من
116,OK,نوع,نوع
117,OK,الى,الى
118,OK,نوع,نوع
119,OK,فليس,فليس
120,OK,بممتنع,بممتنع
121,OK,كنقل,كنقل
122,OK,الصورة,الصورة
123,OK,الطبيعية,الطبيعية
124,OK,لمادة,لمادة
125,OK,خلقة,خلقة
126,OK,الانسان,الانسان
127,OK,من,من
128,OK,الجمادية,الجمادية
129,OK,الى,الى
130,OK,النباتية,النباتية
131,OK,ومنها,ومنها
132,OK,الى,الى
133,OK,الحيوانية,الحيوانية
134,OK,ومنها,ومنها
135,OK,الى,الى
136,OK,الانسانية,الانسانية
137,OK,ثم,ثم
138,OK,الى,الى
139,OK,الملكية,الملكية
140,OK,وما,وما
141,OK,بعدها,بعدها
142,OK,او,او
143,OK,على,على
144,OK,وجه,وجه
145,OK,النزول,النزول
146,OK,كما,كما
147,OK,في,في
148,OK,امة,امة
149,OK,موسى,موسى
150,INS,,عليه
151,SUB,عليهالسلام,السلام
152,SUB,ظاهرا,ظام
153,INS,,٢
154,OK,وفي,وفي
155,OK,هذه,هذه
156,OK,الامة,الامة
157,OK,باطنا,باطنا
158,OK,وهذا,وهذا
159,OK,الانتقال,الانتقال
160,OK,على,على
161,OK,وجه,وجه
162,OK,النزول,النزول
163,OK,لا,لا
