,operation,one,two
0,OK,المشهد,المشهد
1,OK,الثالث,الثالث
2,OK,في,في
3,OK,تحقيق,تحقيق
4,OK,القبر,القبر
5,OK,وعذابه,وعذابه
6,INS,,و
7,SUB,وثوابه,ثوابه
8,OK,قال,قال
9,OK,بعض,بعض
10,SUB,الاكابر,الاكابران
11,DEL,ان,
12,OK,نفس,نفس
13,OK,الانسان,الانسان
14,OK,اذا,اذا
15,OK,تجردت,تجردت
16,OK,عن,عن
17,SUB,البدن,اليدن
18,OK,ربما,ربما
19,OK,لا,لا
20,OK,يتجرد,يتجرد
21,INS,,يتجرد
22,OK,عن,عن
23,SUB,اثاره,اثارة
24,INS,,و
25,SUB,وغباره,غياره
26,OK,بل,بل
27,SUB,يصحبها,يصح
28,INS,,بها
29,OK,الهيئات,الهيئات
30,OK,المكتسبة,المكتسبة
31,OK,وهي,وهي
32,OK,عند,عند
33,OK,الموت,الموت
34,OK,عارفة,عارفة
35,OK,بمفارقة,بمفارقة
36,OK,البدن,البدن
37,OK,عن,عن
38,OK,دار,دار
39,OK,الدنيا,الدنيا
40,DEL,١,
41,OK,مدركة,مدركة
42,SUB,ذاتها,دانها
43,OK,بقوتها,بقوتها
44,OK,الوهمية,الوهمية
45,OK,عين,عين
46,OK,الانسان,الانسان
47,OK,المقبور,المقبور
48,OK,الذي,الذي
49,OK,مات,مات
50,OK,على,على
51,OK,صورته,صورته
52,OK,كما,كما
53,OK,كان,كان
54,OK,في,في
55,OK,الرؤيا,الرؤيا
56,OK,يشاهد,يشاهد
57,SUB,نفسها,نفسهها
58,OK,على,على
59,OK,صورته,صورته
60,OK,التي,التي
61,OK,كانت,كانت
62,OK,في,في
63,OK,الخارج,الخارج
64,OK,بعينها,بعينها
65,OK,ويشاهد,ويشاهد
66,SUB,الامور,الامو
67,INS,,ر
68,INS,,م
69,SUB,مشاهدة,شاهدة
70,OK,عيان,عيان
71,SUB,بحسها,يحسها
72,OK,الباطني,الباطني
73,OK,ويشاهد,ويشاهد
74,OK,الالام,الالام
75,OK,الواصلة,الواصلة
76,OK,اليها,اليها
77,OK,على,على
78,OK,سبيل,سبيل
79,OK,العقوبات,العقوبات
80,OK,الحسية,الحسية
81,OK,على,على
82,OK,ما,ما
83,OK,وردت,وردت
84,OK,به,به
85,OK,الشرائع,الشرائع
86,OK,الحقة,الحقة
87,OK,وهو,وهو
88,OK,عذاب,عذاب
89,OK,القبر,القبر
90,OK,وان,وان
91,OK,كانت,كانت
92,OK,سعيدة,سعيدة
93,OK,فيتصور,فيتصور
94,OK,ذاتها,ذاتها
95,OK,وصور,وصور
96,OK,اعمالها,اعمالها
97,OK,ونتائج,ونتائج
98,OK,ملكاتها,ملكاتها
99,OK,وسائر,وسائر
100,OK,المواعيد,المواعيد
101,OK,النبوية,النبوية
102,OK,على,على
103,OK,وفق,وفق
104,OK,ما,ما
105,OK,كانت,كانت
106,OK,تعتقده,تعتقده
107,OK,او,او
108,OK,فوق,فوق
109,OK,ما,ما
110,OK,يتصوره,يتصوره
111,OK,فهذا,فهذا
112,OK,ثواب,ثواب
113,OK,القبر,القبر
114,OK,ولذلك,ولذلك
115,OK,قال,قال
116,OK,النبي,النبي
117,INS,,صلى
118,SUB,صلىاللهعليهواله,الله
119,INS,,عليه
120,INS,,واله
121,OK,١,١
122,OK,البدن,البدن
123,OK,العنصري,العنصري
124,OK,الحي,الحي
125,OK,بالحياة,بالحياة
126,SUB,الدنياوية,االدنياوية
127,OK,فهذا,فهذا
128,OK,البدن,البدن
129,OK,العنصري,العنصري
130,OK,الذي,الذي
131,OK,هو,هو
132,SUB,من,مسن
133,OK,المركبات,المركبات
134,OK,العنصرية,العنصرية
135,OK,ومن,ومن
136,SUB,الموجودات,االموجودات
137,OK,الدنيوية,الدنيوية
138,OK,التي,التي
139,OK,وجودها,وجودها
140,OK,عين,عين
141,OK,الموجودات,الموجودات
142,SUB,الدنياوية,الدتيا
143,INS,,ويسة
144,OK,بما,بما
145,OK,هي,هي
146,SUB,دنيوية,دتئاية
147,OK,كيف,كيف
148,OK,يتصور,يتصور
149,OK,ويتعقل,ويتعقل
150,OK,مفارقته,مفارقته
151,OK,عن,عن
