,operation,one,two
0,INS,,٨
1,OK,سواء,سواء
2,OK,كان,كان
3,OK,هذا,هذا
4,OK,او,او
5,SUB,ذاك,ذلك
6,INS,,خمييى
7,DEL,يخطئ,
8,OK,من,من
9,SUB,يظن,يقلن
10,OK,ان,ان
11,OK,عبرة,عبرة
12,SUB,الايام,الارلم
13,OK,تعلمنا,تعلمنا
14,OK,الاستخفاف,الاستخفاف
15,SUB,بالحاضر,الا
16,SUB,كما,م
17,INS,,معه
18,DEL,نستخف,
19,OK,بالماضي,بالماضي
20,INS,,ي
21,SUB,فانما,فاما
22,OK,هي,هي
23,SUB,تعلمنا,تدلنا
24,OK,الاستخفاف,الاستخفاف
25,OK,بالماضي,بالماضي
26,OK,ولا,ولا
27,SUB,زيادة,زنادة
28,OK,ولو,ولو
29,OK,علمتنا,علمتنا
30,OK,ان,ان
31,SUB,ننظر,تنظر
32,SUB,الى,الي
33,INS,,دو
34,SUB,حوادث,دث
35,SUB,اليوم,الموم
36,SUB,كما,كا
37,SUB,ننظر,تنظر
38,SUB,الى,الي
39,OK,حوادث,حوادث
40,OK,الامس,الامس
41,OK,لحلت,لحلت
42,SUB,نسج,نسح
43,SUB,الحياة,الحذلة
44,SUB,وفكت,ومسكت
45,SUB,خيوطها,خاو
46,INS,,طاا
47,OK,ومسحت,ومسحت
48,INS,,اص
49,SUB,اصباغها,ماغيا
50,INS,,وتر
51,SUB,وتركتنا,كتنا
52,SUB,امام,اما
53,DEL,حياة,
54,SUB,لا,جلة
55,SUB,لون,لليون
56,DEL,لها,
57,SUB,ولا,طاولا
58,OK,مادة,مادة
59,SUB,كما,اكا
60,INS,,ي
61,DEL,تجتمع,
62,OK,الوان,الوان
63,SUB,الصورة,اصورة
64,SUB,الزيتية,ايزانية
65,OK,مرة,مرة
66,OK,واحدة,واحدة
67,SUB,بدلا,نديا
68,OK,من,من
69,OK,ان,ان
70,SUB,تتفرق,تتفري
71,SUB,في,فى
72,OK,مواضعها,مواضعها
73,SUB,فلا,ولا
74,SUB,ملامح,ملا
75,OK,اذا,اذا
76,OK,اجتمعت,اجتمعت
77,INS,,و
78,SUB,ولا,لا
79,SUB,اشكال,ابكال
80,OK,ولا,ولا
81,OK,الوان,الوان
82,SUB,سارة,ا
83,OK,ان,ان
84,OK,خير,خير
85,DEL,ما,
86,SUB,يتاح,مابتاح
87,SUB,لابناء,لا
88,INS,,بذلا
89,OK,الفناء,الفناء
90,OK,ان,ان
91,OK,يقلقوا,يقلقوا
92,SUB,ويضحكوا,واض
93,INS,,ا
94,OK,من,من
95,OK,القلق,القلق
96,OK,بعد,بعد
97,SUB,فواته,والتة
98,SUB,فياخذوا,فيا
99,INS,,ذؤا
100,SUB,الدنيا,الدنا
101,SUB,طبيعية,طسعة
