,operation,one,two
0,INS,,١٢٥
1,OK,في,في
2,OK,الدنيا,الدنيا
3,DEL,غير,
4,SUB,العذاب,غارالعذاب
5,INS,,ب
6,OK,سارة,سارة
7,INS,,ة
8,OK,ليسقط,ليسقط
9,SUB,التمرد,القردد
10,SUB,سارة,سه
11,INS,,زوه
12,SUB,ليحي,لرتى
13,SUB,التمرد,الترد
14,OK,ثم,ثم
15,SUB,يتقاربن,يتقارن
16,SUB,ويتلاحمن,ويتلان
17,INS,,و
18,SUB,ويتسربن,يسران
19,SUB,كلهن,كيان
20,SUB,في,ف
21,OK,شخص,شخص
22,OK,واحد,واحد
23,SUB,يبقى,يد
24,OK,على,على
25,OK,المسرح,المسرح
26,SUB,في,ف
27,OK,ثياب,ثياب
28,OK,الشرطة,الشرطة
29,SUB,ويصيح,ويصبح
30,INS,,ح
31,SUB,اين,ابن
32,OK,المشاجرة,المشاجرة
33,OK,واين,واين
34,OK,المتشاجرات,المتشاجرات
35,INS,,ت
36,OK,وقد,وقد
37,OK,تلا,تلا
38,OK,همام,همام
39,SUB,على,عل
40,OK,سارة,سارة
41,OK,هذا,هذا
42,OK,الفصيل,الفصيل
43,SUB,الصغير,الصغار
44,OK,فاستملحت,فاستملحت
45,OK,الفكرة,الفكرة
46,OK,وصفقت,وصفقت
47,SUB,لها,ها
48,INS,,طو
49,SUB,طويلا,يلا
50,OK,قال,قال
51,SUB,همام,هما
52,INS,,ا
53,SUB,كفاية,كقلة
54,INS,,ة
55,OK,لقد,لقد
56,OK,ظفرنا,ظفرنا
57,OK,بتصفيق,بتصفيق
58,SUB,الممثلة,المهثلة
59,OK,الوحيدة,الوحيدة
60,SUB,للرواية,للرواة
61,OK,ولم,ولم
62,OK,تكن,تكن
63,SUB,هي,ه
64,SUB,في,ف
65,SUB,بادئ,بلديى
66,SUB,الامر,الام
67,OK,تفطن,تفطن
68,OK,لهذا,لهذا
69,OK,الذي,الذي
70,OK,يلاحظه,يلاحظه
71,SUB,همام,هما
72,OK,من,من
73,SUB,غرائب,عرائب
74,SUB,شخصها,حصها
75,OK,وطرائف,وطرائف
76,SUB,ملامحها,ميامحها
77,INS,,ا
78,SUB,انما,اما
79,OK,كانت,كانت
80,SUB,تعرف,تعر
81,OK,كيف,كيف
82,OK,تبدي,تبدي
83,SUB,بضاضتها,يضاضتها
84,SUB,في,فى
85,OK,الثياب,الثياب
86,SUB,البيضاء,السضلا
87,OK,وكيف,وكيف
88,OK,تخيل,تخيل
89,OK,لك,لك
90,OK,النحافة,النحافة
91,OK,في,في
92,SUB,الثياب,المات
93,SUB,الدكناء,الد
94,INS,,كتلا
95,OK,او,او
96,SUB,السوداء,السؤداء
97,OK,وكيف,وكيف
98,OK,تصفف,تصفف
99,OK,طرتها,طرتها
100,DEL,بما,
101,SUB,يظهر,عليظهر
102,OK,من,من
103,OK,وجهها,وجهها
104,OK,سمات,سمات
105,OK,الطفولة,الطفولة
106,OK,وكيف,وكيف
107,SUB,تصففها,تصفقا
108,SUB,بما,ما
109,OK,يكشف,يكشف
110,OK,منها,منها
111,SUB,جانب,جاا
112,SUB,الذكاء,الذ
113,INS,,اء
114,SUB,ويزين,وبزين
115,SUB,القسمات,القسبات
116,OK,باشراف,باشراف
117,SUB,جبينها,جائتها
118,OK,الوضاء,الوضاء
119,OK,وتلك,وتلك
120,OK,صناعة,صناعة
121,SUB,تحذقها,تحذقيا
122,OK,كل,كل
123,OK,امراة,امراة
124,SUB,تلتفت,تلتقت
125,SUB,الى,ال
126,SUB,محاسنها,محاستها
127,OK,وتسمع,وتسمع
128,OK,راي,راي
129,OK,الرجال,الرجال
130,OK,والنساء,والنساء
