,operation,one,two
0,OK,من,من
1,SUB,هي,مي
2,DEL,من,
3,DEL,هي,
4,OK,سارة,سارة
5,OK,من,من
6,SUB,هي,مهى
7,OK,الفتاة,الفتاة
8,OK,التي,التي
9,SUB,مشينا,مشيتا
10,OK,معها,معها
11,OK,هذا,هذا
12,SUB,الشوط,الشهاط
13,OK,ولا,ولا
14,OK,نعرفها,نعرفها
15,OK,والتي,والتي
16,OK,راينا,راينا
17,OK,منها,منها
18,SUB,خطوطا,خطاطا
19,OK,ولم,ولم
20,SUB,نر,تر
21,SUB,منها,مها
22,OK,صورة,صورة
23,SUB,والتي,والي
24,OK,قرانا,قرانا
25,SUB,عنها,عها
26,OK,كلمات,كلمات
27,SUB,كثيرة,كشرة
28,SUB,ولكنها,ويسكنها
29,SUB,كلمات,كايات
30,SUB,بينها,بابا
31,INS,,ه
32,SUB,كثير,رار
33,OK,من,من
34,OK,الفواصل,الفواصل
35,SUB,وحروفا,وحروف
36,OK,كثيرة,كثيرة
37,SUB,ولكنها,ويكها
38,INS,,حروف
39,OK,يعوزها,يعوزها
40,OK,كثير,كثير
41,OK,من,من
42,SUB,الاعجام,الاحا
43,INS,,ا
44,OK,هي,هي
45,INS,,تبا
46,DEL,شيء,
47,SUB,يعرف,لهرف
48,SUB,ولا,و
49,SUB,يعرف,للبحريف
50,INS,,ف
51,SUB,انتكلم,اتتكل
52,SUB,بلسان,بلسارر
53,OK,الصوفية,الصوفية
54,OK,كلا,كلا
55,INS,,ا
56,OK,بل,بل
57,OK,بلسان,بلسان
58,OK,العرف,العرف
59,OK,المقرر,المقرر
60,OK,والمشاهدات,والمشاهدات
61,SUB,اليومية,اليو
62,INS,,ة
63,OK,فان,فان
64,OK,سارة,سارة
65,OK,بنت,بنت
66,OK,من,من
67,SUB,بنات,بذلت
68,INS,,ايو
69,SUB,الواقع,اقع
70,SUB,الحي,الى
71,OK,الملموس,الملموس
72,INS,,س
73,SUB,وبنات,وبذلت
74,OK,الواقع,الواقع
75,OK,هن,هن
76,SUB,اللواتي,الولي
77,SUB,نعرفهن,تعرفهن
78,OK,جيدا,جيدا
79,OK,ولا,ولا
80,OK,نعرفهن,نعرفهن
81,OK,جيدا,جيدا
82,OK,ولو,ولو
83,SUB,كانت,ا
84,INS,,دت
85,SUB,من,مند
86,SUB,بنات,تا
87,INS,,ا
88,SUB,الخيال,الخال
89,OK,لما,لما
90,SUB,بقي,رق
91,OK,منها,منها
92,SUB,شيء,ثاء
93,SUB,مجهول,جهال
94,OK,وليس,وليس
95,OK,بالنافع,بالنافع
96,SUB,ان,ار
97,OK,نصفها,نصفها
98,DEL,كما,
99,SUB,كان,كاكان
100,SUB,يراها,راها
101,OK,همام,همام
102,OK,في,في
103,SUB,ايام,الم
104,SUB,صفوه,صفوة
105,SUB,وهيامه,وهامه
106,OK,او,او
107,OK,نصفها,نصفها
108,SUB,كما,كا
109,OK,كان,كان
110,SUB,يراها,راها
111,SUB,في,فى
112,OK,ايام,ايام
113,SUB,نفوره,تقارة
114,SUB,واشمئزازه,واشمثزازة
115,OK,او,او
116,OK,نصفها,نصفها
117,DEL,كما,
118,OK,كان,كان
119,SUB,يراها,ولها
120,SUB,وهو,وهر
121,SUB,على,عل
122,OK,القرب,القرب
123,SUB,سائم,سلم
124,OK,او,او
125,SUB,كما,كا
126,INS,,كان
127,SUB,يراها,راها
128,OK,وهو,وهو
129,SUB,على,عل
130,SUB,البعد,المعد
131,SUB,مشوق,مشهوفي
132,INS,,و
133,SUB,ولكننا,لكننا
134,OK,قد,قد
135,OK,نصفها,نصفها
136,SUB,مزيجا,مزجا
137,OK,من,من
138,DEL,جميع,
139,OK,هؤلاء,هؤلاء
140,SUB,فنخلصمن,فتخلص
141,INS,,من
142,INS,,وصفها
143,SUB,التي,الي
144,INS,,صورة
145,INS,,تشبه
146,INS,,ه
147,INS,,سارة
148,INS,,ة
149,INS,,الى
150,OK,خلقها,خلقها
151,SUB,لله,الله
152,OK,وتشبه,وتشبه
153,OK,سارة,سارة
154,OK,التي,التي
155,INS,,اج
156,INS,,المكتابة
157,INS,,ة
158,INS,,وضع
159,INS,,ه
160,INS,,وحر
161,INS,,ر
162,INS,,طا
163,INS,,اما
