,operation,one,two
0,INS,,٧٢
1,SUB,بها,يا
2,SUB,معاذير,معاذر
3,OK,الشكوى,الشكوى
4,SUB,وهذه,وهده
5,SUB,تشكو,ش
6,INS,,سى
7,DEL,كما,
8,DEL,يبكي,
9,OK,الطفل,الطفل
10,OK,لينال,لينال
11,OK,نصيبا,نصيبا
12,OK,فوق,فوق
13,SUB,نصيبه,تنصيبه
14,OK,من,من
15,SUB,الحلوى,ايحاوي
16,SUB,تلك,تللك
17,SUB,مولعة,مايعة
18,OK,بمداراة,بمداراة
19,OK,نقائصها,نقائصها
20,SUB,لتبدو,لتدو
21,SUB,كما,كا
22,OK,تتمنى,تتمنى
23,OK,ان,ان
24,OK,تكون,تكون
25,OK,وهذه,وهذه
26,INS,,مو
27,SUB,مولعة,لعة
28,SUB,بكشف,يكشف
29,OK,نقائصها,نقائصها
30,SUB,لتمسح,لتم
31,SUB,عنها,عها
32,INS,,وضر
33,SUB,وضرالخجل,الخجل
34,SUB,والمسبة,والمسية
35,SUB,وتعرضها,وتعرضا
36,OK,في,في
37,INS,,معرض
38,SUB,معرضالزينة,ايزينة
39,SUB,والمباهاة,وايمياهلة
40,OK,تلك,تلك
41,OK,لها,لها
42,OK,عدة,عدة
43,OK,المتانة,المتانة
44,SUB,والمجاملة,وايجاملة
45,OK,وهذه,وهذه
46,OK,لها,لها
47,OK,عدة,عدة
48,OK,الرخاصة,الرخاصة
49,OK,والبساطة,والبساطة
50,OK,لو,لو
51,SUB,عملت,صميت
52,OK,تلك,تلك
53,SUB,عمل,صمل
54,OK,الرجال,الرجال
55,OK,لانتظمت,لانتظمت
56,SUB,في,فى
57,OK,السلك,السلك
58,OK,السياسي,السياسي
59,SUB,ولو,ولي
60,SUB,عملت,ت
61,OK,هذه,هذه
62,SUB,عمل,سل
63,OK,الرجال,الرجال
64,INS,,لا
65,SUB,لانتظمت,تتفظمت
66,SUB,نديما,ندما
67,OK,في,في
68,OK,حاشية,حاشية
69,OK,امير,امير
70,OK,مفراح,مفراح
71,SUB,كلتاهما,كاتاهما
72,OK,جميلة,جميلة
73,SUB,ولكن,ويتكن
74,SUB,الجمال,ايجال
75,OK,في,في
76,OK,هند,هند
77,OK,كالحصن,كالحصن
78,SUB,الذي,الذى
79,SUB,يحيط,يحاط
80,OK,به,به
81,SUB,الخندق,الفندق
82,INS,,ق
83,OK,اما,اما
84,SUB,الجمال,ااححلل
85,OK,في,في
86,OK,سارة,سارة
87,SUB,فكالبستان,وكالاستان
88,SUB,الذي,الذى
89,SUB,يحيط,يحاط
90,OK,به,به
91,OK,جدول,جدول
92,OK,من,من
93,SUB,الماء,املا
94,SUB,النمير,النقار
95,OK,هو,هو
96,OK,جزء,جزء
97,OK,من,من
98,SUB,البستان,الاستان
99,DEL,لا,
100,SUB,حاجز,للحاجز
101,OK,دون,دون
102,SUB,البستان,الاستان
103,OK,وهو,وهو
104,OK,للعبور,للعبور
105,OK,اكثر,اكثر
106,SUB,مما,سا
107,OK,يكون,يكون
108,OK,للصد,للصد
109,SUB,والنفور,والتفور
110,DEL,سارة,
111,SUB,تلك,تليل
112,OK,ذات,ذات
113,SUB,طموح,طمة
114,SUB,وهمم,وثمر
115,OK,وهذه,وهذه
116,OK,تحسب,تحسب
117,OK,الواقع,الواقع
118,OK,الذي,الذي
119,SUB,يوائمها,يوانمها
120,SUB,خيرا,خبرا
121,INS,,و
122,SUB,واشهى,هى
123,INS,,و
124,INS,,ا
125,INS,,ا
126,DEL,من,
127,OK,كل,كل
128,OK,مطمع,مطمع
129,OK,ومن,ومن
130,OK,كل,كل
131,OK,همة,همة
132,OK,تلك,تلك
133,SUB,تعطيك,تعطك
134,OK,خير,خير
135,OK,ما,ما
136,OK,اعطت,اعطت
137,SUB,على,عل
138,SUB,البعد,المعد
139,SUB,والحيطة,والحاطة
140,OK,وهذه,وهذه
141,SUB,تعطيك,تعطك
142,SUB,خير,خبر
143,OK,ما,ما
144,OK,اعطت,اعطت
145,SUB,على,عل
146,OK,القرب,القرب
147,OK,والسرف,والسرف
148,SUB,كلتاهما,تاتاشما
149,OK,ذات,ذات
150,OK,ثقافة,ثقافة
151,OK,والمعية,والمعية
152,SUB,لكن,لـكن
153,OK,ثقافة,ثقافة
154,OK,هند,هند
155,OK,الى,الى
156,OK,المعرفة,المعرفة
157,OK,وثقافة,وثقافة
158,SUB,سارة,سا
159,INS,,ة
160,OK,الى,الى
161,OK,الفطرة,الفطرة
162,OK,ولو,ولو
163,SUB,نسينا,نسبتا
164,OK,العرف,العرف
165,SUB,والاصطلاح,والاصطياح
166,OK,لحار,لحار
167,SUB,الانسان,ايلتسان
168,OK,ايهما,ايهما
169,OK,اقوم,اقوم
170,SUB,في,ف
