,operation,one,two
0,INS,,٤
1,INS,,اضعاف
2,INS,,ما
3,OK,راعته,راعته
4,SUB,نكاتها,تـكلها
5,SUB,ولمحت,ومحت
6,SUB,هي,ه
7,OK,دهشته,دهشته
8,OK,فاستطردت,فاستطردت
9,OK,تقول,تقول
10,INS,,ل
11,SUB,على,عل
12,SUB,رسلك,سياك
13,INS,,ك
14,DEL,لا,
15,SUB,تخف,للتخف
16,OK,ولا,ولا
17,SUB,تعجل,تحفل
18,DEL,ارادني,
19,SUB,على,ل
20,DEL,قراءته,
21,DEL,ولان,
22,DEL,احدا,
23,OK,فلست,فلست
24,OK,بحمد,بحمد
25,SUB,لله,الله
26,SUB,فيلسوفة,ولسوفة
27,SUB,وما,وماقرات
28,INS,,سدو
29,SUB,قرات,درو
30,SUB,شوبنهور,ن
31,OK,الا,الا
32,SUB,لان,لاذن
33,INS,,احداا
34,INS,,ارادي
35,INS,,عل
36,INS,,قاءته
37,INS,,ولان
38,OK,تفهيمه,تفهيمه
39,SUB,اياي,الى
40,OK,كان,كان
41,OK,ذريعة,ذريعة
42,OK,اللقاء,اللقاء
43,SUB,بيننا,راتنا
44,OK,وما,وما
45,OK,كان,كان
46,SUB,بالجائز,ايجان
47,OK,ان,ان
48,SUB,يحضر,عضر
49,SUB,الي,الى
50,OK,ليفهمني,ليفهمني
51,SUB,رواية,رواة
52,OK,او,او
53,OK,مقالة,مقالة
54,OK,ممتعة,ممتعة
55,INS,,ة
56,DEL,فلم,
57,OK,يعد,يعد
58,SUB,لنا,لذا
59,SUB,بد,يده
60,OK,من,من
61,OK,الفلسفة,الفلسفة
62,SUB,وامرنا,وامنا
63,OK,الى,الى
64,SUB,لله,اليوه
65,SUB,فاغرب,واغرب
66,OK,همام,همام
67,OK,في,في
68,OK,الضحك,الضحك
69,OK,لانه,لانه
70,SUB,تخيل,خال
71,INS,,شو
72,SUB,شوبنهور,بهار
73,SUB,العظيم,العظم
74,SUB,بوجهه,يوجهة
75,SUB,العبوس,ايحاوس
76,SUB,وعينيه,وعانيه
77,SUB,الظريفتين,الظريفتان
78,INS,,ايلتان
79,SUB,تبرقان,تارقا
80,OK,من,من
81,SUB,الحرد,الجرد
82,OK,والسخرية,والسخرية
83,OK,وهو,وهو
84,SUB,يسمع,يسد
85,SUB,باذنيه,تاذنة
86,SUB,كيف,كف
87,OK,انتقمت,انتقمت
88,SUB,منه,منة
89,OK,امراة,امراة
90,OK,وهزئت,وهزئت
91,OK,به,به
92,SUB,وسخرت,وسحرت
93,DEL,فلسفته,
94,OK,لغرامها,لغرامها
95,DEL,سارة,
96,SUB,واثنى,واتى
97,OK,همام,همام
98,INS,,عل
99,SUB,علىصراحة,صراحة
100,OK,سارة,سارة
101,OK,وقلة,وقلة
102,SUB,دعواها,دعراها
103,OK,واطمان,واطمان
104,SUB,الى,الي
105,SUB,سياق,سباق
106,SUB,الفلاسفة,القياسقة
107,OK,والشعراء,والشعراء
108,DEL,خبير,
109,DEL,بالنساء,
110,DEL,في,
111,DEL,جده,
112,DEL,ومزاحه,
113,DEL,هيني,
114,OK,فقال,فقال
115,INS,,ل
116,OK,الان,الان
117,OK,امنت,امنت
118,OK,مرة,مرة
119,SUB,اخرى,اخري
120,INS,,اتصدية
121,SUB,ان,دهن
122,SUB,صديقي,ده
123,INS,,النساء
124,INS,,في
125,INS,,جدة
126,INS,,ومزاب
127,INS,,ب
128,SUB,قالت,والت
129,INS,,ت
130,OK,ومن,ومن
131,OK,صديقك,صديقك
132,OK,هذا,هذا
133,SUB,هيني,هاني
134,OK,قال,قال
135,INS,,ل
136,OK,لا,لا
137,SUB,تتهيبي,ت
138,INS,,ت
139,INS,,وار
140,DEL,فليس,
141,SUB,هو,ه
142,SUB,بفيلسوف,رضيساف
143,OK,مغلق,مغلق
144,OK,ولا,ولا
145,OK,هو,هو
146,SUB,بالكاتب,بالكات
147,OK,الذي,الذي
148,SUB,يحوجك,تحو
149,INS,,جك
150,OK,الى,الى
151,SUB,ترجمان,ترحان
152,OK,او,او
153,SUB,مفسر,ومفسر
154,INS,,ء
155,OK,ان,ان
156,OK,حلا,حلا
157,OK,لك,لك
158,OK,ان,ان
159,SUB,تقرايه,تقر
160,INS,,ئية
161,OK,وحدك,وحدك
162,SUB,فهو,وهو
163,OK,شاعر,شاعر
164,OK,سلس,سلس
165,OK,سائغ,سائغ
166,OK,وما,وما
167,OK,احسب,احسب
168,OK,له,له
169,SUB,نظيرا,تقاسيرا
170,SUB,في,فى
171,SUB,الدعابة,الدعلية
172,OK,وخفة,وخفة
173,DEL,الروح,
174,OK,قالت,قالت
175,INS,,ت
176,SUB,اصحيح,ابحاح
177,OK,وماذا,وماذا
178,OK,قال,قال
179,OK,عنا,عنا
180,OK,معشر,معشر
181,OK,النساء,النساء
182,OK,هذا,هذا
183,OK,الشاعر,الشاعر
184,SUB,الظريف,الظر
185,INS,,يقر
186,INS,,ب
