,operation,one,two
0,SUB,الحمد,الاي
1,SUB,لله,ته
2,SUB,على,عل
3,OK,السلامة,السلامة
4,INS,,ا
5,OK,سلمك,سلمك
6,SUB,لله,الله
7,SUB,وعافاك,وعلقاك
8,INS,,ك
9,SUB,هل,ول
10,SUB,لي,لى
11,OK,ان,ان
12,OK,القاك,القاك
13,SUB,اليوم,المام
14,DEL,نعم,
15,SUB,تفضلي,تض
16,OK,اتفضل,اتفضل
17,OK,لا,لا
18,INS,,ا
19,OK,لست,لست
20,OK,اتفضل,اتفضل
21,SUB,ولكني,ولكي
22,OK,ازورك,ازورك
23,SUB,لالتمس,لايقس
24,OK,الغفران,الغفران
25,INS,,ن
26,OK,هل,هل
27,OK,في,في
28,OK,وسعك,وسعك
29,OK,ان,ان
30,OK,تمثل,تمثل
31,SUB,دور,دار
32,OK,الكاهن,الكاهن
33,SUB,في,فى
34,SUB,الديانة,الدنانة
35,SUB,المسيحية,المسحة
36,DEL,سارة,
37,OK,قال,قال
38,INS,,ل
39,SUB,اخشى,اخمى
40,OK,ان,ان
41,SUB,يكون,يسكون
42,OK,دورك,دورك
43,OK,اذن,اذن
44,OK,هو,هو
45,OK,دور,دور
46,OK,الخاطئة,الخاطئة
47,INS,,ي
48,OK,قالت,قالت
49,INS,,ت
50,OK,هو,هو
51,SUB,ذاك,ذلك
52,INS,,ك
53,OK,فالى,فالى
54,SUB,اللقاء,اللقاءء
55,SUB,فالتليفون,والتليفان
56,OK,لا,لا
57,OK,يتسع,يتسع
58,OK,لمثل,لمثل
59,OK,هذا,هذا
60,SUB,الحديث,الحديت
61,OK,لم,لم
62,OK,يشعر,يشعر
63,OK,ذلك,ذلك
64,OK,اليوم,اليوم
65,OK,وهو,وهو
66,SUB,ينتظرها,يتتظرها
67,SUB,بخداع,خداع
68,OK,ولا,ولا
69,OK,باستغفال,باستغفال
70,OK,ولا,ولا
71,OK,احتقار,احتقار
72,INS,,ر
73,OK,ولكنه,ولكنه
74,OK,شعر,شعر
75,OK,بخسارة,بخسارة
76,OK,واسف,واسف
77,OK,وانتظرها,وانتظرها
78,SUB,كما,تا
79,OK,ينتظر,ينتظر
80,OK,الطبيب,الطبيب
81,SUB,مريضا,نضا
82,OK,يلجا,يلجا
83,OK,اليه,اليه
84,OK,واستقبلها,واستقبلها
85,OK,عاطفا,عاطفا
86,OK,عليها,عليها
87,OK,متطلعا,متطلعا
88,SUB,الى,الي
89,DEL,ما,
90,SUB,وراء,ماوراء
91,OK,حديثها,حديثها
92,OK,مستعدا,مستعدا
93,SUB,للتسامح,للتسلح
94,OK,في,في
95,SUB,الاصغاء,اللصغاء
96,OK,اليها,اليها
97,INS,,ا
98,OK,فدخلت,فدخلت
99,SUB,وهي,وو
100,OK,تقول,تقول
101,SUB,في,فى
102,OK,غير,غير
103,SUB,احتجاز,اتحا
104,SUB,ولا,لا
105,SUB,امتناع,امتنا
106,OK,لا,لا
107,SUB,قبلات,قبيلت
108,OK,ولا,ولا
109,SUB,تحيات,بحيات
110,SUB,حتى,حبي
111,OK,تعرف,تعرف
112,SUB,قصتي,وصي
113,OK,واعرف,واعرف
114,SUB,رايك,رائك
115,OK,اسمع,اسمع
116,DEL,يا,
117,SUB,فلان,يافلان
118,INS,,ن
119,SUB,انني,اني
120,DEL,لا,
121,SUB,اؤمن,لااؤمن
122,OK,بصداقة,بصداقة
123,OK,المراة,المراة
124,SUB,للمراة,الراة
125,OK,ولا,ولا
126,OK,عزاء,عزاء
127,OK,لي,لي
128,OK,في,في
129,OK,معاشرة,معاشرة
130,OK,الصديقات,الصديقات
131,OK,المزعومات,المزعومات
132,SUB,على,عل
133,SUB,الاطلاق,اللطلاق
134,SUB,فان,وارى
135,OK,لم,لم
136,OK,يكن,يكن
137,SUB,الى,ايم
138,SUB,جانبي,جاا
139,INS,,اي
140,OK,رجل,رجل
141,SUB,اهابه,اها
142,SUB,واحبه,واحو
143,SUB,واعتمد,واعمد
144,SUB,على,عل
145,SUB,سنده,سسنده
146,SUB,فانا,ولذا
147,OK,في,في
148,OK,وحشة,وحشة
149,SUB,الهالكين,الهالكان
150,OK,وانا,وانا
151,OK,ضعيفة,ضعيفة
152,OK,ضعيفة,ضعيفة
153,OK,ضعيفة,ضعيفة
154,DEL,لا,
155,SUB,طاقة,لاطلقة
156,OK,لي,لي
157,SUB,على,عل
158,OK,دفع,دفع
159,OK,الغواية,الغواية
160,INS,,ة
161,OK,وقد,وقد
162,SUB,افترقنا,اقررقنا
163,SUB,يائسين,بالاسان
164,OK,ليس,ليس
165,OK,لك,لك
166,OK,حق,حق
167,SUB,عندي,عندى
168,OK,وليس,وليس
169,OK,لي,لي
170,OK,حق,حق
171,OK,عندك,عندك
172,SUB,وانا,واذا
