,operation,one,two
0,INS,,١٢٢
1,SUB,وهي,وو
2,OK,تارة,تارة
3,SUB,اخرى,اخري
4,SUB,شريدة,شر
5,INS,,بدة
6,SUB,بوهيمية,يوهامية
7,OK,لم,لم
8,OK,تستقر,تستقر
9,OK,قط,قط
10,SUB,في,ف
11,SUB,دار,دارو
12,SUB,ولا,للو
13,SUB,وطن,طن
14,OK,وما,وما
15,SUB,استقرت,استمرت
16,OK,قط,قط
17,OK,مع,مع
18,SUB,عشيق,عشبي
19,DEL,لها,
20,DEL,صورة,
21,SUB,الى,ازد
22,SUB,جانب,يب
23,OK,سرير,سرير
24,OK,لو,لو
25,SUB,نحيت,محيت
26,OK,عنها,عنها
27,SUB,السرير,السرر
28,SUB,جانبا,جاذبا
29,OK,لمثلت,لمثلت
30,OK,لك,لك
31,SUB,راهبة,راهة
32,OK,خاشعة,خاشعة
33,OK,تهم,تهم
34,OK,بالصلاة,بالصلاة
35,OK,او,او
36,SUB,ضحية,تخة
37,SUB,من,م
38,INS,,م
39,SUB,ضحايا,تخليا
40,OK,الالهة,الالهة
41,SUB,تساق,تسلق
42,OK,الى,الى
43,SUB,محراب,حراب
44,OK,القربان,القربان
45,OK,ولها,ولها
46,OK,صورة,صورة
47,OK,على,على
48,OK,سفح,سفح
49,OK,الهرم,الهرم
50,SUB,لو,لر
51,OK,اخفيت,اخفيت
52,OK,منها,منها
53,OK,الهرم,الهرم
54,SUB,لخلتها,لخلها
55,SUB,حورية,حارته
56,SUB,مخمورة,مقارة
57,SUB,في,ف
58,OK,ارض,ارض
59,SUB,يونان,يوتان
60,SUB,القديمة,القدمة
61,OK,تهم,تهم
62,SUB,بالرقص,باير
63,INS,,قص
64,OK,في,في
65,OK,كروم,كروم
66,SUB,باخوس,ياخوس
67,OK,وكان,وكان
68,OK,همام,همام
69,OK,يراقب,يراقب
70,OK,هذه,هذه
71,SUB,الشخوصويتصفح,الشخوص
72,INS,,وبتصمح
73,OK,هذه,هذه
74,SUB,الوجوه,الوحاه
75,OK,وهو,وهو
76,SUB,مغتبط,مغتط
77,OK,تارة,تارة
78,SUB,ومشفق,ومشقق
79,OK,تارة,تارة
80,SUB,اخرى,اخرىى
81,OK,ويعزو,ويعزو
82,OK,تقلبها,تقلبها
83,OK,واطرادها,واطرادها
84,OK,الى,الى
85,SUB,الفتوة,الفتاة
86,SUB,الحية,ايحاة
87,OK,التي,التي
88,DEL,لم,
89,SUB,تحبس,عبس
90,SUB,في,فى
91,OK,محابس,محابس
92,SUB,الافكار,الاقحار
93,OK,والعادات,والعادات
94,SUB,والتقاليد,والتقلياد
95,SUB,فهي,واي
96,SUB,ابدا,اسدا
97,OK,في,في
98,SUB,ايدي,اندى
99,OK,العواطف,العواطف
100,SUB,والنوازع,والتوازعع
101,SUB,كعجينة,عجبنة
102,OK,الخلق,الخلق
103,SUB,المهياة,المهالة
104,SUB,للصوغ,لصاع
105,SUB,والتركيب,والتركاب
106,OK,في,في
107,OK,كل,كل
108,OK,ساعة,ساعة
109,OK,وخطر,وخطر
110,OK,له,له
111,OK,ان,ان
112,SUB,ينشئ,يتشاي
113,INS,,حو
114,SUB,حولها,لها
115,SUB,رواية,رواة
116,OK,مسرحية,مسرحية
117,SUB,هي,هن
118,SUB,جميع,سماع
119,SUB,ابطالها,ابطالا
120,SUB,وهي,وه
121,OK,البطل,البطل
122,OK,الوحيد,الوحيد
123,OK,فيها,فيها
124,OK,تدور,تدور
125,OK,محاوراتها,محاوراتها
126,SUB,على,عل
127,OK,المثال,المثال
128,SUB,الاتي,ايلتي
129,INS,,ى
130,OK,سارة,سارة
131,INS,,ة
132,SUB,اني,اي
133,OK,لا,لا
134,SUB,ارضىان,ارضي
135,INS,,ان
136,SUB,اصاحبك,اصلحك
137,OK,في,في
138,OK,الطريق,الطريق
139,OK,وانت,وانت
140,SUB,في,فى
141,OK,هذه,هذه
142,SUB,الثياب,الشاب
143,SUB,الفاضحة,ايقانية
144,OK,سارة,سارة
145,INS,,ة
146,OK,وهل,وهل
147,SUB,تحسبين,محسابن
148,SUB,انني,انبي
149,OK,اسر,اسر
150,SUB,بمصاحبتك,بمصلحتك
151,OK,وانت,وانت
152,OK,بهذه,بهذه
153,OK,السحنة,السحنة
154,OK,العابسة,العابسة
155,OK,وهذه,وهذه
156,OK,المسوح,المسوح
157,SUB,المحزنة,الحزنة
158,OK,وهذا,وهذا
159,SUB,الزي,الري
160,OK,الذي,الذي
161,SUB,يشبه,وه
162,OK,زي,زي
163,OK,الحداد,الحداد
164,SUB,سارة,سارةة
165,SUB,على,عل
166,SUB,رسلكما,رسلتا
167,OK,ايتها,ايتها
168,OK,الصديقتان,الصديقتان
169,OK,لا,لا
170,SUB,تتخاصما,تتخاصيا
171,OK,ولا,ولا
172,OK,تشرعا,تشرعا
