,operation,one,two
0,INS,,٨
1,OK,التواعد,التواعد
2,OK,لديها,لديها
3,SUB,على,لي
4,INS,,عبر
5,SUB,غيرضرورة,ضرودهه
6,INS,,و
7,INS,,و
8,SUB,وتلك,للك
9,SUB,الزينة,ايريتة
10,OK,المعهودة,المعهودة
11,SUB,بعطرها,بمطرها
12,SUB,وشياتها,وشالتها
13,OK,ما,ما
14,OK,بال,بال
15,OK,سارة,سارة
16,OK,تحتفل,تحتفل
17,SUB,بها,بيا
18,SUB,في,فى
19,OK,غير,غير
20,SUB,ايامها,اناءها
21,SUB,ونوازع,وتوازع
22,SUB,الغرائز,الغرا
23,OK,التي,التي
24,OK,لا,لا
25,OK,سلطان,سلطان
26,OK,عليها,عليها
27,OK,للمراة,للمراة
28,OK,ما,ما
29,SUB,بالها,يليها
30,SUB,تتبدل,تذبل
31,OK,ووسائل,ووسائل
32,SUB,الحيطة,الحملة
33,SUB,الخفية,الخفة
34,DEL,ما,
35,SUB,بالها,مليالها
36,SUB,تتعدد,تتحدد
37,SUB,وذلك,وذللك
38,SUB,التلطف,التلملف
39,SUB,المريب,الم
40,SUB,تلطف,تا
41,SUB,الاثم,ام
42,OK,الذي,الذي
43,SUB,يمسح,م
44,SUB,حوبته,حو
45,INS,,نه
46,SUB,بفرط,يفرط
47,SUB,المجاملة,الحاملة
48,SUB,ويكفر,وبكفر
49,OK,عن,عن
50,OK,خيانته,خيانته
51,SUB,الباطنة,ايباطنة
52,SUB,بفرط,فرط
53,OK,المصالحة,المصالحة
54,SUB,الظاهرة,الظله
55,INS,,ة
56,OK,ماذا,ماذا
57,SUB,وراءها,وراءا
58,SUB,وماذا,وما
59,SUB,في,فا
60,INS,,ف
61,SUB,اطوائها,اطالي
62,INS,,ب
63,OK,علامات,علامات
64,SUB,وقرائن,وقرامن
65,OK,لا,لا
66,SUB,ياخذ,ياتحذ
67,SUB,بها,ا
68,SUB,القاضي,ايقاضي
69,OK,في,في
70,DEL,قضائه,
71,SUB,بالادانة,وسائهنالادانة
72,SUB,ولكنها,ويكمها
73,SUB,كافية,كافرة
74,SUB,للتشكيك,للتشكك
75,INS,,و
76,INS,,خلاص
77,DEL,في,
78,SUB,خلوصالنية,النية
79,OK,والقضاء,والقضاء
80,OK,بعد,بعد
81,OK,مطالب,مطالب
82,OK,باقناع,باقناع
83,OK,غيره,غيره
84,OK,محظور,محظور
85,SUB,عليه,علبة
86,OK,ان,ان
87,SUB,يكتفي,يكةة
88,SUB,باقناع,راقنا
89,OK,نفسه,نفسه
90,INS,,ه
91,OK,اما,اما
92,OK,الرجل,الرجل
93,OK,الذي,الذي
94,SUB,ينشد,نشد
95,SUB,الطمانينة,الطمانبذة
96,SUB,مع,م
97,INS,,ا
98,INS,,ا
99,SUB,المراة,اة
100,SUB,فلمن,وين
101,INS,,عج
102,DEL,يحكم,
103,OK,ان,ان
104,OK,لم,لم
105,SUB,يحكم,ح
106,OK,لنفسه,لنفسه
107,INS,,و
108,SUB,وباي,باي
109,OK,اقتناع,اقتناع
110,OK,يدين,يدين
111,OK,ان,ان
112,OK,لم,لم
113,SUB,يدن,يلن
114,OK,باقتناعه,باقتناعه
115,INS,,ب
116,SUB,وراء,وما
117,INS,,اء
118,SUB,الاكمة,الا
119,INS,,كمة
120,OK,ما,ما
121,OK,وراءها,وراءها
122,INS,,ا
123,SUB,تلك,تللك
124,OK,حقيقة,حقيقة
125,DEL,لا,
126,SUB,ريب,للرئب
127,SUB,فيها,وابا
128,OK,ولكن,ولكن
129,SUB,ماذا,ماذاا
130,OK,وراءها,وراءها
131,OK,قد,قد
132,SUB,يجهل,جهل
133,OK,الرجل,الرجل
134,OK,ذلك,ذلك
135,OK,على,على
136,INS,,ا
137,INS,,ا
138,SUB,التحقيق,يحمق
139,SUB,والتفصيل,والتفصل
140,OK,ولكن,ولكن
141,OK,الا,الا
142,SUB,يكفي,يسكز
143,OK,ان,ان
144,OK,تكون,تكون
145,SUB,هناك,هناكا
146,SUB,اكمة,كمة
147,OK,وان,وان
148,OK,يكون,يكون
149,OK,هناك,هناك
150,INS,,ك
151,DEL,شيء,
152,SUB,مجهول,هول
153,OK,وراءها,وراءها
154,OK,ليقوم,ليقوم
155,OK,الحائل,الحائل
156,SUB,بين,بن
157,SUB,القلبين,القيدين
158,SUB,ويكدر,واكتر
159,OK,الجو,الجو
160,SUB,بين,بن
161,SUB,الصفيين,الصفبين
162,OK,وجائز,وجائز
163,OK,عند,عند
164,SUB,همام,هما
165,OK,ان,ان
166,SUB,تنصرف,تتصرف
167,INS,,عنه
168,OK,سارة,سارة
169,SUB,الى,ال
170,SUB,غيره,غيرهه
171,SUB,ولكن,وا
172,INS,,ن
173,SUB,ليس,يس
174,SUB,بالجائز,الجار
175,INS,,عنده
176,OK,ان,ان
177,OK,تستغفله,تستغفله
178,SUB,لانها,لاها
179,SUB,تتوهم,تتوه
180,SUB,في,ف
181,SUB,دهائها,دهائمها
182,OK,القدرة,القدرة
183,SUB,على,عل
184,SUB,الجمع,المح
185,OK,بينه,بينه
186,SUB,وبين,و
187,INS,,ان
188,SUB,غيره,عبره
189,SUB,جائز,جامن
190,OK,ان,ان
191,OK,يكون,يكون
192,OK,هو,هو
193,SUB,وهي,وش
194,SUB,العوبة,الماية
195,OK,واحدة,واحدة
196,OK,في,في
197,OK,يد,يد
198,OK,الطبيعة,الطبيعة
199,OK,التي,التي
