,operation,one,two
0,OK,الى,الى
1,OK,تدبير,تدبير
2,OK,الجواب,الجواب
3,SUB,وتحضير,وحضار
4,SUB,المعاذير,المعاذر
5,INS,,ر
6,OK,فاما,فاما
7,OK,اذا,اذا
8,SUB,قوبل,قو
9,INS,,بل
10,OK,بالتوقح,بالتوقح
11,OK,والاهانة,والاهانة
12,SUB,فلا,ولا
13,OK,ربكة,ربكة
14,OK,ولا,ولا
15,SUB,عناء,عناءء
16,SUB,انما,اما
17,SUB,هي,هى
18,OK,دقة,دقة
19,SUB,بدقة,يداه
20,SUB,وصيحة,وصحة
21,SUB,بصيحة,بصحه
22,SUB,وصفعة,وص
23,INS,,فعه
24,OK,بصفعة,بصفعة
25,OK,اذا,اذا
26,OK,استطرد,استطرد
27,SUB,اللجاج,الاحاج
28,OK,الى,الى
29,OK,هذه,هذه
30,SUB,النهاية,الذهابة
31,SUB,فما,وا
32,OK,حفل,حفل
33,OK,امين,امين
34,SUB,بالفتى,بالقتي
35,OK,ولا,ولا
36,OK,زاد,زاد
37,SUB,على,عل
38,OK,ان,ان
39,OK,نظر,نظر
40,OK,اليه,اليه
41,OK,متجهما,متجهما
42,OK,متجعدا,متجعدا
43,OK,وقال,وقال
44,INS,,ل
45,OK,امض,امض
46,OK,في,في
47,SUB,سبيلك,سباك
48,INS,,ك
49,SUB,فليس,وليس
50,OK,هذا,هذا
51,OK,من,من
52,OK,شانك,شانك
53,INS,,ك
54,OK,ولقد,ولقد
55,OK,دهش,دهش
56,SUB,الفتى,القتي
57,OK,والتفت,والتفت
58,SUB,اليه,اله
59,OK,مذهولا,مذهولا
60,SUB,وهو,وهام
61,DEL,يتمتم,
62,SUB,ليس,ايد
63,OK,من,من
64,SUB,شاني,شاي
65,OK,كيف,كيف
66,OK,انني,انني
67,OK,اسكن,اسكن
68,OK,هنا,هنا
69,INS,,ا
70,OK,ان,ان
71,SUB,في,ف
72,SUB,المنزل,النزل
73,OK,الي,الي
74,SUB,وحرمي,وحري
75,SUB,يا,ا
76,SUB,لها,ياها
77,DEL,من,
78,SUB,اعاجيب,اعا
79,SUB,يا,ا
80,SUB,لها,ايها
81,OK,من,من
82,OK,صفاقة,صفاقة
83,OK,ولكنه,ولكنه
84,OK,مع,مع
85,OK,ذلك,ذلك
86,OK,نزل,نزل
87,INS,,ل
88,OK,وسمعه,وسمعه
89,OK,امين,امين
90,OK,ينادي,ينادي
91,SUB,على,عل
92,SUB,البواب,اله
93,INS,,ا
94,INS,,و
95,INS,,ب
96,SUB,من,ون
97,OK,اقصى,اقصى
98,OK,الطريق,الطريق
99,OK,ويقول,ويقول
100,SUB,له,لوه
101,SUB,اين,ا
102,INS,,ن
103,OK,انت,انت
104,OK,وماذا,وماذا
105,OK,عساك,عساك
106,OK,ان,ان
107,OK,تصنع,تصنع
108,INS,,ء
109,DEL,اذا,
110,OK,كنت,كنت
111,SUB,تسمح,تس
112,OK,لهذا,لهذا
113,SUB,الجاسوس,ايجاسوس
114,SUB,ان,ار
115,SUB,يقتحم,يقتحر
116,SUB,البيت,ايبات
117,SUB,ويتسمع,ويسمع
118,INS,,ن
119,DEL,على,
120,SUB,الابواب,الاواب
121,SUB,جاسوس,جلساس
122,INS,,ب
123,OK,لقد,لقد
124,SUB,سلم,سل
125,OK,امين,امين
126,OK,بفضل,بفضل
127,SUB,الجاسوسية,الحاسوسة
128,OK,والخوف,والخوف
129,SUB,من,منن
130,INS,,د
131,INS,,د
132,SUB,الجاسوسية,الحا
133,INS,,سسة
134,OK,ومن,ومن
135,OK,ذا,ذا
136,OK,يضرب,يضرب
137,SUB,الجواسيس,ايجالسيس
138,SUB,ووراءهم,ووراءم
139,OK,قوة,قوة
140,OK,الشرطة,الشرطة
141,OK,وقوة,وقوة
142,OK,الدولة,الدولة
143,OK,وكل,وكل
144,OK,قوة,قوة
145,SUB,تخاف,يخاف
146,SUB,في,فى
147,OK,تلك,تلك
148,SUB,الايام,الاذا
149,SUB,سلم,سل
150,OK,امين,امين
151,OK,من,من
152,OK,الضرب,الضرب
153,OK,وهبط,وهبط
154,SUB,السلم,السل
155,SUB,يتهادى,يهادي
156,OK,غير,غير
157,SUB,هياب,هيلب
158,OK,ولا,ولا
159,OK,وجل,وجل
160,INS,,ل
161,OK,والهمه,والهمه
162,SUB,لله,الته
163,OK,ان,ان
164,SUB,يتشمخ,يشه
165,OK,بانفه,بانفه
166,OK,ويزجر,ويزجر
167,OK,البواب,البواب
168,SUB,قائلا,قاتلا
169,SUB,انتم,ءاذيا
170,SUB,تاكلون,كلات
171,SUB,بغير,يغار
172,OK,عمل,عمل
173,DEL,انتم,
174,SUB,لا,ل
175,INS,,اا
176,SUB,تستحقون,للتستحقون
177,SUB,اجوركم,اجورج
178,INS,,ج
179,DEL,مضحكات,
180,DEL,الرقابة,
181,OK,لقد,لقد
182,OK,صفقت,صفقت
183,SUB,وناديت,ونادات
184,SUB,فما,وا
