,operation,one,two
0,INS,,ا
1,SUB,ايام,يام
2,OK,اجل,اجل
3,OK,هي,هي
4,SUB,فتاتي,فتاي
5,OK,لا,لا
6,OK,مراء,مراء
7,OK,فيها,فيها
8,SUB,ولئن,وان
9,OK,خشيت,خشيت
10,SUB,حبا,حما
11,SUB,فانما,فاما
12,OK,هذه,هذه
13,OK,الفتاة,الفتاة
14,SUB,التي,الي
15,OK,يحق,يحق
16,SUB,لي,لى
17,OK,ان,ان
18,SUB,اخشى,اخمى
19,SUB,حبها,حها
20,OK,واخشاها,واخشاها
21,INS,,ا
22,OK,سنحت,سنحت
23,SUB,هذه,هذة
24,OK,الخاطرة,الخاطرة
25,SUB,في,فى
26,OK,حدس,حدس
27,OK,همام,همام
28,OK,مع,مع
29,SUB,سنوح,ستاح
30,OK,سارة,سارة
31,SUB,في,ف
32,OK,اول,اول
33,OK,الطريق,الطريق
34,OK,طفرة,طفرة
35,OK,واحدة,واحدة
36,INS,,ة
37,SUB,وكان,وان
38,OK,همام,همام
39,SUB,ممن,عن
40,SUB,يقيسون,يقاسون
41,SUB,ارتقاء,ارتقائ
42,OK,المراة,المراة
43,SUB,بسلوكها,اسلوكها
44,SUB,في,فى
45,OK,مسالة,مسالة
46,SUB,المواعيد,ايمااعادد
47,SUB,فابغض,ابغض
48,SUB,النساء,اله
49,SUB,اليه,اياه
50,OK,المراة,المراة
51,SUB,التي,الي
52,SUB,تحسب,حسب
53,OK,سرور,سرور
54,OK,الرجل,الرجل
55,SUB,بلقياها,بيقبلها
56,SUB,سببا,سبا
57,SUB,كافيا,كلفا
58,SUB,لتنكيده,لتتكده
59,OK,بالانتظار,بالانتظار
60,SUB,وتكديره,وتكدره
61,SUB,بالابطاء,بالايطاء
62,SUB,في,فى
63,OK,الحضور,الحضور
64,OK,الى,الى
65,OK,الموعد,الموعد
66,OK,ولو,ولو
67,OK,كان,كان
68,SUB,في,فى
69,SUB,وسعها,وعها
70,OK,ان,ان
71,OK,تسبقه,تسبقه
72,SUB,اليه,اليوه
73,OK,وعندها,وعندها
74,OK,انه,انه
75,DEL,ما,
76,SUB,دام,مادام
77,OK,راغبا,راغبا
78,SUB,في,ف
79,SUB,لقائها,اقاءيا
80,SUB,فلا,ولا
81,OK,يصح,يصح
82,OK,ان,ان
83,SUB,يهنا,يهذا
84,OK,بهذه,بهذه
85,OK,الرغبة,الرغبة
86,SUB,خالصة,خليصة
87,OK,ويسعد,ويسعد
88,INS,,د
89,SUB,بهذه,ذه
90,OK,المتعة,المتعة
91,SUB,صافية,صافة
92,OK,وعليه,وعليه
93,OK,ان,ان
94,OK,يبذل,يبذل
95,SUB,ثمنها,ممنها
96,SUB,نكدا,نسكدا
97,OK,لا,لا
98,OK,ضرورة,ضرورة
99,OK,له,له
100,OK,وغصة,وغصة
101,OK,لا,لا
102,OK,حاجة,حاجة
103,SUB,اليها,ايما
104,SUB,وهو,وهر
105,OK,صاغر,صاغر
106,SUB,راغم,راغ
107,SUB,يحرق,حرق
108,OK,الارم,الارم
109,OK,ولا,ولا
110,SUB,يعرف,يمرف
111,OK,له,له
112,SUB,حيلة,حالة
113,OK,غير,غير
114,SUB,الانابة,ايلتابة
115,SUB,والتسليم,والتسا
116,INS,,ا
117,OK,والا,والا
118,SUB,فماذا,فاذا
119,OK,هو,هو
120,OK,صانع,صانع
121,INS,,وحواب
122,INS,,ب
123,INS,,ماذا
124,INS,,هر
125,INS,,ص
126,INS,,يع
127,OK,هذه,هذه
128,SUB,يختلف,يختا
129,OK,باختلاف,باختلاف
130,OK,الرجال,الرجال
131,OK,واختلاف,واختلاف
132,OK,انواع,انواع
133,SUB,الهوى,الهرى
134,INS,,ى
135,OK,اما,اما
136,DEL,ماذا,
137,DEL,هو,
138,DEL,صانع,
139,DEL,وجواب,
140,SUB,جوابها,جواءها
141,OK,عند,عند
142,OK,همام,همام
143,OK,فهو,فهو
144,OK,الانتظار,الانتظار
145,OK,خمس,خمس
146,OK,عشرة,عشرة
147,OK,دقيقة,دقيقة
148,SUB,على,عل
149,OK,الاكثر,الاكثر
150,SUB,ريثما,ريثا
151,SUB,ينقضياقصىالمدى,ينقضي
152,INS,,اقصى
153,INS,,المدى
154,SUB,المفروض,المقروض
