,operation,one,two
0,INS,,٦٢
1,OK,قالت,قالت
2,INS,,ت
3,OK,معاذ,معاذ
4,SUB,لله,الته
5,OK,ولا,ولا
6,SUB,سيما,سببا
7,OK,وانت,وانت
8,SUB,بخطابك,بخطاك
9,SUB,صاحب,صا
10,INS,,حت
11,SUB,دعوى,دعوي
12,INS,,ق
13,DEL,في,
14,OK,الهداية,الهداية
15,OK,والارشاد,والارشاد
16,DEL,لا,
17,SUB,تقل,للنقل
18,OK,عن,عن
19,OK,دعوى,دعوى
20,OK,اهل,اهل
21,OK,الصناعة,الصناعة
22,INS,,ة
23,SUB,ومع,ومح
24,OK,ذلك,ذلك
25,SUB,لا,للاظتلى
26,DEL,اظنك,
27,OK,اسفا,اسفا
28,OK,لهذه,لهذه
29,OK,الغلطة,الغلطة
30,DEL,سارة,
31,OK,وبدات,وبدات
32,INS,,ى
33,DEL,في,
34,OK,نغمة,نغمة
35,OK,الدلال,الدلال
36,SUB,بعدما,دمد
37,SUB,انست,ملاتست
38,INS,,ت
39,DEL,من,
40,SUB,لهجة,لمهجة
41,SUB,الحوار,المولر
42,OK,ان,ان
43,OK,الساعة,الساعة
44,SUB,ساعة,سلعة
45,OK,غصن,غصن
46,SUB,الزيتون,الزئتان
47,DEL,لا,
48,SUB,ساعة,للساعة
49,SUB,السيف,السف
50,INS,,ف
51,DEL,ثم,
52,OK,دنت,دنت
53,OK,منه,منه
54,SUB,تقبله,تقبلة
55,SUB,فقبلها,وقالها
56,SUB,وضمها,وشمها
57,OK,واجلسها,واجلسها
58,OK,وجلس,وجلس
59,OK,الى,الى
60,SUB,جانبها,جليا
61,SUB,وهو,وهر
62,DEL,سارة,
63,SUB,يغمغم,يذمة
64,OK,متخاذلا,متخاذلا
65,INS,,ا
66,OK,لو,لو
67,SUB,انها,ابيا
68,OK,غلطة,غلطة
69,SUB,قدمين,قدمان
70,DEL,يا,
71,SUB,ساعة,اسارة
72,DEL,وتغفر,
73,DEL,الربوبية,
74,OK,قالت,قالت
75,OK,غلطة,غلطة
76,OK,قدمين,قدمين
77,OK,او,او
78,OK,غلطة,غلطة
79,OK,يدين,يدين
80,DEL,الا,
81,SUB,تستطيع,ايلتستطيع
82,OK,ان,ان
83,OK,تتعلم,تتعلم
84,INS,,ايراو
85,INS,,بية
86,INS,,ة
87,INS,,ساعة
88,INS,,وتغفر
89,SUB,الزلات,الزيات
90,SUB,وضحكتضحكة,وحت
91,INS,,مكية
92,OK,حلوة,حلوة
93,OK,خبيثة,خبيثة
94,SUB,مسترسلة,مسر
95,INS,,سلة
96,SUB,ليسلها,ليس
97,INS,,لها
98,OK,معنى,معنى
99,OK,الا,الا
100,SUB,انها,ابيا
101,SUB,تقول,تتال
102,SUB,فيها,فيا
103,INS,,ا
104,OK,انا,انا
105,OK,اعرف,اعرف
106,OK,كيف,كيف
107,SUB,ارضيك,ارضياك
108,OK,اليس,اليس
109,OK,كذلك,كذلك
110,SUB,فجاراها,جاراها
111,SUB,في,فى
112,SUB,الضحك,الضحاك
113,OK,وقال,وقال
114,INS,,لمها
115,OK,بلهجة,بلهجة
116,OK,المستظرف,المستظرف
117,OK,والعاشق,والعاشق
118,OK,معا,معا
119,INS,,ا
120,OK,وهل,وهل
121,OK,احرص,احرص
122,SUB,عليك,علياك
123,OK,يا,يا
124,SUB,ملعونة,ميعانة
125,OK,الا,الا
126,OK,لهذه,لهذه
127,OK,الحذلقة,الحذلقة
128,SUB,متى,مي
129,OK,علمت,علمت
130,OK,ان,ان
131,OK,ربا,ربا
132,SUB,من,ن
133,SUB,ارباب,اراب
134,OK,الاساطير,الاساطير
135,OK,غفر,غفر
136,SUB,الزلات,الزيات
137,SUB,لشريكة,لشربة
138,OK,قلبه,قلبه
139,SUB,فاين,ا
140,DEL,الخيانة,
141,DEL,العظمى,
142,SUB,انما,اما
143,SUB,يغفرون,يغفران
144,SUB,للمخلوقات,للبخلاقات
145,OK,التي,التي
146,OK,تخون,تخون
147,SUB,المخلوقات,الخارقات
148,OK,من,من
149,OK,امثالها,امثالها
150,OK,اما,اما
151,INS,,د
152,INS,,الخالتة
153,INS,,العظميى
154,INS,,وان
155,SUB,هم,ه
156,OK,الارباب,الارباب
157,SUB,الذين,الذن
158,SUB,يغفرونها,يغفروا
159,DEL,تقبل,
160,DEL,عليها,
161,DEL,سفارة,
162,SUB,واطمانت,واطمانن
163,OK,الى,الى
164,SUB,مكانها,مكا
165,INS,,ا
166,SUB,وشعرت,وتعرت
167,SUB,انها,اها
168,INS,,ى
169,DEL,في,
170,SUB,بيتها,باهاا
171,SUB,نعم,لعر
172,SUB,في,فى
173,SUB,بيتها,يدها
174,SUB,لا,لاف
175,SUB,في,ف
176,INS,,سفارةة
177,INS,,تقل
178,INS,,علا
179,SUB,غريبة,غاية
180,SUB,وتخرج,وخرج
181,SUB,منها,مثها
182,SUB,مقبولة,مقق
183,INS,,لة
184,OK,او,او
185,SUB,مريبة,مرئيه
