,operation,one,two
0,INS,,٩٤
1,SUB,فاذا,واذا
2,OK,سالت,سالت
3,OK,لماذا,لماذا
4,SUB,اعتزم,اعزم
5,SUB,همام,شمام
6,SUB,القطيعة,القطاعة
7,OK,بعد,بعد
8,SUB,ان,ارى
9,OK,كان,كان
10,SUB,يعتزم,يعزم
11,OK,التربص,التربص
12,OK,والمطاولة,والمطاولة
13,OK,فليس,فليس
14,SUB,سبيلك,سابيك
15,OK,ان,ان
16,SUB,تعلم,تعل
17,OK,انه,انه
18,SUB,اثر,ار
19,SUB,القطيعة,القطاعة
20,SUB,وحمد,ومد
21,SUB,مغبتها,مغايا
22,OK,واستمرا,واستمرا
23,OK,مذاقها,مذاقها
24,SUB,وانما,واما
25,OK,سبيلك,سبيلك
26,OK,ان,ان
27,SUB,تعلم,تعل
28,OK,انه,انه
29,OK,لا,لا
30,OK,قرار,قرار
31,INS,,له
32,SUB,على,عل
33,OK,ما,ما
34,OK,كان,كان
35,OK,فيه,فيه
36,OK,وانه,وانه
37,SUB,مدفوع,مدفرع
38,OK,الى,الى
39,SUB,الهرب,ايه
40,INS,,ر
41,OK,منه,منه
42,SUB,كما,كا
43,SUB,يندفع,شدة
44,SUB,الهارب,ايها
45,INS,,رب
46,OK,من,من
47,SUB,النمر,امر
48,OK,الى,الى
49,SUB,التمساح,اتسلح
50,INS,,ى
51,DEL,في,
52,SUB,ايام,اام
53,SUB,الرقابة,الرقلة
54,OK,وبعدها,وبعدها
55,SUB,باسابيع,باسار
56,SUB,قليلة,قلة
57,INS,,ت
58,INS,,رك
59,SUB,تكررت,رت
60,INS,,الز
61,SUB,الزيارات,ارات
62,SUB,وتسابق,وتسسلان
63,SUB,همام,شمام
64,OK,وسارة,وسارة
65,SUB,في,فى
66,SUB,الاستزادة,الاسزادة
67,OK,منها,منها
68,OK,وهما,وهما
69,SUB,يتكلفان,يتكلنا
70,INS,,ا
71,OK,ولا,ولا
72,SUB,يجهلان,جهلان
73,SUB,انهما,اهما
74,OK,يتكلفان,يتكلفان
75,OK,اجل,اجل
76,OK,ما,ما
77,SUB,كانا,كلنا
78,SUB,يتمليانه,يتمييانه
79,OK,من,من
80,SUB,سويعات,سو
81,INS,,يملت
82,OK,الهوى,الهوى
83,SUB,في,ف
84,SUB,تلك,تللك
85,SUB,الايام,اللا
86,SUB,انما,اما
87,OK,كان,كان
88,SUB,بالقياس,القياس
89,SUB,الى,الي
90,OK,هواهما,هواهما
91,SUB,الخصيب,الخصاب
92,SUB,المطواع,المطالع
93,SUB,كالثمار,كليملر
94,SUB,المحفوظة,الحموظة
95,SUB,في,فى
96,SUB,العلب,العات
97,SUB,بالقياس,القاس
98,OK,الى,الى
99,OK,الثمار,الثمار
100,SUB,على,عل
101,SUB,اشجارها,ابحارها
102,SUB,بين,بن
103,INS,,ع
104,INS,,ض
105,INS,,و
106,INS,,ر
107,INS,,ا
108,INS,,ا
109,SUB,غياضها,اها
110,SUB,وانهارها,ها
111,OK,ولم,ولم
112,SUB,يكن,سكن
113,OK,همام,همام
114,SUB,يصور,اصاور
115,OK,لحدسه,لحدسه
116,SUB,كيف,كف
117,OK,تشعر,تشعر
118,OK,سارة,سارة
119,OK,بتلك,بتلك
120,SUB,السويعات,السو
121,INS,,يهات
122,OK,المصطنعة,المصطنعة
123,INS,,ة
124,OK,ولكنه,ولكنه
125,OK,هو,هو
126,OK,كان,كان
127,SUB,يشعر,اشعر
128,SUB,شعورا,شعارا
129,OK,لا,لا
130,SUB,يزال,زال
131,SUB,يعاوده,يهاوده
132,INS,,وئام
133,SUB,ويبرز,ز
134,SUB,امامه,امامة
135,SUB,كلما,كاما
136,OK,جهد,جهد
137,INS,,ى
138,DEL,في,
139,OK,تبديله,تبديله
140,SUB,والاشاحة,واللشاحة
141,OK,عنه,عنه
142,SUB,بخياله,خليوه
143,OK,كان,كان
144,OK,يشعر,يشعر
145,DEL,كمن,
146,SUB,يلهو,يلاو
147,SUB,ويتلاهى,وتيامن
148,SUB,على,عل
149,SUB,مقربة,مقربه
150,OK,من,من
151,SUB,جنازة,جتازة
152,SUB,وفي,وي
153,OK,جوار,جوار
154,OK,مقبرة,مقبرة
155,SUB,فمن,ون
156,SUB,حيثما,حاشا
157,OK,اقبل,اقبل
158,OK,او,او
159,INS,,اعرض
160,SUB,اعرضفهنالك,فهنالك
161,OK,ظلال,ظلال
162,SUB,الموت,المرت
163,OK,وكابة,وكابة
164,OK,الفناء,الفناء
165,SUB,وسوانح,الح
166,OK,الاحزان,الاحزان
167,OK,ومن,ومن
168,SUB,اعجب,اتج
169,OK,ما,ما
170,OK,كان,كان
171,OK,يتمثله,يتمثله
172,SUB,وهو,وهر
173,SUB,يداعبها,يدلعها
174,SUB,ويعانقها,واعلنقها
175,OK,ذات,ذات
176,OK,يوم,يوم
