,operation,one,two
0,DEL,امين,
1,SUB,وظل,وا
2,SUB,بشارة,ا
3,SUB,بلي,يلي
4,INS,,ا
5,OK,كان,كان
6,SUB,ذلك,ذللك
7,OK,اكبر,اكبر
8,OK,ما,ما
9,SUB,سر,سرر
10,OK,هماما,هماما
11,SUB,في,فى
12,OK,تلك,تلك
13,SUB,الليلة,البلة
14,SUB,بما,ما
15,SUB,سمع,ممعم
16,INS,,يشارةة
17,SUB,من,امين
18,INS,,وظل
19,SUB,على,عل
20,OK,سروره,سروره
21,OK,هذا,هذا
22,SUB,اياما,الما
23,SUB,يترشفه,يترشفة
24,SUB,ويكرع,واكرع
25,SUB,منه,مزهه
26,DEL,ولا,
27,SUB,يروي,ولايروي
28,OK,منه,منه
29,OK,بالجرعة,بالجرعة
30,SUB,والجرعتين,واير
31,INS,,عتبن
32,OK,وصفا,وصفا
33,OK,له,له
34,SUB,شعور,شعار
35,OK,الراحة,الراحة
36,SUB,والسكينة,والسكنة
37,SUB,برهة,ترهة
38,OK,لا,لا
39,SUB,ينساها,يتساها
40,SUB,بقية,بقة
41,SUB,ايامه,انامه
42,SUB,فلم,فل
43,SUB,يرنقها,رتقها
44,OK,عليه,عليه
45,OK,كدر,كدر
46,OK,ولا,ولا
47,OK,الم,الم
48,OK,من,من
49,SUB,نكسات,تكسات
50,SUB,الداء,الدائ
51,OK,القديم,القديم
52,OK,ولم,ولم
53,OK,يكد,يكد
54,OK,يشعر,يشعر
55,OK,ان,ان
56,SUB,للداء,للدائ
57,OK,القديم,القديم
58,SUB,رسيسا,وسيسا
59,SUB,باقيا,باقا
60,OK,الا,الا
61,SUB,حين,حن
62,OK,انقضت,انقضت
63,OK,اجازة,اجازة
64,OK,امين,امين
65,SUB,وودعه,وادعة
66,OK,صباح,صباح
67,OK,يوم,يوم
68,OK,للذهاب,للذهاب
69,OK,الى,الى
70,OK,عمله,عمله
71,OK,فقد,فقد
72,SUB,كانا,كلنا
73,OK,معا,معا
74,SUB,كالسائحين,كالسائحان
75,SUB,في,فى
76,OK,طريق,طريق
77,OK,واحد,واحد
78,OK,معروف,معروف
79,OK,المعالم,المعالم
80,SUB,والانحاء,والانجلا
81,SUB,لهما,لها
82,SUB,على,عل
83,OK,السواء,السواء
84,OK,فلما,فلما
85,OK,افترقا,افترقا
86,OK,احس,احس
87,OK,همام,همام
88,OK,كانه,كانه
89,OK,قد,قد
90,OK,ضل,ضل
91,OK,الطريق,الطريق
92,SUB,والح,وال
93,OK,عليه,عليه
94,OK,هذا,هذا
95,SUB,الاحساس,الا
96,INS,,ا
97,INS,,حم
98,INS,,س
99,SUB,المبهم,المهم
100,OK,بضعة,بضعة
101,SUB,ايام,اا
102,SUB,ثم,م
103,INS,,م
104,SUB,تراجع,يراجع
105,SUB,رويدا,رائدا
106,OK,رويدا,رويدا
107,SUB,الى,الي
108,OK,رضوان,رضوان
109,SUB,صحيح,حاح
110,OK,او,او
111,OK,رضوان,رضوان
112,SUB,يقنع,يمنع
113,OK,نفسه,نفسه
114,SUB,بانه,انه
115,SUB,صحيح,مي
116,INS,,ي
117,OK,الا,الا
118,OK,ان,ان
119,INS,,كو
120,SUB,كوبيد,بيد
121,OK,شيطان,شيطان
122,SUB,مريد,مر
123,INS,,يد
124,OK,له,له
125,SUB,لؤم,اؤم
126,SUB,الشياطين,الشباطين
127,SUB,ونزعاتهم,ونزغاتهم
128,INS,,و
129,SUB,ومكائدهم,مكائد
130,OK,وكراهتهم,وكراهتهم
131,OK,ان,ان
132,SUB,يتركوا,يركوا
133,SUB,الناس,ايذاس
134,OK,هادئين,هادئين
135,SUB,وادعين,وادعان
136,SUB,فمن,فن
137,OK,حين,حين
138,OK,الى,الى
139,OK,حين,حين
140,SUB,كان,كا
141,SUB,همام,وملم
142,OK,يسمعه,يسمعه
143,SUB,يهجس,بيحس
144,OK,له,له
145,OK,ويوسوس,ويوسوس
146,OK,في,في
147,OK,صدره,صدره
148,SUB,ليسلبه,لاسلة
149,SUB,ارتياحه,ارتاحه
150,OK,الى,الى
151,OK,فراق,فراق
152,OK,سارة,سارة
153,INS,,و
154,SUB,وقدرته,ودرية
155,INS,,ء
156,DEL,على,
157,SUB,تناسيها,ناس
158,OK,فلا,فلا
159,SUB,يفتا,يقتا
160,OK,يعاوده,يعاوده
161,OK,ابدا,ابدا
162,OK,بهذا,بهذا
163,OK,السؤال,السؤال
164,INS,,ل
165,OK,اليس,اليس
166,OK,من,من
167,SUB,الجائز,الجائر
168,SUB,انها,ايها
169,SUB,وفت,وقت
170,SUB,لك,ليك
171,OK,في,في
172,OK,ايام,ايام
173,SUB,عشرتها,عشرتا
174,OK,واستحقت,واستحقت
175,SUB,وفاءك,وقاءك
176,OK,لها,لها
177,SUB,وصيانتك,وصلنتك
178,SUB,اياها,اذاها
179,OK,وغيرتك,وغيرتك
180,SUB,عليها,عليا
181,OK,اليس,اليس
182,OK,من,من
183,SUB,الجائز,ايجاز
184,SUB,انها,ا
185,SUB,يئست,ينست
186,OK,منك,منك
187,INS,,ؤ
188,SUB,فزلت,ات
189,SUB,بعد,يهد
190,SUB,الفراق,الهراق
191,INS,,١٤٤
192,INS,,١
